active_bases_per_query,active_k,active_parameters_per_affected_pixel,actual_batch_size,best_remaining_candidate_score,birth_count,birth_round,birth_top10_fraction,birth_top25_fraction,candidate_jacobian_nnz,cg_failures,cumulative_optimization_seconds,cumulative_scoring_seconds,geometry_rms_error,gradient_norm,image_loss,independent_sum_gain,joint_to_independent_ratio,last_new_only_gain,last_predicted_quadratic,last_predicted_raw,last_realized_birth_gain,last_step_relative_improvement,line_search_failures,median_affected_pixels,median_affected_views,method,minimum_denominator_magnitude,near_null_candidate_fraction,no_birth_continuation_gain,nominal_batch_size,nonfinite_candidate_score_count,normal_consistency,normal_error,optimizer_steps,pairwise_correlation_max,pairwise_correlation_mean,peak_allocated_mib,peak_reserved_mib,phase,point_to_surface_mean,point_to_surface_p95,predicted_batch_gain,regional_ear_p2s_mean,regional_head_p2s_mean,regional_leg_p2s_mean,regional_torso_p2s_mean,requested_k,residual_norm,responsive_candidate_fraction,rho_off,root_failures,selection_seed,surface_rms,symmetric_chamfer,target_regime,target_seed,total_runtime_seconds,zero_jacobian_candidate_fraction
3.708740234375,160,3.9525005381358973,8,0.021568364434655807,128,16,0.0,0.375,2717982.0,0,8.423186097061262,1.28996666171588,0.0023847381200333825,28.872230535102794,30.12724169771952,0.1832989291216746,0.9980189405635037,,0.18293580304843843,70.00814136051852,0.11924259481054023,0.003942362148846387,0,351.0,2.0,p8,0.4762616852076369,0.0243055559694767,0.0,8,0.0,0.9854940091113702,0.014505990888629805,21,0.011750095796207628,0.0006197469216506832,371.32177734375,414.0,A,0.0022922869127013235,0.0056344397670716456,0.18293580304843843,0.0020736364337527514,0.0016073252579211625,0.004250251127745032,0.0014879792989259484,160,7.762376143645645,0.9768518805503845,0.006508674227375504,0,0,0.00562161209487244,0.009118722470297349,bunny,0,11.625477756839246,0.023148149251937866
3.974609375,192,4.274616496049679,8,0.018476845723480486,160,20,0.125,0.375,2717443.0,0,10.197770123137161,1.6018812018446624,0.0023743261566083933,26.27153085702184,29.816823937413854,0.1295500911063716,0.9999993521185456,,0.12955000717327017,41.39209528374594,0.07373180302770876,0.0024667257333046066,0,345.0,2.0,p8,0.4777053620619345,0.02524038590490818,0.0,8,0.0,0.9854721451357639,0.014527854864236134,25,2.319723179712725e-06,9.799493908552431e-08,371.884765625,414.0,A,0.0022712222600146156,0.005591591184076101,0.12955000717327017,0.00202851212760317,0.001596764456776405,0.00422302531709829,0.0014750902971913,192,7.722282556008146,0.9759615659713745,8.115062081923842e-07,0,0,0.00561459060612185,0.009108055246699106,bunny,0,14.191301310900599,0.024038461968302727
4.3040771484375,224,4.657302456197472,8,0.011814505009316259,192,24,0.375,0.375,2717729.0,0,11.828208324266598,1.9050189154222608,0.002352789051251357,29.251874119657344,29.53498628161309,0.09583970953418963,0.9994454662199251,,0.09578656317778036,62.86500647721558,0.07290935702405221,0.002462497095838658,0,336.0,2.0,p8,0.476822508978025,0.026249999180436134,0.0,8,0.0,0.9854896037137699,0.014510396286230076,29,0.001967065386256457,9.072802873759916e-05,372.740234375,414.0,A,0.002240403420965336,0.00556411727396579,0.09578656317778036,0.0019291022138724669,0.0015913940672060076,0.004203165177785733,0.001453524559559974,224,7.685699224093159,0.9749999642372131,0.0011106320233923853,0,0,0.005601905790510877,0.009090683630886448,bunny,0,16.57487485697493,0.02499999850988388
4.5838623046875,256,4.90821973550356,8,0.009260918218096768,224,28,0.0,0.375,2717586.0,0,13.48731772438623,2.2073214759584516,0.002372588537312534,18.298153025191894,29.34265172697986,0.07787828688458394,1.000023166758384,,0.07788009107203955,18.410408868650272,0.03056147650784169,0.0010404539774438038,0,331.0,1.0,p8,0.476655129764909,0.02734375,0.0,8,0.0,0.9854755813866304,0.014524418613369616,33,9.636890812552568e-05,3.4417467187689626e-06,377.5205078125,414.0,A,0.0022360229808668485,0.005589282661498115,0.07788009107203955,0.0019106391790135334,0.0015447176425075384,0.0042361626236646945,0.0014440513849468671,256,7.660633358538948,0.9739583730697632,4.6113086816452265e-05,0,0,0.005610203290114683,0.009090398320587851,bunny,0,19.00232569477521,0.0260416679084301
2.6119384765625,32,2.824718008771833,0,1.0468495992092501,0,0,,,2726522.0,0,1.7497482970356941,0.04841628414578736,0.0028336085124495407,0.32525648379069955,36.57236256266612,,,,,,,3.576415530763275e-08,0,388.0,2.0,p16,0.38623930760295944,0.021169353276491165,0.0,0,0.0,0.9850810164076027,0.014918983592397295,5,0.0,0.0,282.7607421875,354.0,A,0.002578329746078151,0.0067544522584080495,,0.0030965767441591225,0.0016931255169091214,0.004448312903433087,0.0016408229034003833,32,8.552468949100735,0.9808467626571655,0.0,0,0,0.0058290160577305255,0.009293792131943443,bunny,0,1.876673380844295,0.019153226166963577
2.91796875,64,3.025354609929078,16,0.09909399811188366,32,2,0.5625,0.75,2721401.0,0,2.5557287770789117,0.20249939826317132,0.0025279302770141827,90.36962541202651,32.70428910537842,2.4438434665206996,0.9979012870179252,,2.438714540511354,303.25922168959687,1.098148588859722,0.03248726020274319,0,382.0,2.0,p16,0.47051228060232386,0.02187500149011612,0.0,16,0.0,0.9854102571205597,0.01458974287944026,7,0.02761410446795379,0.0003013783936056939,363.87158203125,394.0,A,0.0024293434462993486,0.005951922196930849,2.438714540511354,0.0024145643109961708,0.0016691126938439896,0.004400061724166001,0.0015733519553701807,64,8.087556998918576,0.9791667461395264,0.01831060849059919,0,0,0.0057037129168417446,0.009195495374145065,bunny,0,3.12217011093162,0.02083333395421505
3.2337646484375,96,3.4068983907857358,16,0.05536630039652806,64,4,0.1875,0.5625,2719899.0,0,3.364828976104036,0.35352495149709284,0.002430037270066061,71.28480848240807,31.5107714544117,1.0498262739253497,0.999257384927998,,1.049046657111349,219.5596438226397,0.5655064653963784,0.017630052551925214,0,367.0,2.0,p16,0.4778389317435481,0.022629309445619583,0.0,16,0.0,0.9854554307818498,0.014544569218150172,9,0.00310594809701581,9.42565824058842e-05,365.32080078125,414.0,A,0.002362207961872918,0.005769050977428685,1.049046657111349,0.002253213724340741,0.0016431451512269948,0.004307756833552881,0.0015387769452527803,96,7.938610892897032,0.9784482717514038,0.0012387151731960459,0,0,0.005649626587030222,0.009155089986006358,bunny,0,4.362711458001286,0.021551724523305893
3.5186767578125,128,3.750776803568682,16,0.03371794629688112,96,6,0.1875,0.5,2718592.0,0,4.223923665937036,0.5087375005241483,0.0023673533426237623,51.73742053352556,30.67697001216502,0.6506294422399153,1.0006788590954292,,0.6510711279545338,145.132533123758,0.377717579914691,0.012162981153641303,0,361.0,2.0,p16,0.47618276041818264,0.02343750186264515,0.0,16,0.0,0.9855018957745123,0.014498104225487696,11,0.007639824565785021,0.00011387536887990677,368.23095703125,414.0,A,0.0023075937492134024,0.005601385267939256,0.6510711279545338,0.002074481410091905,0.0016142233165104612,0.004278698739817964,0.0015028657975038305,128,7.832875591015731,0.9776785969734192,0.0022219924853084947,0,0,0.005619365392418606,0.009123919879340893,bunny,0,5.665061039850116,0.0223214291036129
3.7440185546875,160,4.022263450834879,16,0.02918756447593158,128,8,0.1875,0.4375,2718170.0,0,5.04963344312273,0.662358722416684,0.002352645192138935,45.017038006591854,30.20007940695703,0.37668081944553744,1.001328556745341,,0.3771812612890524,135.87381606567556,0.2453351118588465,0.008058195814915238,0,351.0,2.0,p16,0.47621609048272245,0.0243055559694767,0.0,16,0.0,0.9854870082846328,0.01451299171536724,13,0.017714278767595116,0.0003138694847109761,369.8681640625,414.0,A,0.002279580519453532,0.0056023800513190095,0.3771812612890524,0.0020514549151968175,0.001597239368085705,0.004230006684152098,0.0014815819351342019,160,7.771753908476134,0.9768518805503845,0.0038068571005273237,0,0,0.005609521680733229,0.00910929286853334,bunny,0,6.926325257867575,0.023148149251937866
4.0081787109375,192,4.340106776517364,16,0.015571277116365424,160,10,0.1875,0.4375,2718220.0,0,5.90530231106095,0.8141483652871102,0.0023382873867296267,30.52428606730303,29.870154847972675,0.26979199241213947,1.00096390412203,,0.2700520460257162,78.43418281844355,0.15070137831145303,0.005019889412064536,0,345.0,2.0,p16,0.4764196001524257,0.02524038590490818,0.0,16,0.0,0.9854861063584779,0.014513893641522113,15,0.006156215049917729,7.138417326199204e-05,370.13330078125,414.0,A,0.0022599593893748325,0.005561782124082521,0.2700520460257162,0.002011962609112934,0.0015873968850878195,0.004197055549495214,0.0014728222066578303,192,7.729185577791838,0.9759615659713745,0.0014214148558061121,0,0,0.005599665405959319,0.009098907393775682,bunny,0,8.211732337949798,0.024038461968302727
