attempted_packets,base_absorbed_events,base_footprint_writes,base_outward_events,base_projected_events,base_retained_events,chunks_per_view,common_support_mse,contribution_histogram,contribution_p90,contribution_p95,contribution_p99,count_lt2_fraction,count_lt4_fraction,cpu_peak_rss_mib,density_gate,diagnostics_seconds,effective_writes_per_pixel,emission_seconds,emitter_chunk_size,emitters,footprint,gate_passed,geometry_streams,half_sse,heldout_peak_allocated_mib,heldout_peak_reserved_mib,heldout_runtime_seconds,image_accumulation_seconds,independent_a_count_lt2_fraction,independent_a_effective_density,independent_a_peak_allocated_mib,independent_a_peak_reserved_mib,independent_a_runtime_seconds,independent_a_unique_coverage,independent_b_count_lt2_fraction,independent_b_effective_density,independent_b_unique_coverage,mae_per_rgb_scalar,maximum_contribution_count,mc_scramble_seeds,mc_self_mae,mc_self_mse,mc_self_raw_sse,mc_self_rmse,mc_self_to_image_energy,mean_contribution_count,median_contribution_count,mse_per_rgb_scalar,normal_consistency,normal_error,optimization,packets_per_second,peak_allocated_mib,peak_reserved_mib,per_view_mse,per_view_mse_maximum,per_view_mse_mean,per_view_mse_median,per_view_mse_minimum,pixels_ge_1,pixels_ge_2,pixels_ge_4,pixels_ge_8,point_to_surface_mean,point_to_surface_p95,predicted_rgb_energy,processed_packets,projection_and_footprint_seconds,raw_sse,regional_ear_p2s_mean,regional_head_p2s_mean,regional_leg_p2s_mean,regional_torso_p2s_mean,resolution,retained_events_per_second,rmse_per_rgb_scalar,runtime_seconds,sampling_density_status,section,support_disagreement_fraction,surface_rms,surface_samples_per_pixel,symmetric_chamfer,target_absorbed_events,target_footprint_writes,target_outward_events,target_projected_events,target_retained_events,target_rgb_energy,total_pixels,total_stream_chunks,treatment,unique_coverage_ratio,views,visibility_seconds,zero_count_fraction
1310720,88658,9028512,652940,564282,564282,1,,"[7622388, 517791, 745028, 594132, 360428, 195156, 108346, 65961, 43660, 30665, 22336, 16333, 11649, 8809, 6567, 4840, 3617, 2765, 2038, 1447, 1081, 794, 549, 400, 309, 200, 155, 139, 101, 73, 52, 50, 29, 30, 16, 12, 12, 9, 9, 5, 10, 5, 1, 1, 1, 1]",3.0,5.0,9.0,0.7851253151893616,0.9142881035804749,3312.0546875,,0.11933337547816336,0.8708055555555556,0.025962786050513387,65536,65536,legacy fixed 4x4 pixel-space cubic,,2,175280.1425220951,,,,0.014149447670206428,,,,,,,,,,0.019672099895037026,45,,,,,,,0.8708055555555556,0.0,0.011270585295916609,,,,506970.83339000406,1022.55712890625,1082.0,,,,,,2745612,2227821,888661,158770,,,2048391.3322775639,2621440,0.05131066241301596,350560.2850441902,,,,,"[540, 960]",215508.82536277178,0.10616301284306418,5.170790561009198,,fixed_samples,,,0.12641975308641976,,103266,8801104,653335,550069,550069,2041248.3167407075,10368000,20,FIXED-SAMPLE HIGH RESOLUTION,0.2648159861564636,20,4.953549976460636,0.7351840138435364
1310720,88658,9028512,652940,564282,564282,1,,"[35426748, 4114488, 1311670, 385217, 132427, 52996, 24124, 11936, 6174, 3072, 1512, 787, 403, 189, 102, 68, 40, 21, 12, 6, 5, 2, 1]",1.0,1.0,3.0,0.9534441828727722,0.994360625743866,3312.0546875,,0.9185720817185938,0.2177013888888889,0.0275135631673038,65536,65536,legacy fixed 4x4 pixel-space cubic,,2,692587.4132583301,,,,0.019199598114937544,,,,,,,,,,0.01875088592995426,22,,,,,,,0.2177013888888889,0.0,0.011133413921976757,,,,443161.21365781035,1306.287109375,1374.0,,,,,,6045252,1930764,233877,12394,,,2530445.89513397,2621440,0.05006743804551661,1385174.8265166602,,,,,"[1080, 1920]",188383.91937286174,0.10551499382541212,5.915319119114429,,fixed_samples,,,0.03160493827160494,,103266,8801104,653335,550069,550069,2502754.3101700866,41472000,20,FIXED-SAMPLE HIGH RESOLUTION,0.14576707780361176,20,4.887319495435804,0.854232907295227
,,,,,,,9.092880411242058e-05,,,,,,,,,,6.8882080078125,,,65536,,,,,967.51171875,1006.0,2.6152857588604093,,0.7082931399345398,6.88765869140625,967.5458984375,1006.0,2.6322780998889357,0.2929573059082031,0.708251953125,6.8857666015625,0.2929191589355469,,,"[101, 211]",0.0014434152076736003,0.0001389457679881047,546.3569910521057,0.011787525948565487,0.0012433096872296974,,,,,,,,,,"[0.000103463351218292, 0.00011697884991517864, 9.340481112951832e-05, 0.0001683998224860762, 0.00013320894975556787, 8.707364559364843e-05, 0.0001695378145215225, 0.000184364164963845, 0.00013916814147464255, 0.0001143112023716731, 0.0001427053301472495, 0.0002178293000099419, 0.0001498792329049355, 0.00016430409729788111, 9.511323172543503e-05, 0.00020052858998939027, 0.00011608012445933715, 0.00012980357682982244, 0.00017620188264154318, 7.655924032659278e-05]",0.0002178293000099419,0.00013894576798810466,0.0001361885456151052,7.655924032659278e-05,,,,,,,,,,,,,,,"[256, 256]",,,,,mc_self,0.000777435302734375,,1.0,,,,,,,,,,,,,,
,,,,,,,3.4569568619935724e-05,,,,,,,,,,6.888650512695312,,,262144,,,,,973.76171875,1016.0,10.275089240865782,,0.7194232940673828,6.888470458984375,973.7958984375,1016.0,10.109841178869829,0.2810901701450348,0.7194244265556335,6.888470458984375,0.28108081221580505,,,"[101, 211]",0.0009452706054617011,0.000207757665913324,3267.7455343909446,0.014413801230533325,0.0018662537456599554,,,,,,,,,,"[0.00041952722456750424, 0.00022104099107248646, 5.81731857934507e-05, 0.00010429088431688587, 0.00022831392925777206, 0.00015508047652414524, 5.660825194774347e-05, 6.837825396646109e-05, 0.0003368663499908916, 0.0002495814968497729, 7.927942462814639e-05, 8.243170378172209e-05, 0.0002615496510449019, 0.0003390189221683702, 3.454399203356876e-05, 7.24719624860564e-05, 7.843283530802393e-05, 0.00028278348748979917, 0.00034849577694354015, 0.0006782845180952373]",0.0006782845180952373,0.000207757665913324,0.00018806073379831585,3.454399203356876e-05,,,,,,,,,,,,,,,"[512, 512]",,,,,mc_self,0.0006040573120117187,,1.0,,,,,,,,,,,,,,
,,,,,,,1.8790631365354605e-05,,,,,,,,,,6.888720679012346,,,518400,,,,,994.46728515625,1050.0,19.910584775963798,,0.7222784757614136,6.888154320987654,994.46728515625,1050.0,20.074441639008,0.2780618369579315,0.7222845554351807,6.888324074074074,0.27806413173675537,,,"[101, 211]",0.0005599715718951597,5.8518934490409565e-05,1820.172938389699,0.0076497669566078655,0.0005257064374835167,,,,,,,,,,"[6.142648118242415e-05, 6.036441587419969e-05, 3.2498314817879495e-05, 5.764258629059557e-05, 4.8972350519034084e-05, 3.547247395529994e-05, 5.7895285076641215e-05, 9.234930981882685e-05, 9.540739769113765e-05, 5.0877775273225616e-05, 9.21157118792566e-05, 7.698959460302166e-05, 5.7972720190941395e-05, 5.235773697334456e-05, 3.290450685549212e-05, 7.053624182829809e-05, 3.885189458421915e-05, 3.6522185662646166e-05, 6.287487858496019e-05, 5.6346828146747114e-05]",9.540739769113765e-05,5.8518934490409565e-05,5.776893568361839e-05,3.2498314817879495e-05,,,,,,,,,,,,,,,"[540, 960]",,,,,mc_self,0.00026591435185185187,,1.0,,,,,,,,,,,,,,
,,,,,,,9.744515037167915e-06,,,,,,,,,,6.88851311728395,,,2073600,,,,,1193.95068359375,1262.0,77.02722905715927,,0.7265413403511047,6.888514274691358,1193.951171875,1262.0,78.83900443394668,0.27361351251602173,0.7265426516532898,6.888396604938271,0.2736112177371979,,,"[101, 211]",0.0007310128848498626,0.0003434005913205818,42724.5279697415,0.018531070970685473,0.0030930547776790926,,,,,,,,,,"[0.0005435837616218233, 0.0003730434417781859, 0.0003457104968475261, 0.0004929955881153122, 0.00014832928105191676, 0.000280559303449568, 0.00024690064999874665, 0.0005280271739404916, 0.0004096803057539487, 0.00019981381733816985, 0.000594176422956103, 0.0005058837092332874, 0.0003578045350303301, 0.00018774063292754999, 0.00018907229451291358, 0.00029345038499852596, 0.00021011654247297766, 0.00011586636933241115, 0.00031457448962312403, 0.0005306826254287262]",0.000594176422956103,0.0003434005913205819,0.00033014249323532504,0.00011586636933241115,,,,,,,,,,,,,,,"[1080, 1920]",,,,,mc_self,0.0006900077160493827,,1.0,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,65536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9850595241822396,0.014940475817760368,not run before differentiable streaming support,,,,,,,,,,,,,0.0026481080232320484,0.007059069887250509,,,,,0.0033733129069704196,0.001976937500144041,0.004392941246944102,0.0017026614614992542,"[256, 256]",,,,,fixed_geometry,,0.00546712334906491,,0.004513350231440371,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,262144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9850595241822396,0.014940475817760368,not run before differentiable streaming support,,,,,,,,,,,,,0.0026481080232320484,0.007059069887250509,,,,,0.0033733129069704196,0.001976937500144041,0.004392941246944102,0.0017026614614992542,"[512, 512]",,,,,fixed_geometry,,0.00546712334906491,,0.004513350231440371,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,518400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9850595241822396,0.014940475817760368,not run before differentiable streaming support,,,,,,,,,,,,,0.0026481080232320484,0.007059069887250509,,,,,0.0033733129069704196,0.001976937500144041,0.004392941246944102,0.0017026614614992542,"[540, 960]",,,,,fixed_geometry,,0.00546712334906491,,0.004513350231440371,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,2073600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9850595241822396,0.014940475817760368,not run before differentiable streaming support,,,,,,,,,,,,,0.0026481080232320484,0.007059069887250509,,,,,0.0033733129069704196,0.001976937500144041,0.004392941246944102,0.0017026614614992542,"[1080, 1920]",,,,,fixed_geometry,,0.00546712334906491,,0.004513350231440371,,,,,,,,,,,,,
