metric,value
exact_reproducibility.selected_center_radii[82],0.11199292685788742
exact_reproducibility.selected_center_radii[83],0.1258986199016118
exact_reproducibility.selected_center_radii[84],0.10315133795308265
exact_reproducibility.selected_center_radii[85],0.11855915476502965
exact_reproducibility.selected_center_radii[86],0.11577916683974573
exact_reproducibility.selected_center_radii[87],0.13744176864462085
exact_reproducibility.selected_center_radii[88],0.13801039333878148
exact_reproducibility.selected_center_radii[89],0.10971944861300802
exact_reproducibility.selected_center_radii[90],0.1003663753699887
exact_reproducibility.selected_center_radii[91],0.10632894874617206
exact_reproducibility.selected_center_radii[92],0.14419691863241985
exact_reproducibility.selected_center_radii[93],0.09680779164717644
exact_reproducibility.selected_center_radii[94],0.13777333475813727
exact_reproducibility.selected_center_radii[95],0.10345168539867754
exact_reproducibility.selected_center_radii[96],0.11767248673711837
exact_reproducibility.selected_center_radii[97],0.11890935451138315
exact_reproducibility.selected_center_radii[98],0.1406878879047038
exact_reproducibility.selected_center_radii[99],0.10468527607388427
exact_reproducibility.selected_center_radii[100],0.14336527372189048
exact_reproducibility.selected_center_radii[101],0.1151358484763351
exact_reproducibility.selected_center_radii[102],0.12682201009467975
exact_reproducibility.selected_center_radii[103],0.166879675597031
exact_reproducibility.selected_center_radii[104],0.11548604274277652
exact_reproducibility.selected_center_radii[105],0.1072906673609257
exact_reproducibility.selected_center_radii[106],0.11906337420755846
exact_reproducibility.selected_center_radii[107],0.13828610913663653
exact_reproducibility.selected_center_radii[108],0.09688641190286863
exact_reproducibility.selected_center_radii[109],0.1308070686300038
exact_reproducibility.selected_center_radii[110],0.1585344171439734
exact_reproducibility.selected_center_radii[111],0.09200972738370528
exact_reproducibility.selected_center_radii[112],0.14401825322019948
exact_reproducibility.selected_center_radii[113],0.12283612567131247
exact_reproducibility.selected_center_radii[114],0.12661181212519101
exact_reproducibility.selected_center_radii[115],0.11001822274712483
exact_reproducibility.selected_center_radii[116],0.12978136047975716
exact_reproducibility.selected_center_radii[117],0.10091215922315404
exact_reproducibility.selected_center_radii[118],0.12349725504006807
exact_reproducibility.selected_center_radii[119],0.13152740405605864
exact_reproducibility.selected_center_radii[120],0.1341454774558025
exact_reproducibility.selected_center_radii[121],0.09729199874608548
exact_reproducibility.selected_center_radii[122],0.13309518578468593
exact_reproducibility.selected_center_radii[123],0.12155426600202222
exact_reproducibility.selected_center_radii[124],0.12421783735896655
exact_reproducibility.selected_center_radii[125],0.12668369270635774
exact_reproducibility.selected_center_radii[126],0.1274734473779386
exact_reproducibility.selected_center_radii[127],0.12041210777650758
exact_reproducibility.selected_center_radii[128],0.13478644159349154
exact_reproducibility.selected_center_radii[129],0.09737466351903801
exact_reproducibility.selected_center_radii[130],0.12097326396710822
exact_reproducibility.selected_center_radii[131],0.10501967417402128
exact_reproducibility.selected_center_radii[132],0.12640668893659227
exact_reproducibility.selected_center_radii[133],0.12769158792441504
exact_reproducibility.selected_center_radii[134],0.13388364031666375
exact_reproducibility.selected_center_radii[135],0.12919019288776942
exact_reproducibility.selected_center_radii[136],0.11299640172686234
exact_reproducibility.selected_center_radii[137],0.11260746317477123
exact_reproducibility.selected_center_radii[138],0.12705035988236948
exact_reproducibility.selected_center_radii[139],0.11573837698005217
exact_reproducibility.selected_center_radii[140],0.14164716164685084
exact_reproducibility.selected_center_radii[141],0.12739552339156487
exact_reproducibility.selected_center_radii[142],0.13090453274558922
exact_reproducibility.selected_center_radii[143],0.13178520007603306
exact_reproducibility.selected_center_radii[144],0.11500063211322305
exact_reproducibility.selected_center_radii[145],0.12212868416758917
exact_reproducibility.selected_center_radii[146],0.10596682248565435
exact_reproducibility.selected_center_radii[147],0.11014684227567628
exact_reproducibility.selected_center_radii[148],0.10130055179308534
exact_reproducibility.selected_center_radii[149],0.12312405804043043
exact_reproducibility.selected_center_radii[150],0.10243231225641646
exact_reproducibility.selected_center_radii[151],0.13131382747093678
exact_reproducibility.selected_center_radii[152],0.12780511829091123
exact_reproducibility.selected_center_radii[153],0.11476856705808448
exact_reproducibility.selected_center_radii[154],0.12594605708701007
exact_reproducibility.selected_center_radii[155],0.09984649325176856
exact_reproducibility.selected_center_radii[156],0.12916573089672015
exact_reproducibility.selected_center_radii[157],0.11394110462415111
exact_reproducibility.selected_center_radii[158],0.1290366398539563
exact_reproducibility.selected_center_radii[159],0.11757953014482532
exact_reproducibility.selected_center_radii[160],0.10865097805349731
exact_reproducibility.selected_center_radii[161],0.12604128082702262
exact_reproducibility.selected_center_radii[162],0.12836667383939204
exact_reproducibility.selected_center_radii[163],0.14322066786118304
exact_reproducibility.selected_center_radii[164],0.12090579737176278
exact_reproducibility.selected_center_radii[165],0.12755286139119035
exact_reproducibility.selected_center_radii[166],0.11532749850275659
exact_reproducibility.selected_center_radii[167],0.12448320741654384
exact_reproducibility.selected_center_radii[168],0.12040313855911512
exact_reproducibility.selected_center_radii[169],0.12719744775558467
exact_reproducibility.selected_center_radii[170],0.12177582803371213
exact_reproducibility.selected_center_radii[171],0.12378091243948174
exact_reproducibility.selected_center_radii[172],0.13460478616567698
exact_reproducibility.selected_center_radii[173],0.1237185373702876
exact_reproducibility.selected_center_radii[174],0.1287685596684454
exact_reproducibility.selected_center_radii[175],0.11789372606324607
exact_reproducibility.selected_center_radii[176],0.11413883009020027
exact_reproducibility.selected_center_radii[177],0.09455048994218188
exact_reproducibility.selected_center_radii[178],0.13242603191199664
exact_reproducibility.selected_center_radii[179],0.11461006343834634
exact_reproducibility.selected_center_radii[180],0.12335891394857156
exact_reproducibility.selected_center_radii[181],0.11185516772531902
exact_reproducibility.selected_center_radii[182],0.1052882790823195
exact_reproducibility.selected_center_radii[183],0.12316599393303947
exact_reproducibility.selected_center_radii[184],0.12116122751044675
exact_reproducibility.selected_center_radii[185],0.13611365367933492
exact_reproducibility.selected_center_radii[186],0.11433803727512727
exact_reproducibility.selected_center_radii[187],0.13583528861814256
exact_reproducibility.selected_center_radii[188],0.10794556873748162
exact_reproducibility.selected_center_radii[189],0.10881979978296238
exact_reproducibility.selected_center_radii[190],0.10264798911492132
exact_reproducibility.selected_center_radii[191],0.09963946498629898
exact_reproducibility.selected_center_radii[192],0.11271544345606624
exact_reproducibility.selected_center_radii[193],0.11590783072513906
exact_reproducibility.selected_center_radii[194],0.10886424405858583
exact_reproducibility.selected_center_radii[195],0.12424417038800571
exact_reproducibility.selected_center_radii[196],0.11643434170191355
exact_reproducibility.selected_center_radii[197],0.10235005897287307
exact_reproducibility.selected_center_radii[198],0.12344507543554033
exact_reproducibility.selected_center_radii[199],0.1593469404836979
exact_reproducibility.selected_center_radii[200],0.09665282422179358
exact_reproducibility.selected_center_radii[201],0.12249531054245838
exact_reproducibility.selected_center_radii[202],0.11424976995817651
exact_reproducibility.selected_center_radii[203],0.13391552826947098
exact_reproducibility.selected_center_radii[204],0.13451515343379863
exact_reproducibility.selected_center_radii[205],0.1120598852888406
exact_reproducibility.selected_center_radii[206],0.11070708695932938
exact_reproducibility.selected_center_radii[207],0.13417100358247241
exact_reproducibility.selected_center_radii[208],0.10389218418786399
exact_reproducibility.selected_center_radii[209],0.10568829787210933
exact_reproducibility.selected_center_radii[210],0.11148835416722454
exact_reproducibility.selected_center_radii[211],0.10098864078727038
exact_reproducibility.selected_center_radii[212],0.12514201517431925
exact_reproducibility.selected_center_radii[213],0.1441335412326116
exact_reproducibility.selected_center_radii[214],0.09909771511226098
exact_reproducibility.selected_center_radii[215],0.11878134387588203
exact_reproducibility.selected_center_radii[216],0.11909361628506365
exact_reproducibility.selected_center_radii[217],0.12598113387992893
exact_reproducibility.selected_center_radii[218],0.10952563492617662
exact_reproducibility.selected_center_radii[219],0.13078117711773796
exact_reproducibility.selected_center_radii[220],0.11691097278723842
exact_reproducibility.selected_center_radii[221],0.15338592990250505
exact_reproducibility.selected_center_radii[222],0.10789028541295956
exact_reproducibility.selected_center_radii[223],0.13272289584680147
exact_reproducibility.selected_center_radii[224],0.13107814422727854
exact_reproducibility.selected_center_radii[225],0.1207184831986814
exact_reproducibility.selected_center_radii[226],0.13879857817587657
exact_reproducibility.selected_center_radii[227],0.10118309547550794
exact_reproducibility.selected_center_radii[228],0.14783685872159727
exact_reproducibility.selected_center_radii[229],0.12957573229832875
exact_reproducibility.selected_center_radii[230],0.11920311433821908
exact_reproducibility.selected_center_radii[231],0.108568055487284
exact_reproducibility.selected_center_radii[232],0.11344516109846481
exact_reproducibility.selected_center_radii[233],0.131576441718508
exact_reproducibility.selected_center_radii[234],0.12158847353329835
exact_reproducibility.selected_center_radii[235],0.10105259815119838
exact_reproducibility.selected_center_radii[236],0.11991015031172578
exact_reproducibility.selected_center_radii[237],0.11274448425212358
exact_reproducibility.selected_center_radii[238],0.12261445833399429
exact_reproducibility.selected_center_radii[239],0.1210361894385316
exact_reproducibility.selected_center_radii[240],0.10383533233832117
exact_reproducibility.selected_center_radii[241],0.11760114645182919
exact_reproducibility.selected_center_radii[242],0.14892862935273554
exact_reproducibility.selected_center_radii[243],0.10024056247776539
exact_reproducibility.selected_center_radii[244],0.11695720394459999
exact_reproducibility.selected_center_radii[245],0.13314399024816326
exact_reproducibility.selected_center_radii[246],0.1436870391568668
exact_reproducibility.selected_center_radii[247],0.12496855873822797
exact_reproducibility.selected_center_radii[248],0.13481319070599862
exact_reproducibility.selected_center_radii[249],0.12558560734787333
exact_reproducibility.selected_center_radii[250],0.10857727552250647
exact_reproducibility.selected_center_radii[251],0.11538509649441671
exact_reproducibility.selected_center_radii[252],0.13504459028625396
exact_reproducibility.selected_center_radii[253],0.100396658642625
exact_reproducibility.selected_center_radii[254],0.1520717264271753
exact_reproducibility.selected_center_radii[255],0.1199158974541034
exact_reproducibility.selected_center_radii[256],0.130080522038492
exact_reproducibility.selected_center_radii[257],0.13972812038543578
exact_reproducibility.selected_center_radii[258],0.1247692746424311
exact_reproducibility.selected_center_radii[259],0.10677411552271245
exact_reproducibility.selected_center_radii[260],0.11290044901924493
exact_reproducibility.selected_center_radii[261],0.11235754752349728
exact_reproducibility.selected_center_radii[262],0.10101435676288942
exact_reproducibility.selected_center_radii[263],0.09949037433298277
exact_reproducibility.selected_center_radii[264],0.1358858106620442
exact_reproducibility.selected_center_radii[265],0.12824894783386873
exact_reproducibility.selected_center_radii[266],0.11347223461218967
exact_reproducibility.selected_center_radii[267],0.11258253778273718
exact_reproducibility.selected_center_radii[268],0.14738903620708443
exact_reproducibility.selected_center_radii[269],0.13692871499538128
exact_reproducibility.selected_center_radii[270],0.10541823650629417
exact_reproducibility.selected_center_radii[271],0.13913752413321556
exact_reproducibility.selected_center_radii[272],0.1452372717457852
exact_reproducibility.selected_center_radii[273],0.10494023349259023
exact_reproducibility.selected_center_radii[274],0.10149114491981286
exact_reproducibility.selected_center_radii[275],0.13998070863316314
exact_reproducibility.selected_center_radii[276],0.11084534278137098
exact_reproducibility.selected_center_radii[277],0.1351135995987624
exact_reproducibility.selected_center_radii[278],0.10961259688724946
exact_reproducibility.selected_center_radii[279],0.1192945895845893
exact_reproducibility.selected_center_radii[280],0.11690964133788982
exact_reproducibility.selected_center_radii[281],0.13175412620665597
exact_reproducibility.selected_center_radii[282],0.09241593368290327
exact_reproducibility.selected_center_radii[283],0.13436918515117438
exact_reproducibility.selected_center_radii[284],0.11481371843556958
exact_reproducibility.selected_center_radii[285],0.11002608011206884
exact_reproducibility.selected_center_radii[286],0.14363675252007085
exact_reproducibility.selected_center_radii[287],0.09619813070781287
exact_reproducibility.selected_center_radii[288],0.142929870136388
exact_reproducibility.selected_center_radii[289],0.11023902104190428
exact_reproducibility.selected_center_radii[290],0.11852717547373189
exact_reproducibility.selected_center_radii[291],0.14082922538496326
exact_reproducibility.selected_center_radii[292],0.14075179709679128
exact_reproducibility.selected_center_radii[293],0.12919642739348325
exact_reproducibility.selected_center_radii[294],0.13094069785350848
exact_reproducibility.selected_center_radii[295],0.1401183720099202
exact_reproducibility.selected_center_radii[296],0.1374486479671121
exact_reproducibility.selected_center_radii[297],0.10402983742867858
exact_reproducibility.selected_center_radii[298],0.09834143259794015
exact_reproducibility.selected_center_radii[299],0.13912042438848038
exact_reproducibility.selected_center_radii[300],0.12843413620204056
exact_reproducibility.selected_center_radii[301],0.13898410327778218
exact_reproducibility.selected_center_radii[302],0.09766631856064911
exact_reproducibility.selected_center_radii[303],0.09152179175602339
exact_reproducibility.selected_center_radii[304],0.10514520369988607
exact_reproducibility.selected_center_radii[305],0.12727759200666264
exact_reproducibility.selected_center_radii[306],0.12287514551780045
exact_reproducibility.selected_center_radii[307],0.14827228518506438
exact_reproducibility.selected_center_radii[308],0.15338592990250505
exact_reproducibility.selected_center_radii[309],0.11434013895380558
exact_reproducibility.selected_center_radii[310],0.10545395402688049
exact_reproducibility.selected_center_radii[311],0.13720661042125065
exact_reproducibility.selected_center_radii[312],0.13215539618634126
exact_reproducibility.selected_center_radii[313],0.12439524216065302
exact_reproducibility.selected_center_radii[314],0.13522703352496174
exact_reproducibility.selected_center_radii[315],0.12922977856169493
exact_reproducibility.selected_center_radii[316],0.09327630597545797
exact_reproducibility.selected_center_radii[317],0.10060980778554485
exact_reproducibility.selected_center_radii[318],0.12330248016765825
exact_reproducibility.selected_center_radii[319],0.12837525480455358
exact_reproducibility.selected_center_radii[320],0.1342134550785034
exact_reproducibility.selected_center_radii[321],0.1341454774558025
exact_reproducibility.selected_center_radii[322],0.13402290676338857
exact_reproducibility.selected_center_radii[323],0.11051138990598727
exact_reproducibility.selected_center_radii[324],0.12106903988163185
exact_reproducibility.selected_center_radii[325],0.11145868664866464
exact_reproducibility.selected_center_radii[326],0.1123989273080575
exact_reproducibility.selected_center_radii[327],0.11623350468997677
exact_reproducibility.selected_center_radii[328],0.13228508107671652
exact_reproducibility.selected_center_radii[329],0.13224221826358878
exact_reproducibility.selected_center_radii[330],0.12101519838728546
exact_reproducibility.selected_center_radii[331],0.11185358897195893
exact_reproducibility.selected_center_radii[332],0.12839822436506226
exact_reproducibility.selected_center_radii[333],0.14143770985131182
exact_reproducibility.selected_center_radii[334],0.13152740405605864
exact_reproducibility.selected_center_radii[335],0.10953129667657395
exact_reproducibility.selected_center_radii[336],0.13327277237836704
exact_reproducibility.selected_center_radii[337],0.13089290851478325
exact_reproducibility.selected_center_radii[338],0.1306143788690855
exact_reproducibility.selected_center_radii[339],0.1520990941875204
exact_reproducibility.selected_center_radii[340],0.12728232170276718
exact_reproducibility.selected_center_radii[341],0.1123849664846987
exact_reproducibility.selected_center_radii[342],0.12915761653396818
exact_reproducibility.selected_center_radii[343],0.1365035354780643
exact_reproducibility.selected_center_radii[344],0.10669292756311126
exact_reproducibility.selected_center_radii[345],0.11310783970690921
exact_reproducibility.selected_center_radii[346],0.1307045771742515
exact_reproducibility.selected_center_radii[347],0.12798841208202566
exact_reproducibility.selected_center_radii[348],0.13361017443878623
exact_reproducibility.selected_center_radii[349],0.12786401043223175
exact_reproducibility.selected_center_radii[350],0.1285105957415715
exact_reproducibility.selected_center_radii[351],0.11835723495880081
exact_reproducibility.selected_center_radii[352],0.10107903760318537
exact_reproducibility.selected_center_radii[353],0.09699111710654926
exact_reproducibility.selected_center_radii[354],0.09376876438996026
exact_reproducibility.selected_center_radii[355],0.13259132153746137
exact_reproducibility.selected_center_radii[356],0.10630093624148425
exact_reproducibility.selected_center_radii[357],0.10838748943715955
exact_reproducibility.selected_center_radii[358],0.13048666030985365
exact_reproducibility.selected_center_radii[359],0.1268622702794894
exact_reproducibility.selected_center_radii[360],0.11591871097070251
exact_reproducibility.selected_center_radii[361],0.12719744775558417
exact_reproducibility.selected_center_radii[362],0.12597107237559102
exact_reproducibility.selected_center_radii[363],0.1258986199016118
exact_reproducibility.selected_center_radii[364],0.133847891345343
exact_reproducibility.selected_center_radii[365],0.12557435919620255
exact_reproducibility.selected_center_radii[366],0.13223324397576666
exact_reproducibility.selected_center_radii[367],0.12598113387992893
exact_reproducibility.selected_center_radii[368],0.10135492726955657
exact_reproducibility.selected_center_radii[369],0.125005294886216
exact_reproducibility.selected_center_radii[370],0.12059722875975618
exact_reproducibility.selected_center_radii[371],0.12349725504006807
exact_reproducibility.selected_center_radii[372],0.12344507543554033
exact_reproducibility.selected_center_radii[373],0.1234007839505404
exact_reproducibility.selected_center_radii[374],0.12335891394857156
exact_reproducibility.selected_center_radii[375],0.1356305375809638
exact_reproducibility.selected_center_radii[376],0.12514140733252918
exact_reproducibility.selected_center_radii[377],0.09006128770323357
exact_reproducibility.selected_center_radii[378],0.11313683384315253
exact_reproducibility.selected_center_radii[379],0.12174332206233716
exact_reproducibility.selected_center_radii[380],0.12155426600202222
exact_reproducibility.selected_center_radii[381],0.12152428540616043
exact_reproducibility.selected_center_radii[382],0.13611365367933492
exact_reproducibility.selected_center_radii[383],0.1358292662410805
exact_reproducibility.selected_center_radii[384],0.121196405329841
exact_reproducibility.selected_center_radii[385],0.12919642739348325
exact_reproducibility.selected_center_radii[386],0.12587903157349464
exact_reproducibility.selected_center_radii[387],0.12961958240530871
exact_reproducibility.selected_center_radii[388],0.1363455278319824
exact_reproducibility.selected_center_radii[389],0.12558560734787333
exact_reproducibility.selected_center_radii[390],0.11105653007743559
exact_reproducibility.selected_center_radii[391],0.10960766107253199
exact_reproducibility.selected_center_radii[392],0.13178520007603306
exact_reproducibility.selected_center_radii[393],0.1250390462391593
exact_reproducibility.selected_center_radii[394],0.11993054834559379
exact_reproducibility.selected_center_radii[395],0.11890935451138315
exact_reproducibility.selected_center_radii[396],0.12360327118652537
exact_reproducibility.selected_center_radii[397],0.12146309288392715
exact_reproducibility.selected_center_radii[398],0.11758958705228291
exact_reproducibility.selected_center_radii[399],0.11851398182457568
exact_reproducibility.selected_center_radii[400],0.12691304377505822
exact_reproducibility.selected_center_radii[401],0.11773901990329222
exact_reproducibility.selected_center_radii[402],0.12640668893659227
exact_reproducibility.selected_center_radii[403],0.12028006251824057
exact_reproducibility.selected_center_radii[404],0.1210361894385316
exact_reproducibility.selected_center_radii[405],0.11769466912992108
exact_reproducibility.selected_center_radii[406],0.11697693456341794
exact_reproducibility.selected_center_radii[407],0.1181642092456178
exact_reproducibility.selected_center_radii[408],0.12004107516934058
exact_reproducibility.selected_center_radii[409],0.12621533550891112
exact_reproducibility.selected_center_radii[410],0.12375283656256277
exact_reproducibility.selected_center_radii[411],0.1297860869961157
exact_reproducibility.selected_center_radii[412],0.1151358484763351
exact_reproducibility.selected_center_radii[413],0.10768465475649436
exact_reproducibility.selected_center_radii[414],0.1148026339990479
exact_reproducibility.selected_center_radii[415],0.12572892656178455
exact_reproducibility.selected_center_radii[416],0.10336124715460158
exact_reproducibility.selected_center_radii[417],0.11433803727512727
exact_reproducibility.selected_center_radii[418],0.11392053942232637
exact_reproducibility.selected_center_radii[419],0.11899656826252746
exact_reproducibility.selected_center_radii[420],0.11373726575954494
exact_reproducibility.selected_center_radii[421],0.1342363716360478
exact_reproducibility.selected_center_radii[422],0.113682822422964
exact_reproducibility.selected_center_radii[423],0.11367842226102352
exact_reproducibility.selected_center_radii[424],0.12698487047714235
exact_reproducibility.selected_center_radii[425],0.10848641460275436
exact_reproducibility.selected_center_radii[426],0.12186078429667604
exact_reproducibility.selected_center_radii[427],0.11312796007216451
exact_reproducibility.selected_center_radii[428],0.11310467496222902
exact_reproducibility.selected_center_radii[429],0.1238961093248028
exact_reproducibility.selected_center_radii[430],0.11966947439225172
exact_reproducibility.selected_center_radii[431],0.11870720767390065
exact_reproducibility.selected_center_radii[432],0.11850976955801253
exact_reproducibility.selected_center_radii[433],0.1159614867913066
exact_reproducibility.selected_center_radii[434],0.11530804989850059
exact_reproducibility.selected_center_radii[435],0.10446940810602909
exact_reproducibility.selected_center_radii[436],0.11713143211956537
exact_reproducibility.selected_center_radii[437],0.11677272035072002
exact_reproducibility.selected_center_radii[438],0.12140084393634423
exact_reproducibility.selected_center_radii[439],0.10691604874861965
exact_reproducibility.selected_center_radii[440],0.13503025086156561
exact_reproducibility.selected_center_radii[441],0.12837525480455358
exact_reproducibility.selected_center_radii[442],0.12218334344676646
exact_reproducibility.selected_center_radii[443],0.12406048266364655
exact_reproducibility.selected_center_radii[444],0.12660383774904965
exact_reproducibility.selected_center_radii[445],0.13062683679266804
exact_reproducibility.selected_center_radii[446],0.11074036412929926
exact_reproducibility.selected_center_radii[447],0.11050642396761656
exact_reproducibility.selected_center_radii[448],0.11889328014327544
exact_reproducibility.selected_center_radii[449],0.11098627534264485
exact_reproducibility.selected_center_radii[450],0.1374516996548958
exact_reproducibility.selected_center_radii[451],0.11658645729966056
exact_reproducibility.selected_center_radii[452],0.14686947609071946
exact_reproducibility.selected_center_radii[453],0.11837749375660989
exact_reproducibility.selected_center_radii[454],0.11327410405959261
exact_reproducibility.selected_center_radii[455],0.11632450458520706
exact_reproducibility.selected_center_radii[456],0.11420459303715756
exact_reproducibility.selected_center_radii[457],0.11623317853726717
exact_reproducibility.selected_center_radii[458],0.13296695750481044
exact_reproducibility.selected_center_radii[459],0.10740423203161928
exact_reproducibility.selected_center_radii[460],0.14963466523213886
exact_reproducibility.selected_center_radii[461],0.12132981252599023
exact_reproducibility.selected_center_radii[462],0.13370162257561535
exact_reproducibility.selected_center_radii[463],0.11398959893330604
exact_reproducibility.selected_center_radii[464],0.11842944656573172
exact_reproducibility.selected_center_radii[465],0.11555919624279086
exact_reproducibility.selected_center_radii[466],0.10565650041254114
exact_reproducibility.selected_center_radii[467],0.1135555370094612
exact_reproducibility.selected_center_radii[468],0.11425108944644959
exact_reproducibility.selected_center_radii[469],0.12126187494240037
exact_reproducibility.selected_center_radii[470],0.09094343022085044
exact_reproducibility.selected_center_radii[471],0.12546852492391772
exact_reproducibility.selected_center_radii[472],0.1643090742042898
exact_reproducibility.selected_center_radii[473],0.10926092248884468
exact_reproducibility.selected_center_radii[474],0.14429032851694704
exact_reproducibility.selected_center_radii[475],0.10449069754924686
exact_reproducibility.selected_center_radii[476],0.12661181212519101
exact_reproducibility.selected_center_radii[477],0.11203600812350317
exact_reproducibility.selected_center_radii[478],0.10680568422451918
exact_reproducibility.selected_center_radii[479],0.11699427627674219
exact_reproducibility.selected_center_radii[480],0.10380245743515505
exact_reproducibility.selected_center_radii[481],0.11864855182443651
exact_reproducibility.selected_center_radii[482],0.12107752634631219
exact_reproducibility.selected_center_radii[483],0.13327277237836704
exact_reproducibility.selected_center_radii[484],0.10342943386751799
exact_reproducibility.selected_center_radii[485],0.11942416582001282
exact_reproducibility.selected_center_radii[486],0.13034615050317908
exact_reproducibility.selected_center_radii[487],0.09497575533782834
exact_reproducibility.selected_center_radii[488],0.11258270380500267
exact_reproducibility.selected_center_radii[489],0.10264798911492132
exact_reproducibility.selected_center_radii[490],0.13505084169118958
exact_reproducibility.selected_center_radii[491],0.10308229849318996
exact_reproducibility.selected_center_radii[492],0.13016963661603428
exact_reproducibility.selected_center_radii[493],0.12375283656256277
exact_reproducibility.selected_center_radii[494],0.1283280600753785
exact_reproducibility.selected_center_radii[495],0.15141174264379123
exact_reproducibility.selected_center_radii[496],0.11181586761106868
exact_reproducibility.selected_center_radii[497],0.10635559474609395
exact_reproducibility.selected_center_radii[498],0.1202990488486107
exact_reproducibility.selected_center_radii[499],0.11939765572071813
exact_reproducibility.selected_center_radii[500],0.11245257199755777
exact_reproducibility.selected_center_radii[501],0.11105653007743559
exact_reproducibility.selected_center_radii[502],0.10321403373020042
exact_reproducibility.selected_center_radii[503],0.10865132203564001
exact_reproducibility.selected_center_radii[504],0.11344516109846481
exact_reproducibility.selected_center_radii[505],0.12062600524047853
exact_reproducibility.selected_center_radii[506],0.13725967712646464
exact_reproducibility.selected_center_radii[507],0.11263707513320091
exact_reproducibility.selected_center_radii[508],0.10195360732045732
exact_reproducibility.selected_center_radii[509],0.10501967417402128
exact_reproducibility.selected_center_radii[510],0.11685454798813544
exact_reproducibility.selected_center_radii[511],0.10585255361308687
exact_reproducibility.selected_center_radii[512],0.10881979978296251
exact_reproducibility.selected_center_radii[513],0.12376233426205872
exact_reproducibility.selected_center_radii[514],0.11145868664866489
exact_reproducibility.selected_center_radii[515],0.10172289933238057
exact_reproducibility.selected_center_radii[516],0.08194829038672863
exact_reproducibility.selected_center_radii[517],0.11451394555340436
exact_reproducibility.selected_center_radii[518],0.13348658607568073
exact_reproducibility.selected_center_radii[519],0.12364016676146117
exact_reproducibility.selected_center_radii[520],0.12843413620204056
exact_reproducibility.selected_center_radii[521],0.10015204606064605
exact_reproducibility.selected_center_radii[522],0.1286798693368332
exact_reproducibility.selected_center_radii[523],0.11578257959602374
exact_reproducibility.selected_center_radii[524],0.12920676690321
exact_reproducibility.selected_center_radii[525],0.1426444437545339
exact_reproducibility.selected_center_radii[526],0.11104474605931029
exact_reproducibility.selected_center_radii[527],0.12357160901523119
exact_reproducibility.selected_center_radii[528],0.12316599393303922
exact_reproducibility.selected_center_radii[529],0.09963946498629898
exact_reproducibility.selected_center_radii[530],0.09965906742982697
exact_reproducibility.selected_center_radii[531],0.10533652304164179
exact_reproducibility.selected_center_radii[532],0.11749437522848126
exact_reproducibility.selected_center_radii[533],0.11063929171979921
exact_reproducibility.selected_center_radii[534],0.11760114645182919
exact_reproducibility.selected_center_radii[535],0.11051138990598727
exact_reproducibility.selected_center_radii[536],0.12412909817267741
exact_reproducibility.selected_center_radii[537],0.12141640140095229
exact_reproducibility.selected_center_radii[538],0.11023902104190428
exact_reproducibility.selected_center_radii[539],0.12514140733252918
exact_reproducibility.selected_center_radii[540],0.1268105062458538
exact_reproducibility.selected_center_radii[541],0.1506680958891108
exact_reproducibility.selected_center_radii[542],0.12486810668014173
exact_reproducibility.selected_center_radii[543],0.1194304219415093
exact_reproducibility.selected_center_radii[544],0.12785514778138732
exact_reproducibility.selected_center_radii[545],0.12067054810628239
exact_reproducibility.selected_center_radii[546],0.0996808974032155
exact_reproducibility.selected_center_radii[547],0.10680568422451922
exact_reproducibility.selected_center_radii[548],0.09834143259794015
exact_reproducibility.selected_center_radii[549],0.1275197074937454
exact_reproducibility.selected_center_radii[550],0.10982564577198568
exact_reproducibility.selected_center_radii[551],0.11785549295106873
exact_reproducibility.selected_center_radii[552],0.11746901904017061
exact_reproducibility.selected_center_radii[553],0.09701864562200072
exact_reproducibility.selected_center_radii[554],0.12223786031258396
exact_reproducibility.selected_center_radii[555],0.13503025086156561
exact_reproducibility.selected_center_radii[556],0.1123989273080575
exact_reproducibility.selected_center_radii[557],0.124037702900985
exact_reproducibility.selected_center_radii[558],0.11451394555340436
exact_reproducibility.selected_center_radii[559],0.11747132226144756
exact_reproducibility.selected_center_radii[560],0.10649387375540406
exact_reproducibility.selected_center_radii[561],0.11893751570032858
exact_reproducibility.selected_center_radii[562],0.13231728932694148
exact_reproducibility.selected_center_radii[563],0.12653144939085223
exact_reproducibility.selected_center_radii[564],0.12179726559962262
exact_reproducibility.selected_center_radii[565],0.12191009134407182
exact_reproducibility.selected_center_radii[566],0.11437289380055511
exact_reproducibility.selected_center_radii[567],0.1142125137776545
exact_reproducibility.selected_center_radii[568],0.12359972493967275
exact_reproducibility.selected_center_radii[569],0.10443224196229277
exact_reproducibility.selected_center_radii[570],0.11213710435935001
exact_reproducibility.selected_center_radii[571],0.11578577429359085
exact_reproducibility.selected_center_radii[572],0.11482767166594504
exact_reproducibility.selected_center_radii[573],0.14701709348719816
exact_reproducibility.selected_center_radii[574],0.11191047216972148
exact_reproducibility.selected_center_radii[575],0.09483154403488762
exact_reproducibility.selected_center_radii[576],0.12050987682332887
exact_reproducibility.selected_center_radii[577],0.1129197599401468
exact_reproducibility.selected_center_radii[578],0.1273273253963715
exact_reproducibility.selected_center_radii[579],0.1137278518135114
exact_reproducibility.selected_center_radii[580],0.14130467946918251
exact_reproducibility.selected_center_radii[581],0.1095581620295751
