metric,value
exact_reproducibility.selected_latent_theta[9843],0.9531172036943993
exact_reproducibility.selected_latent_theta[9844],4.634012149503658
exact_reproducibility.selected_latent_theta[9845],0.5082770064746385
exact_reproducibility.selected_latent_theta[9846],5.813189472869426
exact_reproducibility.selected_latent_theta[9847],1.68457493255338
exact_reproducibility.selected_latent_theta[9848],3.5674004036317344
exact_reproducibility.selected_latent_theta[9849],1.4022803355417393
exact_reproducibility.selected_latent_theta[9850],4.744417570458312
exact_reproducibility.selected_latent_theta[9851],2.5821768996553427
exact_reproducibility.selected_latent_theta[9852],5.9686035229912875
exact_reproducibility.selected_latent_theta[9853],2.2417024485449644
exact_reproducibility.selected_latent_theta[9854],4.00614025586764
exact_reproducibility.selected_latent_theta[9855],0.27636015864131963
exact_reproducibility.selected_latent_theta[9856],1.7726661012412885
exact_reproducibility.selected_latent_theta[9857],5.526055308784676
exact_reproducibility.selected_latent_theta[9858],0.5980668922295026
exact_reproducibility.selected_latent_theta[9859],4.350499468382496
exact_reproducibility.selected_latent_theta[9860],1.420633239716722
exact_reproducibility.selected_latent_theta[9861],3.5587354345181335
exact_reproducibility.selected_latent_theta[9862],2.5899578449286595
exact_reproducibility.selected_latent_theta[9863],4.727102238005213
exact_reproducibility.selected_latent_theta[9864],0.30026545720438697
exact_reproducibility.selected_latent_theta[9865],4.053224777492673
exact_reproducibility.selected_latent_theta[9866],2.266876998240293
exact_reproducibility.selected_latent_theta[9867],6.019643587849145
exact_reproducibility.selected_latent_theta[9868],3.0898013276331815
exact_reproducibility.selected_latent_theta[9869],5.227473588366113
exact_reproducibility.selected_latent_theta[9870],1.1171512820864675
exact_reproducibility.selected_latent_theta[9871],3.2546297354322578
exact_reproducibility.selected_latent_theta[9872],0.9421099739991006
exact_reproducibility.selected_latent_theta[9873],3.5218142846268994
exact_reproducibility.selected_latent_theta[9874],2.896642586664871
exact_reproducibility.selected_latent_theta[9875],5.4757695010818
exact_reproducibility.selected_latent_theta[9876],2.1532047524778446
exact_reproducibility.selected_latent_theta[9877],6.250009602078305
exact_reproducibility.selected_latent_theta[9878],0.19301717731161636
exact_reproducibility.selected_latent_theta[9879],4.289245847849049
exact_reproducibility.selected_latent_theta[9880],2.4145705859739075
exact_reproducibility.selected_latent_theta[9881],4.994608863244186
exact_reproducibility.selected_latent_theta[9882],1.2278923549652285
exact_reproducibility.selected_latent_theta[9883],3.806589428940435
exact_reproducibility.selected_latent_theta[9884],0.48404864878629045
exact_reproducibility.selected_latent_theta[9885],4.581187558655987
exact_reproducibility.selected_latent_theta[9886],1.6658357243787136
exact_reproducibility.selected_latent_theta[9887],5.761634460847667
exact_reproducibility.selected_latent_theta[9888],0.7672965534384496
exact_reproducibility.selected_latent_theta[9889],4.4758185082178095
exact_reproducibility.selected_latent_theta[9890],1.9424698349112293
exact_reproducibility.selected_latent_theta[9891],5.650799105824532
exact_reproducibility.selected_latent_theta[9892],2.7146772990116768
exact_reproducibility.selected_latent_theta[9893],4.896882752239399
exact_reproducibility.selected_latent_theta[9894],1.5459289664895246
exact_reproducibility.selected_latent_theta[9895],3.7279403314498345
exact_reproducibility.selected_latent_theta[9896],2.2397331033366887
exact_reproducibility.selected_latent_theta[9897],5.948589118385286
exact_reproducibility.selected_latent_theta[9898],0.27369575179522265
exact_reproducibility.selected_latent_theta[9899],3.981595065233357
exact_reproducibility.selected_latent_theta[9900],1.0455450701431765
exact_reproducibility.selected_latent_theta[9901],3.2280846772668927
exact_reproducibility.selected_latent_theta[9902],3.0187715756331897
exact_reproducibility.selected_latent_theta[9903],5.200353287405291
exact_reproducibility.selected_latent_theta[9904],2.775756961030482
exact_reproducibility.selected_latent_theta[9905],5.3021540348778995
exact_reproducibility.selected_latent_theta[9906],0.8221843035049827
exact_reproducibility.selected_latent_theta[9907],3.3472400804305704
exact_reproducibility.selected_latent_theta[9908],0.01841967760779293
exact_reproducibility.selected_latent_theta[9909],4.169295740771335
exact_reproducibility.selected_latent_theta[9910],1.9795649433171048
exact_reproducibility.selected_latent_theta[9911],6.129100757008162
exact_reproducibility.selected_latent_theta[9912],1.3033323953571485
exact_reproducibility.selected_latent_theta[9913],3.829299535136086
exact_reproducibility.selected_latent_theta[9914],2.490970394252584
exact_reproducibility.selected_latent_theta[9915],5.0163602314474085
exact_reproducibility.selected_latent_theta[9916],1.687611810045803
exact_reproducibility.selected_latent_theta[9917],5.8380578630691256
exact_reproducibility.selected_latent_theta[9918],0.5067822552979665
exact_reproducibility.selected_latent_theta[9919],4.656652222885017
exact_reproducibility.selected_latent_theta[9920],1.1895298211488543
exact_reproducibility.selected_latent_theta[9921],3.936313420442524
exact_reproducibility.selected_latent_theta[9922],2.9079174952586415
exact_reproducibility.selected_latent_theta[9923],5.655469582974367
exact_reproducibility.selected_latent_theta[9924],2.1607458259995402
exact_reproducibility.selected_latent_theta[9925],4.911749183234495
exact_reproducibility.selected_latent_theta[9926],0.7367870106849601
exact_reproducibility.selected_latent_theta[9927],3.487022207191508
exact_reproducibility.selected_latent_theta[9928],2.739739496598518
exact_reproducibility.selected_latent_theta[9929],6.276141204484435
exact_reproducibility.selected_latent_theta[9930],1.0228858969033736
exact_reproducibility.selected_latent_theta[9931],4.5585190227404775
exact_reproducibility.selected_latent_theta[9932],0.19317315948890015
exact_reproducibility.selected_latent_theta[9933],3.725355109433532
exact_reproducibility.selected_latent_theta[9934],1.6155980408289732
exact_reproducibility.selected_latent_theta[9935],5.148548104688633
exact_reproducibility.selected_latent_theta[9936],1.9196853890704624
exact_reproducibility.selected_latent_theta[9937],5.451866964508066
exact_reproducibility.selected_latent_theta[9938],0.20196780166104747
exact_reproducibility.selected_latent_theta[9939],3.7349181464009784
exact_reproducibility.selected_latent_theta[9940],0.9396894414484898
exact_reproducibility.selected_latent_theta[9941],4.476091149334406
exact_reproducibility.selected_latent_theta[9942],2.362787311918404
exact_reproducibility.selected_latent_theta[9943],5.898420531382265
exact_reproducibility.selected_latent_theta[9944],0.4387846526391655
exact_reproducibility.selected_latent_theta[9945],3.1897883375677694
exact_reproducibility.selected_latent_theta[9946],2.1580362676498446
exact_reproducibility.selected_latent_theta[9947],4.9082711364627425
exact_reproducibility.selected_latent_theta[9948],2.985022874778621
exact_reproducibility.selected_latent_theta[9949],5.7318064740722905
exact_reproducibility.selected_latent_theta[9950],1.5603911171475777
exact_reproducibility.selected_latent_theta[9951],4.307943111236546
exact_reproducibility.selected_latent_theta[9952],2.8371830420504582
exact_reproducibility.selected_latent_theta[9953],5.5851188122166695
exact_reproducibility.selected_latent_theta[9954],1.3151452832970614
exact_reproducibility.selected_latent_theta[9955],4.062312190534188
exact_reproducibility.selected_latent_theta[9956],0.6848021582214784
exact_reproducibility.selected_latent_theta[9957],3.4346537659042977
exact_reproducibility.selected_latent_theta[9958],2.3051102335051494
exact_reproducibility.selected_latent_theta[9959],5.055730282796646
exact_reproducibility.selected_latent_theta[9960],1.0875321766061217
exact_reproducibility.selected_latent_theta[9961],4.622781807246254
exact_reproducibility.selected_latent_theta[9962],2.60803604819839
exact_reproducibility.selected_latent_theta[9963],6.1440544481408494
exact_reproducibility.selected_latent_theta[9964],1.6736707859176188
exact_reproducibility.selected_latent_theta[9965],5.2070045322277645
exact_reproducibility.selected_latent_theta[9966],0.05489671482852285
exact_reproducibility.selected_latent_theta[9967],3.5874619961233014
exact_reproducibility.selected_latent_theta[9968],0.3398549462655148
exact_reproducibility.selected_latent_theta[9969],3.8731887627957278
exact_reproducibility.selected_latent_theta[9970],1.8612227821653644
exact_reproducibility.selected_latent_theta[9971],5.393788040053454
exact_reproducibility.selected_latent_theta[9972],2.494879873120928
exact_reproducibility.selected_latent_theta[9973],6.030129784641331
exact_reproducibility.selected_latent_theta[9974],0.87543283630868
exact_reproducibility.selected_latent_theta[9975],4.411450861744111
exact_reproducibility.selected_latent_theta[9976],2.0140609729466314
exact_reproducibility.selected_latent_theta[9977],4.763912533816073
exact_reproducibility.selected_latent_theta[9978],0.4911591796655854
exact_reproducibility.selected_latent_theta[9979],3.241779275770461
exact_reproducibility.selected_latent_theta[9980],1.4343863549434608
exact_reproducibility.selected_latent_theta[9981],4.182321844229401
exact_reproducibility.selected_latent_theta[9982],3.0553674661703516
exact_reproducibility.selected_latent_theta[9983],5.802534747914507
exact_reproducibility.selected_latent_theta[9984],2.174643032805414
exact_reproducibility.selected_latent_theta[9985],3.2090952983973273
exact_reproducibility.selected_latent_theta[9986],1.5695743103615785
exact_reproducibility.selected_latent_theta[9987],5.636713147476399
exact_reproducibility.selected_latent_theta[9988],0.1606221555174995
exact_reproducibility.selected_latent_theta[9989],5.419657487539779
exact_reproducibility.selected_latent_theta[9990],2.4024300043842386
exact_reproducibility.selected_latent_theta[9991],4.607316165005891
exact_reproducibility.selected_latent_theta[9992],0.8582868746591265
exact_reproducibility.selected_latent_theta[9993],6.102371815891906
exact_reproducibility.selected_latent_theta[9994],1.7074498218414795
exact_reproducibility.selected_latent_theta[9995],3.9219173702749646
exact_reproducibility.selected_latent_theta[9996],3.06578100859905
exact_reproducibility.selected_latent_theta[9997],4.091418876773073
exact_reproducibility.selected_latent_theta[9998],0.6749847841684431
exact_reproducibility.selected_latent_theta[9999],4.757841025873396
exact_reproducibility.selected_latent_theta[10000],0.48926894906703666
exact_reproducibility.selected_latent_theta[10001],4.950640989108603
exact_reproducibility.selected_latent_theta[10002],2.859949886060895
exact_reproducibility.selected_latent_theta[10003],4.291702988461675
exact_reproducibility.selected_latent_theta[10004],1.914241180400176
exact_reproducibility.selected_latent_theta[10005],3.7218265042129612
exact_reproducibility.selected_latent_theta[10006],1.0453464877914245
exact_reproducibility.selected_latent_theta[10007],5.910148593480269
exact_reproducibility.selected_latent_theta[10008],2.59063982222718
exact_reproducibility.selected_latent_theta[10009],4.4139424570033405
exact_reproducibility.selected_latent_theta[10010],0.3654962955649208
exact_reproducibility.selected_latent_theta[10011],5.221484097462633
exact_reproducibility.selected_latent_theta[10012],1.3648933925340667
exact_reproducibility.selected_latent_theta[10013],5.835846773574087
exact_reproducibility.selected_latent_theta[10014],1.9870099557860434
exact_reproducibility.selected_latent_theta[10015],3.403812737617391
exact_reproducibility.selected_latent_theta[10016],1.4540428244571724
exact_reproducibility.selected_latent_theta[10017],5.531963906170045
exact_reproducibility.selected_latent_theta[10018],2.2663783421321217
exact_reproducibility.selected_latent_theta[10019],3.2901382448127725
exact_reproducibility.selected_latent_theta[10020],2.4834398069276804
exact_reproducibility.selected_latent_theta[10021],4.699108212147385
exact_reproducibility.selected_latent_theta[10022],0.05581613543465299
exact_reproducibility.selected_latent_theta[10023],5.304159145507377
exact_reproducibility.selected_latent_theta[10024],1.6041781980152532
exact_reproducibility.selected_latent_theta[10025],3.8048842984406197
exact_reproducibility.selected_latent_theta[10026],0.93776213465414
exact_reproducibility.selected_latent_theta[10027],6.195698592835342
exact_reproducibility.selected_latent_theta[10028],0.7682545892302001
exact_reproducibility.selected_latent_theta[10029],4.8373492424869
exact_reproducibility.selected_latent_theta[10030],2.9487151673997296
exact_reproducibility.selected_latent_theta[10031],3.988204365268661
exact_reproducibility.selected_latent_theta[10032],2.756100772397042
exact_reproducibility.selected_latent_theta[10033],4.174093924817817
exact_reproducibility.selected_latent_theta[10034],0.5677848624957007
exact_reproducibility.selected_latent_theta[10035],5.04300678101744
exact_reproducibility.selected_latent_theta[10036],1.1376551673784476
exact_reproducibility.selected_latent_theta[10037],5.988697323087288
exact_reproducibility.selected_latent_theta[10038],1.7965993473913422
exact_reproducibility.selected_latent_theta[10039],3.6180345028709224
exact_reproducibility.selected_latent_theta[10040],0.24938746026302344
exact_reproducibility.selected_latent_theta[10041],5.116158864346765
exact_reproducibility.selected_latent_theta[10042],2.681415644547402
exact_reproducibility.selected_latent_theta[10043],4.494024418384187
exact_reproducibility.selected_latent_theta[10044],2.0670587732948866
exact_reproducibility.selected_latent_theta[10045],3.4946452977524
exact_reproducibility.selected_latent_theta[10046],1.2595112343498986
exact_reproducibility.selected_latent_theta[10047],5.719770941704057
exact_reproducibility.selected_latent_theta[10048],0.7742172092544004
exact_reproducibility.selected_latent_theta[10049],3.7572447573996577
exact_reproducibility.selected_latent_theta[10050],3.0905288075356396
exact_reproducibility.selected_latent_theta[10051],6.171731266545714
exact_reproducibility.selected_latent_theta[10052],1.7706948834978715
exact_reproducibility.selected_latent_theta[10053],5.073938440005194
exact_reproducibility.selected_latent_theta[10054],1.0374526286490775
exact_reproducibility.selected_latent_theta[10055],4.242521601985233
exact_reproducibility.selected_latent_theta[10056],2.4733327985016396
exact_reproducibility.selected_latent_theta[10057],5.5556795637366605
exact_reproducibility.selected_latent_theta[10058],0.16315687760170558
exact_reproducibility.selected_latent_theta[10059],3.1473289777421476
exact_reproducibility.selected_latent_theta[10060],1.2620524517903766
exact_reproducibility.selected_latent_theta[10061],4.465964853796408
exact_reproducibility.selected_latent_theta[10062],1.9891585026073568
exact_reproducibility.selected_latent_theta[10063],5.291245768664827
exact_reproducibility.selected_latent_theta[10064],2.233431648078641
exact_reproducibility.selected_latent_theta[10065],5.408968307938258
exact_reproducibility.selected_latent_theta[10066],1.3897427765020807
exact_reproducibility.selected_latent_theta[10067],4.663454394039892
exact_reproducibility.selected_latent_theta[10068],0.32692286747823945
exact_reproducibility.selected_latent_theta[10069],3.4315094048947548
exact_reproducibility.selected_latent_theta[10070],2.7291373898810747
exact_reproducibility.selected_latent_theta[10071],5.735549297313044
exact_reproducibility.selected_latent_theta[10072],0.8269243453353224
exact_reproducibility.selected_latent_theta[10073],4.10332632773763
exact_reproducibility.selected_latent_theta[10074],1.6644770128800688
exact_reproducibility.selected_latent_theta[10075],4.8427043184844525
exact_reproducibility.selected_latent_theta[10076],2.899154405303628
exact_reproducibility.selected_latent_theta[10077],5.902887651215736
exact_reproducibility.selected_latent_theta[10078],0.5030755719854425
exact_reproducibility.selected_latent_theta[10079],3.6049836819489895
exact_reproducibility.selected_latent_theta[10080],2.9919344019857568
exact_reproducibility.selected_latent_theta[10081],6.270253204985622
exact_reproducibility.selected_latent_theta[10082],0.6756239740389811
exact_reproducibility.selected_latent_theta[10083],3.855768193867679
exact_reproducibility.selected_latent_theta[10084],1.1360466596919319
exact_reproducibility.selected_latent_theta[10085],4.143998914531268
exact_reproducibility.selected_latent_theta[10086],1.8692900380618107
exact_reproducibility.selected_latent_theta[10087],4.975417250579342
exact_reproducibility.selected_latent_theta[10088],0.06535404532116974
exact_reproducibility.selected_latent_theta[10089],3.2451086432519802
exact_reproducibility.selected_latent_theta[10090],2.3755282282744257
exact_reproducibility.selected_latent_theta[10091],5.6534577312183805
exact_reproducibility.selected_latent_theta[10092],2.086962323820514
exact_reproducibility.selected_latent_theta[10093],5.193466852169051
exact_reproducibility.selected_latent_theta[10094],1.3598545877219068
exact_reproducibility.selected_latent_theta[10095],4.368184439272519
exact_reproducibility.selected_latent_theta[10096],1.486802077742993
exact_reproducibility.selected_latent_theta[10097],4.566464938359757
exact_reproducibility.selected_latent_theta[10098],2.330492072840638
exact_reproducibility.selected_latent_theta[10099],5.311980350286235
exact_reproducibility.selected_latent_theta[10100],2.632076216105021
exact_reproducibility.selected_latent_theta[10101],5.83253650595101
exact_reproducibility.selected_latent_theta[10102],0.2298628640366493
exact_reproducibility.selected_latent_theta[10103],3.528498111560834
exact_reproducibility.selected_latent_theta[10104],1.7638155638951685
exact_reproducibility.selected_latent_theta[10105],4.743392170214847
exact_reproducibility.selected_latent_theta[10106],0.9262612110687948
exact_reproducibility.selected_latent_theta[10107],4.004012681439911
exact_reproducibility.selected_latent_theta[10108],0.4037394552660268
exact_reproducibility.selected_latent_theta[10109],3.704298077260764
exact_reproducibility.selected_latent_theta[10110],2.7998166033025846
exact_reproducibility.selected_latent_theta[10111],6.002200548499398
exact_reproducibility.selected_latent_theta[10112],4.291683139589176
exact_reproducibility.selected_latent_theta[10113],2.2009161988682386
exact_reproducibility.selected_latent_theta[10114],6.109152640146168
exact_reproducibility.selected_latent_theta[10115],0.38342483646346986
exact_reproducibility.selected_latent_theta[10116],5.475028726179837
exact_reproducibility.selected_latent_theta[10117],0.9914418186741589
exact_reproducibility.selected_latent_theta[10118],3.3657186317135452
exact_reproducibility.selected_latent_theta[10119],3.100772323773493
exact_reproducibility.selected_latent_theta[10120],5.61708635764468
exact_reproducibility.selected_latent_theta[10121],0.4828040683045178
exact_reproducibility.selected_latent_theta[10122],4.391733441211545
exact_reproducibility.selected_latent_theta[10123],1.7081787997720506
exact_reproducibility.selected_latent_theta[10124],3.6590385283846003
exact_reproducibility.selected_latent_theta[10125],2.414741361178809
exact_reproducibility.selected_latent_theta[10126],4.789668880179853
exact_reproducibility.selected_latent_theta[10127],1.2840905987505138
exact_reproducibility.selected_latent_theta[10128],4.932888606953487
exact_reproducibility.selected_latent_theta[10129],1.5597135403066398
exact_reproducibility.selected_latent_theta[10130],3.89715084598696
exact_reproducibility.selected_latent_theta[10131],2.5954237750065867
exact_reproducibility.selected_latent_theta[10132],4.545434870693025
exact_reproducibility.selected_latent_theta[10133],1.9210328653582585
exact_reproducibility.selected_latent_theta[10134],5.866108813995254
exact_reproducibility.selected_latent_theta[10135],0.600385043921254
exact_reproducibility.selected_latent_theta[10136],3.2148709457876525
exact_reproducibility.selected_latent_theta[10137],2.8850165777320758
exact_reproducibility.selected_latent_theta[10138],5.223152526273675
exact_reproducibility.selected_latent_theta[10139],0.8767625235126322
exact_reproducibility.selected_latent_theta[10140],5.969215092968489
exact_reproducibility.selected_latent_theta[10141],0.10456765221101072
exact_reproducibility.selected_latent_theta[10142],4.050288642390861
exact_reproducibility.selected_latent_theta[10143],2.0234680277367936
exact_reproducibility.selected_latent_theta[10144],6.211745469983614
exact_reproducibility.selected_latent_theta[10145],0.2547700859338451
exact_reproducibility.selected_latent_theta[10146],4.20061314199823
exact_reproducibility.selected_latent_theta[10147],2.265928746444657
exact_reproducibility.selected_latent_theta[10148],3.4575586157546607
exact_reproducibility.selected_latent_theta[10149],3.0349957818593585
exact_reproducibility.selected_latent_theta[10150],5.373199890680108
exact_reproducibility.selected_latent_theta[10151],1.1193266061603038
exact_reproducibility.selected_latent_theta[10152],4.4931660482753415
exact_reproducibility.selected_latent_theta[10153],1.5806647742439153
exact_reproducibility.selected_latent_theta[10154],5.525618633589687
exact_reproducibility.selected_latent_theta[10155],0.5481858329974535
exact_reproducibility.selected_latent_theta[10156],4.880366617784676
exact_reproducibility.selected_latent_theta[10157],1.219472781581916
exact_reproducibility.selected_latent_theta[10158],3.556841926983087
exact_reproducibility.selected_latent_theta[10159],2.5430253731571133
exact_reproducibility.selected_latent_theta[10160],3.8095330541828134
exact_reproducibility.selected_latent_theta[10161],2.6569856148243187
exact_reproducibility.selected_latent_theta[10162],5.032029231004134
exact_reproducibility.selected_latent_theta[10163],1.4345094741290119
exact_reproducibility.selected_latent_theta[10164],5.767732184282323
exact_reproducibility.selected_latent_theta[10165],0.7248190768353342
exact_reproducibility.selected_latent_theta[10166],4.6338226489473415
exact_reproducibility.selected_latent_theta[10167],1.858706843949296
exact_reproducibility.selected_latent_theta[10168],5.134368519583426
exact_reproducibility.selected_latent_theta[10169],0.93945911962609
exact_reproducibility.selected_latent_theta[10170],3.3136198354867057
exact_reproducibility.selected_latent_theta[10171],2.760187767596797
exact_reproducibility.selected_latent_theta[10172],3.9507757583540912
exact_reproducibility.selected_latent_theta[10173],2.149066824322242
exact_reproducibility.selected_latent_theta[10174],6.057229113208569
exact_reproducibility.selected_latent_theta[10175],0.042635073841958686
exact_reproducibility.selected_latent_theta[10176],1.936155271907191
exact_reproducibility.selected_latent_theta[10177],5.141128371444104
exact_reproducibility.selected_latent_theta[10178],0.564694617751746
exact_reproducibility.selected_latent_theta[10179],3.352205669118699
exact_reproducibility.selected_latent_theta[10180],1.2344698219031278
exact_reproducibility.selected_latent_theta[10181],4.267416207676914
exact_reproducibility.selected_latent_theta[10182],2.642361115369501
exact_reproducibility.selected_latent_theta[10183],5.994597681318034
exact_reproducibility.selected_latent_theta[10184],0.328029231459883
exact_reproducibility.selected_latent_theta[10185],3.602580470348437
exact_reproducibility.selected_latent_theta[10186],2.079918970139419
exact_reproducibility.selected_latent_theta[10187],4.986531495657976
exact_reproducibility.selected_latent_theta[10188],2.7968611810888153
exact_reproducibility.selected_latent_theta[10189],5.850740169075219
exact_reproducibility.selected_latent_theta[10190],0.9840000831417178
exact_reproducibility.selected_latent_theta[10191],4.503983683787567
exact_reproducibility.selected_latent_theta[10192],0.9021827498185208
exact_reproducibility.selected_latent_theta[10193],4.598025020140985
exact_reproducibility.selected_latent_theta[10194],3.071145260018796
exact_reproducibility.selected_latent_theta[10195],5.564136306942531
exact_reproducibility.selected_latent_theta[10196],2.1701223584668967
exact_reproducibility.selected_latent_theta[10197],4.908552016733962
exact_reproducibility.selected_latent_theta[10198],0.03759345437541418
exact_reproducibility.selected_latent_theta[10199],3.8806965051919056
exact_reproducibility.selected_latent_theta[10200],2.540052910873557
exact_reproducibility.selected_latent_theta[10201],6.109129795217442
exact_reproducibility.selected_latent_theta[10202],1.5369146759452839
exact_reproducibility.selected_latent_theta[10203],3.952651664058808
exact_reproducibility.selected_latent_theta[10204],0.6830647733038514
exact_reproducibility.selected_latent_theta[10205],3.2460595165968145
exact_reproducibility.selected_latent_theta[10206],1.6252226842025734
exact_reproducibility.selected_latent_theta[10207],5.439741175946015
exact_reproducibility.selected_latent_theta[10208],0.3950149863483058
exact_reproducibility.selected_latent_theta[10209],3.5232756110512966
exact_reproducibility.selected_latent_theta[10210],1.8157570671701253
exact_reproducibility.selected_latent_theta[10211],5.262916933523705
exact_reproducibility.selected_latent_theta[10212],2.667693707030769
exact_reproducibility.selected_latent_theta[10213],5.967587110916502
exact_reproducibility.selected_latent_theta[10214],1.3086899056503853
exact_reproducibility.selected_latent_theta[10215],4.1915182388161485
exact_reproducibility.selected_latent_theta[10216],2.0531894672626203
exact_reproducibility.selected_latent_theta[10217],5.011775141900024
exact_reproducibility.selected_latent_theta[10218],0.2520183019167097
exact_reproducibility.selected_latent_theta[10219],3.677105496443482
exact_reproducibility.selected_latent_theta[10220],1.1549569239517707
exact_reproducibility.selected_latent_theta[10221],4.334608760665021
exact_reproducibility.selected_latent_theta[10222],2.9189304361861215
exact_reproducibility.selected_latent_theta[10223],5.730252644411905
exact_reproducibility.selected_latent_theta[10224],2.9997868781014776
exact_reproducibility.selected_latent_theta[10225],5.637172293093085
exact_reproducibility.selected_latent_theta[10226],0.8800997556417457
exact_reproducibility.selected_latent_theta[10227],4.621785618550996
exact_reproducibility.selected_latent_theta[10228],0.16123587891011365
exact_reproducibility.selected_latent_theta[10229],3.7556639632332356
exact_reproducibility.selected_latent_theta[10230],2.34267029238665
exact_reproducibility.selected_latent_theta[10231],4.734614099978701
exact_reproducibility.selected_latent_theta[10232],1.4119590951809278
exact_reproducibility.selected_latent_theta[10233],4.076025139882143
exact_reproducibility.selected_latent_theta[10234],2.3658219423686573
exact_reproducibility.selected_latent_theta[10235],6.28177865878132
exact_reproducibility.selected_latent_theta[10236],1.697965993110517
exact_reproducibility.selected_latent_theta[10237],5.36848409817985
exact_reproducibility.selected_latent_theta[10238],0.706902566975069
exact_reproducibility.selected_latent_theta[10239],3.22370781362724
exact_reproducibility.selected_latent_theta[10240],0.8461559366254363
exact_reproducibility.selected_latent_theta[10241],4.354914531739035
exact_reproducibility.selected_latent_theta[10242],2.5694477802707123
exact_reproducibility.selected_latent_theta[10243],6.176430580736726
exact_reproducibility.selected_latent_theta[10244],2.3492623650986526
exact_reproducibility.selected_latent_theta[10245],5.022386424039661
exact_reproducibility.selected_latent_theta[10246],0.5275320512673992
exact_reproducibility.selected_latent_theta[10247],3.2988773663179756
exact_reproducibility.selected_latent_theta[10248],2.9516119792635713
exact_reproducibility.selected_latent_theta[10249],5.7758915689077295
exact_reproducibility.selected_latent_theta[10250],1.2405606169577612
exact_reproducibility.selected_latent_theta[10251],3.9666189036789725
exact_reproducibility.selected_latent_theta[10252],0.13617892442166868
exact_reproducibility.selected_latent_theta[10253],3.6963873653021437
exact_reproducibility.selected_latent_theta[10254],1.9456209370472815
exact_reproducibility.selected_latent_theta[10255],5.407605102355273
exact_reproducibility.selected_latent_theta[10256],1.6129160087458572
exact_reproducibility.selected_latent_theta[10257],5.169659440380503
exact_reproducibility.selected_latent_theta[10258],0.28212993095263855
exact_reproducibility.selected_latent_theta[10259],3.740652223511163
exact_reproducibility.selected_latent_theta[10260],1.4842556172041188
exact_reproducibility.selected_latent_theta[10261],4.305840254272685
exact_reproducibility.selected_latent_theta[10262],2.9130965529528967
exact_reproducibility.selected_latent_theta[10263],5.6364569846690475
exact_reproducibility.selected_latent_theta[10264],0.6761525907094158
exact_reproducibility.selected_latent_theta[10265],3.3527385926199593
exact_reproducibility.selected_latent_theta[10266],1.9946952145136316
exact_reproducibility.selected_latent_theta[10267],4.769505421776591
exact_reproducibility.selected_latent_theta[10268],2.5098371220703837
exact_reproducibility.selected_latent_theta[10269],6.021293665815801
exact_reproducibility.selected_latent_theta[10270],1.093287506990162
exact_reproducibility.selected_latent_theta[10271],4.702965260031768
exact_reproducibility.selected_latent_theta[10272],2.736499823550275
exact_reproducibility.selected_latent_theta[10273],6.195020360607105
exact_reproducibility.selected_latent_theta[10274],0.9256916795055191
exact_reproducibility.selected_latent_theta[10275],4.482436421914764
exact_reproducibility.selected_latent_theta[10276],0.4587267305753286
exact_reproducibility.selected_latent_theta[10277],3.182088847573106
exact_reproducibility.selected_latent_theta[10278],2.1714799464444567
exact_reproducibility.selected_latent_theta[10279],4.993063272738423
exact_reproducibility.selected_latent_theta[10280],1.3074722896746498
exact_reproducibility.selected_latent_theta[10281],4.0822809052827385
exact_reproducibility.selected_latent_theta[10282],3.130520915058871
exact_reproducibility.selected_latent_theta[10283],5.807108227744013
exact_reproducibility.selected_latent_theta[10284],1.7805103382023868
exact_reproducibility.selected_latent_theta[10285],5.39018977652562
exact_reproducibility.selected_latent_theta[10286],0.05546886794099655
exact_reproducibility.selected_latent_theta[10287],3.5669240306917467
exact_reproducibility.selected_latent_theta[10288],0.31142906699068706
exact_reproducibility.selected_latent_theta[10289],3.9184104864620344
exact_reproducibility.selected_latent_theta[10290],1.7297283086870232
exact_reproducibility.selected_latent_theta[10291],5.238488589082249
exact_reproducibility.selected_latent_theta[10292],2.7855508815808707
exact_reproducibility.selected_latent_theta[10293],5.556897460592668
exact_reproducibility.selected_latent_theta[10294],1.4656898994103087
exact_reproducibility.selected_latent_theta[10295],4.138812366696447
exact_reproducibility.selected_latent_theta[10296],2.124134393420704
exact_reproducibility.selected_latent_theta[10297],4.850191462994074
exact_reproducibility.selected_latent_theta[10298],0.6935916977353652
exact_reproducibility.selected_latent_theta[10299],3.5178729726611504
exact_reproducibility.selected_latent_theta[10300],1.0620470669575812
exact_reproducibility.selected_latent_theta[10301],4.524032543040172
exact_reproducibility.selected_latent_theta[10302],2.394199276169943
exact_reproducibility.selected_latent_theta[10303],5.954405961548723
exact_reproducibility.selected_latent_theta[10304],5.382551705683597
exact_reproducibility.selected_latent_theta[10305],1.5903012145889068
exact_reproducibility.selected_latent_theta[10306],4.209763846727526
exact_reproducibility.selected_latent_theta[10307],1.178103330835382
exact_reproducibility.selected_latent_theta[10308],3.1968766320922595
exact_reproducibility.selected_latent_theta[10309],0.6325631559259218
exact_reproducibility.selected_latent_theta[10310],5.952973097658476
exact_reproducibility.selected_latent_theta[10311],2.578501487679681
exact_reproducibility.selected_latent_theta[10312],4.650573599308804
exact_reproducibility.selected_latent_theta[10313],0.9570375432665641
exact_reproducibility.selected_latent_theta[10314],5.048366351099333
exact_reproducibility.selected_latent_theta[10315],2.1158519832365035
exact_reproducibility.selected_latent_theta[10316],5.6072334522373355
