metric,value
cells[0].foreground_pixel_center_density[1].nearest_projected_distance_px.p95,0.8067358896382059
cells[0].foreground_pixel_center_density[1].nearest_projected_distance_px.p99,1.1266237760249815
cells[0].foreground_pixel_center_density[1].neighbors.0.5.mean,2.130612684397545
cells[0].foreground_pixel_center_density[1].neighbors.0.5.p50,1.0
cells[0].foreground_pixel_center_density[1].neighbors.0.5.p95,7.0
cells[0].foreground_pixel_center_density[1].neighbors.0.5.zero_fraction,0.24898603783065934
cells[0].foreground_pixel_center_density[1].neighbors.0.5.weak_lt2_fraction,0.5344747137575823
cells[0].foreground_pixel_center_density[1].neighbors.1.0.mean,8.48286134740318
cells[0].foreground_pixel_center_density[1].neighbors.1.0.p50,5.0
cells[0].foreground_pixel_center_density[1].neighbors.1.0.p95,26.0
cells[0].foreground_pixel_center_density[1].neighbors.1.0.zero_fraction,0.01808980295036072
cells[0].foreground_pixel_center_density[1].neighbors.1.0.weak_lt2_fraction,0.05437708624959621
cells[0].foreground_pixel_center_density[1].neighbors.2.0.mean,33.469688812318296
cells[0].foreground_pixel_center_density[1].neighbors.2.0.p50,22.0
cells[0].foreground_pixel_center_density[1].neighbors.2.0.p95,98.0
cells[0].foreground_pixel_center_density[1].neighbors.2.0.zero_fraction,0.0007537417895983633
cells[0].foreground_pixel_center_density[1].neighbors.2.0.weak_lt2_fraction,0.0007896342557697139
cells[0].foreground_pixel_center_density[2].view,2
cells[0].foreground_pixel_center_density[2].foreground_pixels,32011
cells[0].foreground_pixel_center_density[2].capture_locations,32011
cells[0].foreground_pixel_center_density[2].nearest_projected_distance_px.p50,0.3573339419781472
cells[0].foreground_pixel_center_density[2].nearest_projected_distance_px.p90,0.7245729990063217
cells[0].foreground_pixel_center_density[2].nearest_projected_distance_px.p95,0.8507429513425513
cells[0].foreground_pixel_center_density[2].nearest_projected_distance_px.p99,1.158136635545051
cells[0].foreground_pixel_center_density[2].neighbors.0.5.mean,1.7710786916997283
cells[0].foreground_pixel_center_density[2].neighbors.0.5.p50,1.0
cells[0].foreground_pixel_center_density[2].neighbors.0.5.p95,6.0
cells[0].foreground_pixel_center_density[2].neighbors.0.5.zero_fraction,0.2888382118646715
cells[0].foreground_pixel_center_density[2].neighbors.0.5.weak_lt2_fraction,0.5934834900502952
cells[0].foreground_pixel_center_density[2].neighbors.1.0.mean,7.080441098372434
cells[0].foreground_pixel_center_density[2].neighbors.1.0.p50,5.0
cells[0].foreground_pixel_center_density[2].neighbors.1.0.p95,22.0
cells[0].foreground_pixel_center_density[2].neighbors.1.0.zero_fraction,0.022492268282777794
cells[0].foreground_pixel_center_density[2].neighbors.1.0.weak_lt2_fraction,0.07444316016369373
cells[0].foreground_pixel_center_density[2].neighbors.2.0.mean,27.878479272749992
cells[0].foreground_pixel_center_density[2].neighbors.2.0.p50,19.0
cells[0].foreground_pixel_center_density[2].neighbors.2.0.p95,81.0
cells[0].foreground_pixel_center_density[2].neighbors.2.0.zero_fraction,0.0004998281840617288
cells[0].foreground_pixel_center_density[2].neighbors.2.0.weak_lt2_fraction,0.000624785230077161
cells[0].foreground_pixel_center_density[3].view,3
cells[0].foreground_pixel_center_density[3].foreground_pixels,23791
cells[0].foreground_pixel_center_density[3].capture_locations,23791
cells[0].foreground_pixel_center_density[3].nearest_projected_distance_px.p50,0.32952204706594546
cells[0].foreground_pixel_center_density[3].nearest_projected_distance_px.p90,0.684922049587466
cells[0].foreground_pixel_center_density[3].nearest_projected_distance_px.p95,0.8094504440856094
cells[0].foreground_pixel_center_density[3].nearest_projected_distance_px.p99,1.1092957383971276
cells[0].foreground_pixel_center_density[3].neighbors.0.5.mean,2.1583371863309653
cells[0].foreground_pixel_center_density[3].neighbors.0.5.p50,1.0
cells[0].foreground_pixel_center_density[3].neighbors.0.5.p95,7.0
cells[0].foreground_pixel_center_density[3].neighbors.0.5.zero_fraction,0.24715228447732335
cells[0].foreground_pixel_center_density[3].neighbors.0.5.weak_lt2_fraction,0.525829095035938
cells[0].foreground_pixel_center_density[3].neighbors.1.0.mean,8.578201841032323
cells[0].foreground_pixel_center_density[3].neighbors.1.0.p50,6.0
cells[0].foreground_pixel_center_density[3].neighbors.1.0.p95,26.0
cells[0].foreground_pixel_center_density[3].neighbors.1.0.zero_fraction,0.017359505695431047
cells[0].foreground_pixel_center_density[3].neighbors.1.0.weak_lt2_fraction,0.05573536211172292
cells[0].foreground_pixel_center_density[3].neighbors.2.0.mean,33.86751292505569
cells[0].foreground_pixel_center_density[3].neighbors.2.0.p50,22.0
cells[0].foreground_pixel_center_density[3].neighbors.2.0.p95,100.0
cells[0].foreground_pixel_center_density[3].neighbors.2.0.zero_fraction,0.0008826867302761548
cells[0].foreground_pixel_center_density[3].neighbors.2.0.weak_lt2_fraction,0.0009247194317178765
cells[0].capture_location_density[0].view,0
cells[0].capture_location_density[0].foreground_pixels,30547
cells[0].capture_location_density[0].capture_locations,30547
cells[0].capture_location_density[0].nearest_projected_distance_px.p50,0.3378114791351228
cells[0].capture_location_density[0].nearest_projected_distance_px.p90,0.6882284212248284
cells[0].capture_location_density[0].nearest_projected_distance_px.p95,0.8072271741465268
cells[0].capture_location_density[0].nearest_projected_distance_px.p99,1.1180463675030563
cells[0].capture_location_density[0].neighbors.0.5.mean,1.978852260451108
cells[0].capture_location_density[0].neighbors.0.5.p50,1.0
cells[0].capture_location_density[0].neighbors.0.5.p95,6.0
cells[0].capture_location_density[0].neighbors.0.5.zero_fraction,0.258781549743019
cells[0].capture_location_density[0].neighbors.0.5.weak_lt2_fraction,0.5543915932824828
cells[0].capture_location_density[0].neighbors.1.0.mean,7.918813631453171
cells[0].capture_location_density[0].neighbors.1.0.p50,5.0
cells[0].capture_location_density[0].neighbors.1.0.p95,24.0
cells[0].capture_location_density[0].neighbors.1.0.zero_fraction,0.017284839755131436
cells[0].capture_location_density[0].neighbors.1.0.weak_lt2_fraction,0.055848364814875436
cells[0].capture_location_density[0].neighbors.2.0.mean,31.27586997086457
cells[0].capture_location_density[0].neighbors.2.0.p50,20.0
cells[0].capture_location_density[0].neighbors.2.0.p95,90.0
cells[0].capture_location_density[0].neighbors.2.0.zero_fraction,0.0006547287786034635
cells[0].capture_location_density[0].neighbors.2.0.weak_lt2_fraction,0.0007202016564638099
cells[0].capture_location_density[1].view,1
cells[0].capture_location_density[1].foreground_pixels,27861
cells[0].capture_location_density[1].capture_locations,27861
cells[0].capture_location_density[1].nearest_projected_distance_px.p50,0.3291821585149095
cells[0].capture_location_density[1].nearest_projected_distance_px.p90,0.6825747742327026
cells[0].capture_location_density[1].nearest_projected_distance_px.p95,0.8067358896382059
cells[0].capture_location_density[1].nearest_projected_distance_px.p99,1.1266237760249815
cells[0].capture_location_density[1].neighbors.0.5.mean,2.130612684397545
cells[0].capture_location_density[1].neighbors.0.5.p50,1.0
cells[0].capture_location_density[1].neighbors.0.5.p95,7.0
cells[0].capture_location_density[1].neighbors.0.5.zero_fraction,0.24898603783065934
cells[0].capture_location_density[1].neighbors.0.5.weak_lt2_fraction,0.5344747137575823
cells[0].capture_location_density[1].neighbors.1.0.mean,8.48286134740318
cells[0].capture_location_density[1].neighbors.1.0.p50,5.0
cells[0].capture_location_density[1].neighbors.1.0.p95,26.0
cells[0].capture_location_density[1].neighbors.1.0.zero_fraction,0.01808980295036072
cells[0].capture_location_density[1].neighbors.1.0.weak_lt2_fraction,0.05437708624959621
cells[0].capture_location_density[1].neighbors.2.0.mean,33.469688812318296
cells[0].capture_location_density[1].neighbors.2.0.p50,22.0
cells[0].capture_location_density[1].neighbors.2.0.p95,98.0
cells[0].capture_location_density[1].neighbors.2.0.zero_fraction,0.0007537417895983633
cells[0].capture_location_density[1].neighbors.2.0.weak_lt2_fraction,0.0007896342557697139
cells[0].capture_location_density[2].view,2
cells[0].capture_location_density[2].foreground_pixels,32011
cells[0].capture_location_density[2].capture_locations,32011
cells[0].capture_location_density[2].nearest_projected_distance_px.p50,0.3573339419781472
cells[0].capture_location_density[2].nearest_projected_distance_px.p90,0.7245729990063217
cells[0].capture_location_density[2].nearest_projected_distance_px.p95,0.8507429513425513
cells[0].capture_location_density[2].nearest_projected_distance_px.p99,1.158136635545051
cells[0].capture_location_density[2].neighbors.0.5.mean,1.7710786916997283
cells[0].capture_location_density[2].neighbors.0.5.p50,1.0
cells[0].capture_location_density[2].neighbors.0.5.p95,6.0
cells[0].capture_location_density[2].neighbors.0.5.zero_fraction,0.2888382118646715
cells[0].capture_location_density[2].neighbors.0.5.weak_lt2_fraction,0.5934834900502952
cells[0].capture_location_density[2].neighbors.1.0.mean,7.080441098372434
cells[0].capture_location_density[2].neighbors.1.0.p50,5.0
cells[0].capture_location_density[2].neighbors.1.0.p95,22.0
cells[0].capture_location_density[2].neighbors.1.0.zero_fraction,0.022492268282777794
cells[0].capture_location_density[2].neighbors.1.0.weak_lt2_fraction,0.07444316016369373
cells[0].capture_location_density[2].neighbors.2.0.mean,27.878479272749992
cells[0].capture_location_density[2].neighbors.2.0.p50,19.0
cells[0].capture_location_density[2].neighbors.2.0.p95,81.0
cells[0].capture_location_density[2].neighbors.2.0.zero_fraction,0.0004998281840617288
cells[0].capture_location_density[2].neighbors.2.0.weak_lt2_fraction,0.000624785230077161
cells[0].capture_location_density[3].view,3
cells[0].capture_location_density[3].foreground_pixels,23791
cells[0].capture_location_density[3].capture_locations,23791
cells[0].capture_location_density[3].nearest_projected_distance_px.p50,0.32952204706594546
cells[0].capture_location_density[3].nearest_projected_distance_px.p90,0.684922049587466
cells[0].capture_location_density[3].nearest_projected_distance_px.p95,0.8094504440856094
cells[0].capture_location_density[3].nearest_projected_distance_px.p99,1.1092957383971276
cells[0].capture_location_density[3].neighbors.0.5.mean,2.1583371863309653
cells[0].capture_location_density[3].neighbors.0.5.p50,1.0
cells[0].capture_location_density[3].neighbors.0.5.p95,7.0
cells[0].capture_location_density[3].neighbors.0.5.zero_fraction,0.24715228447732335
cells[0].capture_location_density[3].neighbors.0.5.weak_lt2_fraction,0.525829095035938
cells[0].capture_location_density[3].neighbors.1.0.mean,8.578201841032323
cells[0].capture_location_density[3].neighbors.1.0.p50,6.0
cells[0].capture_location_density[3].neighbors.1.0.p95,26.0
cells[0].capture_location_density[3].neighbors.1.0.zero_fraction,0.017359505695431047
cells[0].capture_location_density[3].neighbors.1.0.weak_lt2_fraction,0.05573536211172292
cells[0].capture_location_density[3].neighbors.2.0.mean,33.86751292505569
cells[0].capture_location_density[3].neighbors.2.0.p50,22.0
cells[0].capture_location_density[3].neighbors.2.0.p95,100.0
cells[0].capture_location_density[3].neighbors.2.0.zero_fraction,0.0008826867302761548
cells[0].capture_location_density[3].neighbors.2.0.weak_lt2_fraction,0.0009247194317178765
cells[0].energy_accounting[0].view,0
cells[0].energy_accounting[0].input_energy,0.5036518700335814
cells[0].energy_accounting[0].detected_energy,0.5036519150958582
cells[0].energy_accounting[0].relative_energy_difference,8.94710800853319e-08
cells[0].energy_accounting[0].projected_count_sum,1048576.0919768189
