name,c0,target_c,Jv_norm,g_c,h_c,c_pred,sign_crossing_predicted,complex_continuation_used,accepted_real_coordinate,initial_loss,endpoint_loss
opposite_side,-0.005,0.005,15.716230106785282,-2.6253628926705517,246.99988876942413,0.005629004351987152,True,True,0.000314502175993576,3.4865589894299714e-05,1.054385672410956e-05
same_side,-0.005,-0.007,15.716230106785282,0.4922293035820802,246.99988876942413,-0.006992832086015954,False,False,-0.006992832086015954,1.5965880260705142e-07,2.0359559122775678e-12
invisible_opposite,-0.005,0.005,0.0,0.0,0.0,,,False,,0.0,0.0
