above_one_rgb_scalars,affected_pixel_fraction,affected_rgb_scalar_fraction,attempted_packets,below_zero_rgb_scalars,category,chunk_size,clamp_affected_frozen_fd_change_fraction,clamp_affected_full_fd_change_fraction,clamp_affected_jacobian_entry_fraction,common_support_mse,comparison,continuous_detector_writes,cpu_peak_rss_mib,current_image_energy,emitters,epsilon,estimator,events_per_second,foreground_self_mse,fraction_self_sse_from_support_xor,hard_bin_writes,independent_self_mse,interior_mse,interior_self_mse,mae,mean_contribution_count,mean_detector_weight,mean_foreground_brightness,mse,mse_vs_8N,packets_per_second,parameter,peak_allocated_mib,peak_reserved_mib,regions,resolution,retained_events,rmse,rmse_vs_8N,runtime_seconds,sample_realization_gradient,sample_set,scale_normalized_self_rmse,scale_normalized_whole_image_self_mse,scientific_mc_measurement_clamped,section,seed,self_mse,silhouette_0_8px_self_mse,silhouette_mse,silhouette_regions,support_switch_scalar_fraction,support_xor_fraction,support_xor_pixel_fraction,support_xor_sse_fraction,switch_pixel_mse,target_image_energy,target_mean_square,threshold,topology_component_fraction_of_full_norm,total_image_energy,visibility_switch_fraction,whole_image_self_mse,whole_image_self_sse
,,,,,,,,,,4.759293949108138e-05,503,,,,,,UNGATED_NORMALIZED_SPLAT,,0.0002346308998887607,0.8051526121852978,,,,2.078009115916876e-05,,6.888433837890625,0.4305271044373512,,,,,,,,,"[512, 512]",,,,,,,,,,multiseed,,,0.0007860493579869552,,"[{""fraction_total_self_sse"": 0.9765341504455061, ""region"": ""FOREGROUND"", ""rgb_scalars"": 4490499, ""self_mse"": 0.0002346308998887607, ""self_sse"": 1053.60982131958}, {""fraction_total_self_sse"": 0.4318912452400798, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 151569, ""self_mse"": 0.0030743718152783346, ""self_sse"": 465.9794616699219}, {""fraction_total_self_sse"": 0.15548927477073704, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 149256, ""self_mse"": 0.0011239862904617907, ""self_sse"": 167.76169776916504}, {""fraction_total_self_sse"": 0.25952693726639414, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 318489, ""self_mse"": 0.0008791852209002679, ""self_sse"": 280.0108218193054}, {""fraction_total_self_sse"": 0.0786871838385642, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 651153, ""self_mse"": 0.00013038070689257473, ""self_sse"": 84.89778843522072}, {""fraction_total_self_sse"": 0.07440535228252708, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 3863217, ""self_mse"": 2.078009115916876e-05, ""self_sse"": 80.27800142765045}]",,,0.0005132675170898438,,0.10760578706954678,,,,,,,6.859638075790523e-05,1078.9277782440186
,,,,,,,,,,0.5269553768188886,503,,,,,,HARD_BIN_MONTE_CARLO,,0.6713911491144046,0.5694808425500609,,,,0.8877165966107015,,6.888433837890625,0.4305271044373512,,,,,,,,,"[512, 512]",,,,,,,,,,multiseed,,,0.5714670560453506,,"[{""fraction_total_self_sse"": 0.7232236808170105, ""region"": ""FOREGROUND"", ""rgb_scalars"": 3063024, ""self_mse"": 0.6713911491144046, ""self_sse"": 2056487.203125}, {""fraction_total_self_sse"": 0.7763302663778919, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 3452103, ""self_mse"": 0.6394640681709092, ""self_sse"": 2207495.828125}, {""fraction_total_self_sse"": 0.1608339813433879, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 765354, ""self_mse"": 0.5975425413844443, ""self_sse"": 457331.57421875}, {""fraction_total_self_sse"": 0.058054672112792034, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 408735, ""self_mse"": 0.40387662830898996, ""self_sse"": 165078.513671875}, {""fraction_total_self_sse"": 0.004699584934481473, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 349194, ""self_mse"": 0.03826891095960391, ""self_sse"": 13363.27409362793}, {""fraction_total_self_sse"": 8.148196117433096e-05, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 261, ""self_mse"": 0.8877165966107015, ""self_sse"": 231.69403171539307}]",,,0.09472465515136719,,1.0868717158859043,,,,,,,0.18078491985797882,2843500.921875
,,,,,,,,,,0.09550991623877704,503,,,,,,CONTINUOUS_KERNEL_MONTE_CARLO,,0.09394967779589382,1.537657952327763e-10,,,,0.0990072042548316,,6.888433837890625,0.4305271044373512,,,,,,,,,"[512, 512]",,,,,,,,,,multiseed,,,0.03101049762595632,,"[{""fraction_total_self_sse"": 0.9999924561765022, ""region"": ""FOREGROUND"", ""rgb_scalars"": 4490496, ""self_mse"": 0.09394967779589382, ""self_sse"": 421880.65234375}, {""fraction_total_self_sse"": 3.571518877488091e-05, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 151569, ""self_mse"": 9.941123057287827e-05, ""self_sse"": 15.067660806700587}, {""fraction_total_self_sse"": 0.0005419091772777808, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 149256, ""self_mse"": 0.0015317489542160897, ""self_sse"": 228.62272191047668}, {""fraction_total_self_sse"": 0.021119972271668654, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 318489, ""self_mse"": 0.027976397603183264, ""self_sse"": 8910.174896240234}, {""fraction_total_self_sse"": 0.07168785836792904, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 651153, ""self_mse"": 0.04644676229457353, ""self_sse"": 30243.948608398438}, {""fraction_total_self_sse"": 0.9066145367089963, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 3863214, ""self_mse"": 0.0990072042548316, ""self_sse"": 382486.017578125}]",,,0.0005132675170898438,,8.035588180183563e-09,,,,,,,0.026822651860614617,421883.8349609375
,,,,,,,,,,1.9449794346725332e-05,503,,,,,,LEGACY_GATED_NORMALIZED_SPLAT,,0.0002007608201022381,0.9239252822979311,,,,0.00010556991104953188,,6.888131172839506,0.4305081817250193,,,,,,,,,"[540, 960]",,,,,,,,,,multiseed,,,0.0006358199558756255,,"[{""fraction_total_self_sse"": 0.7971810547278749, ""region"": ""FOREGROUND"", ""rgb_scalars"": 8672685, ""self_mse"": 0.0002007608201022381, ""self_sse"": 1741.135353088379}, {""fraction_total_self_sse"": 0.3612899469454277, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 249276, ""self_mse"": 0.0031655631006222143, ""self_sse"": 789.0989074707031}, {""fraction_total_self_sse"": 0.08788542144675772, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 247986, ""self_mse"": 0.0007740432735596727, ""self_sse"": 191.951895236969}, {""fraction_total_self_sse"": 0.115211518528339, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 541524, ""self_mse"": 0.0004646797601992861, ""self_sse"": 251.6352424621582}, {""fraction_total_self_sse"": 0.07628055637305184, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 1161981, ""self_mse"": 0.00014338059887614561, ""self_sse"": 166.60553166270256}, {""fraction_total_self_sse"": 0.359332593152303, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 7434162, ""self_mse"": 0.00010556991104953188, ""self_sse"": 784.8238210678101}]",,,0.00028366126543209877,,0.22871578397710862,,,,,,,7.021975688973571e-05,2184.11531829834
,,,,,,,,,,2.428161120560322e-05,503,,,,,,UNGATED_NORMALIZED_SPLAT,,0.0001448252835625194,0.8381766988926262,,,,1.2602542402192863e-05,,6.888131172839506,0.4305081817250193,,,,,,,,,"[540, 960]",,,,,,,,,,multiseed,,,0.000627271409702022,,"[{""fraction_total_self_sse"": 0.9811557479860585, ""region"": ""FOREGROUND"", ""rgb_scalars"": 8786781, ""self_mse"": 0.0001448252835625194, ""self_sse"": 1272.5480499267578}, {""fraction_total_self_sse"": 0.369033651451922, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 230178, ""self_mse"": 0.002079401704090012, ""self_sse"": 478.63252544403076}, {""fraction_total_self_sse"": 0.18268947993113874, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 226962, ""self_mse"": 0.0010439906928453998, ""self_sse"": 236.94621562957764}, {""fraction_total_self_sse"": 0.20899424090019442, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 479547, ""self_mse"": 0.0005652484467581003, ""self_sse"": 271.0631968975067}, {""fraction_total_self_sse"": 0.16316270667142266, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 973590, ""self_mse"": 0.0002173607049581799, ""self_sse"": 211.62020874023438}, {""fraction_total_self_sse"": 0.07611991424380839, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 7833870, ""self_mse"": 1.2602542402192863e-05, ""self_sse"": 98.7266788482666}]",,,0.00033246527777777777,,0.10512579244774668,,,,,,,4.169845789548301e-05,1296.9888343811035
,,,,,,,,,,0.4964288240962703,503,,,,,,HARD_BIN_MONTE_CARLO,,0.6410888270653993,0.5828508286106565,,,,1.015947640847691,,6.888131172839506,0.4305081817250193,,,,,,,,,"[540, 960]",,,,,,,,,,multiseed,,,0.5583349464622045,,"[{""fraction_total_self_sse"": 0.7185355089020056, ""region"": ""FOREGROUND"", ""rgb_scalars"": 5954115, ""self_mse"": 0.6410888270653993, ""self_sse"": 3817116.6015625}, {""fraction_total_self_sse"": 0.7900583809914856, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 6908202, ""self_mse"": 0.6075490522895828, ""self_sse"": 4197071.578125}, {""fraction_total_self_sse"": 0.14388893096519081, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 1332132, ""self_mse"": 0.5738089481513469, ""self_sse"": 764389.26171875}, {""fraction_total_self_sse"": 0.05864545801680516, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 725292, ""self_mse"": 0.4295450183232236, ""self_sse"": 311545.5654296875}, {""fraction_total_self_sse"": 0.007193199775093179, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 546978, ""self_mse"": 0.06986174906982519, ""self_sse"": 38212.839782714844}, {""fraction_total_self_sse"": 0.0002140002207322911, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 1119, ""self_mse"": 1.015947640847691, ""self_sse"": 1136.8454101085663}]",,,0.09647926311728396,,1.0317973035966652,,,,,,,0.1707933465149177,5312356.25
,,,,,,,,,,0.0781176228802196,503,,,,,,CONTINUOUS_KERNEL_MONTE_CARLO,,0.07683988773875211,1.0270278235291331e-10,,,,0.08000086084527826,,6.888131172839506,0.4305081817250193,,,,,,,,,"[540, 960]",,,,,,,,,,multiseed,,,0.02539377105093923,,"[{""fraction_total_self_sse"": 0.9999256614043696, ""region"": ""FOREGROUND"", ""rgb_scalars"": 8786781, ""self_mse"": 0.07683988773875211, ""self_sse"": 675175.265625}, {""fraction_total_self_sse"": 0.00021872354382831047, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 230178, ""self_mse"": 0.0006416238984583862, ""self_sse"": 147.6877056993544}, {""fraction_total_self_sse"": 0.000735242080359273, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 226962, ""self_mse"": 0.0021873889576723704, ""self_sse"": 496.4541726112366}, {""fraction_total_self_sse"": 0.01761754865821207, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 479547, ""self_mse"": 0.02480636395041587, ""self_sse"": 11895.817413330078}, {""fraction_total_self_sse"": 0.053269877353697336, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 973590, ""self_mse"": 0.03694489209034026, ""self_sse"": 35969.177490234375}, {""fraction_total_self_sse"": 0.9281586373829139, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 7833870, ""self_mse"": 0.08000086084527826, ""self_sse"": 626716.34375}]",,,0.00033246527777777777,,6.7060761583801975e-09,,,,,,,0.021708637504420654,675225.4609375
,,,,,,,,,,9.730281539140852e-06,503,,,,,,LEGACY_GATED_NORMALIZED_SPLAT,,0.0010918354631384447,0.9935548152223043,,,,0.0005343993818734911,,6.888516975308642,0.4305323169849537,,,,,,,,,"[1080, 1920]",,,,,,,,,,multiseed,,,0.003693633569208498,,"[{""fraction_total_self_sse"": 0.7342385174984531, ""region"": ""FOREGROUND"", ""rgb_scalars"": 34263117, ""self_mse"": 0.0010918354631384447, ""self_sse"": 37409.68621826172}, {""fraction_total_self_sse"": 0.3620532439559976, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 817089, ""self_mse"": 0.02257615515886585, ""self_sse"": 18446.72804260254}, {""fraction_total_self_sse"": 0.05383024652145628, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 877914, ""self_mse"": 0.0031240738815326284, ""self_sse"": 2742.668197631836}, {""fraction_total_self_sse"": 0.0986721166264314, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 2405196, ""self_mse"": 0.0020902145834726395, ""self_sse"": 5027.375755310059}, {""fraction_total_self_sse"": 0.2094304711466781, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 5886531, ""self_mse"": 0.0018127058498591357, ""self_sse"": 10670.549179077148}, {""fraction_total_self_sse"": 0.276013867393148, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 26315514, ""self_mse"": 0.0005343993818734911, ""self_sse"": 14062.994415283203}]",,,0.0008294511959876543,,0.49053687745832153,,,,,,,0.00040951580471462675,50950.318359375
,,,,,,,,,,1.0576330088877576e-05,503,,,,,,UNGATED_NORMALIZED_SPLAT,,6.680427618634222e-05,0.8485256065900854,,,,1.308522180750202e-05,,6.888516975308642,0.4305323169849537,,,,,,,,,"[1080, 1920]",,,,,,,,,,multiseed,,,0.0004848334648765171,,"[{""fraction_total_self_sse"": 0.9722002602105203, ""region"": ""FOREGROUND"", ""rgb_scalars"": 34580745, ""self_mse"": 6.680427618634222e-05, ""self_sse"": 2310.1416397094727}, {""fraction_total_self_sse"": 0.16519548223268712, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 491691, ""self_mse"": 0.0007983416409265765, ""self_sse"": 392.53739976882935}, {""fraction_total_self_sse"": 0.22725139545281864, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 479982, ""self_mse"": 0.0011250309829886442, ""self_sse"": 539.9946212768555}, {""fraction_total_self_sse"": 0.21396663522192128, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 1015389, ""self_mse"": 0.0005007217750725852, ""self_sse"": 508.42738246917725}, {""fraction_total_self_sse"": 0.21466509528880973, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 2037096, ""self_mse"": 0.0002503991283845697, ""self_sse"": 510.08706283569336}, {""fraction_total_self_sse"": 0.17892131454496552, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 32491059, ""self_mse"": 1.308522180750202e-05, ""self_sse"": 425.15271377563477}]",,,0.0001586130401234568,,0.10217219045655855,,,,,,,1.9098824618284595e-05,2376.199363708496
,,,,,,,,,,0.5834376017428772,503,,,,,,HARD_BIN_MONTE_CARLO,,0.7144046406930046,0.5938440260007396,,,,0.9138202848835814,,6.888516975308642,0.4305323169849537,,,,,,,,,"[1080, 1920]",,,,,,,,,,multiseed,,,0.6383432217020009,,"[{""fraction_total_self_sse"": 0.6911620747149883, ""region"": ""FOREGROUND"", ""rgb_scalars"": 22269174, ""self_mse"": 0.7144046406930046, ""self_sse"": 15909201.25}, {""fraction_total_self_sse"": 0.8122335014002803, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 28327269, ""self_mse"": 0.6600011127970014, ""self_sse"": 18696029.0625}, {""fraction_total_self_sse"": 0.1277556604328036, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 4450329, ""self_mse"": 0.6607794210972942, ""self_sse"": 2940685.8203125}, {""fraction_total_self_sse"": 0.05056297707216176, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 2029425, ""self_mse"": 0.5734929806164307, ""self_sse"": 1163860.9921875}, {""fraction_total_self_sse"": 0.009140299946165883, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 1240932, ""self_mse"": 0.16954342016222484, ""self_sse"": 210391.85546875}, {""fraction_total_self_sse"": 0.00030751748265387996, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 7746, ""self_mse"": 0.9138202848835814, ""self_sse"": 7078.451926708221}]",,,0.10190422453703704,,1.0781332620079511,,,,,,,0.18500873832545653,23018047.1875
,,,,,,,,,,0.10137680433559909,503,,,,,,CONTINUOUS_KERNEL_MONTE_CARLO,,0.09970588333370203,1.7604645940843113e-06,,,,0.101568830828198,,6.888516975308642,0.4305323169849537,,,,,,,,,"[1080, 1920]",,,,,,,,,,multiseed,,,0.03726930847604518,,"[{""fraction_total_self_sse"": 0.9993760744941828, ""region"": ""FOREGROUND"", ""rgb_scalars"": 34580745, ""self_mse"": 0.09970588333370203, ""self_sse"": 3447903.7265625}, {""fraction_total_self_sse"": 0.0011215384551495323, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 491691, ""self_mse"": 0.007869517274341247, ""self_sse"": 3869.3708181381226}, {""fraction_total_self_sse"": 0.0011503132263961996, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 479982, ""self_mse"": 0.008268321310160856, ""self_sse"": 3968.645399093628}, {""fraction_total_self_sse"": 0.009497401347466006, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 1015389, ""self_mse"": 0.03226996687670701, ""self_sse"": 32766.569396972656}, {""fraction_total_self_sse"": 0.031701801531626723, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 2037096, ""self_mse"": 0.053690646019696975, ""self_sse"": 109373.00024414062}, {""fraction_total_self_sse"": 0.9565289907055344, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 32491059, ""self_mse"": 0.101568830828198, ""self_sse"": 3300078.875}]",,,0.0001586130401234568,,0.00030777855335966856,,,,,,,0.027730005020957915,3450056.3046875
,,,,,,,,,,8.939508820482304e-05,601,,,,,,LEGACY_GATED_NORMALIZED_SPLAT,,0.0004409090530246676,0.8096009767429413,,,,9.703359113690632e-05,,6.88759765625,0.43047485798597335,,,,,,,,,"[256, 256]",,,,,,,,,,multiseed,,,0.0007009795315473512,,"[{""fraction_total_self_sse"": 0.9531090120298814, ""region"": ""FOREGROUND"", ""rgb_scalars"": 1130325, ""self_mse"": 0.0004409090530246676, ""self_sse"": 498.3705253601074}, {""fraction_total_self_sse"": 0.5142219126062149, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 74745, ""self_mse"": 0.003597312828746318, ""self_sse"": 268.88114738464355}, {""fraction_total_self_sse"": 0.22834645314932106, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 74097, ""self_mse"": 0.0016114002204204228, ""self_sse"": 119.39992213249207}, {""fraction_total_self_sse"": 0.07613539822015898, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 158841, ""self_mse"": 0.00025063042147130865, ""self_sse"": 39.81038677692413}, {""fraction_total_self_sse"": 0.029156939531075274, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 324771, ""self_mse"": 4.694339196291744e-05, ""self_sse"": 15.24585235118866}, {""fraction_total_self_sse"": 0.15213930743635995, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 819840, ""self_mse"": 9.703359113690632e-05, ""self_sse"": 79.55201935768127}]",,,0.00074462890625,,0.14458050069913186,,,,,,,0.0001329776311952931,522.8893222808838
,,,,,,,,,,0.00013804705747351778,601,,,,,,UNGATED_NORMALIZED_SPLAT,,0.0005233260029758077,0.7556633438353394,,,,3.566050634141244e-05,,6.88759765625,0.43047485798597335,,,,,,,,,"[256, 256]",,,,,,,,,,multiseed,,,0.0009808402327516207,,"[{""fraction_total_self_sse"": 0.9413978678364414, ""region"": ""FOREGROUND"", ""rgb_scalars"": 1168599, ""self_mse"": 0.0005233260029758077, ""self_sse"": 611.5582437515259}, {""fraction_total_self_sse"": 0.5656530009638804, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 75768, ""self_mse"": 0.0048498564745226656, ""self_sse"": 367.4639253616333}, {""fraction_total_self_sse"": 0.23671080829186658, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 74547, ""self_mse"": 0.0020627781954857725, ""self_sse"": 153.77392613887787}, {""fraction_total_self_sse"": 0.1192703302112994, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 158613, ""self_mse"": 0.000488492900921646, ""self_sse"": 77.48132449388504}, {""fraction_total_self_sse"": 0.031047673444621008, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 322050, ""self_mse"": 6.26282638930475e-05, ""self_sse"": 20.169432386755943}, {""fraction_total_self_sse"": 0.04731819192825012, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 861996, ""self_mse"": 3.566050634141244e-05, ""self_sse"": 30.739213824272156}]",,,0.001070404052734375,,0.11663101211696487,,,,,,,0.00016520889766979963,649.6278190612793
,,,,,,,,,,0.4742155356264395,601,,,,,,HARD_BIN_MONTE_CARLO,,0.5990134902757439,0.5223429737051176,,,,0.0,,6.88759765625,0.43047485798597335,,,,,,,,,"[256, 256]",,,,,,,,,,multiseed,,,0.47138076377631566,,"[{""fraction_total_self_sse"": 0.7536253950713628, ""region"": ""FOREGROUND"", ""rgb_scalars"": 837879, ""self_mse"": 0.5990134902757439, ""self_sse"": 501900.82421875}, {""fraction_total_self_sse"": 0.7273527205339156, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 813240, ""self_mse"": 0.5956466728091492, ""self_sse"": 484403.7001953125}, {""fraction_total_self_sse"": 0.1883748838284171, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 255456, ""self_mse"": 0.4910992537915042, ""self_sse"": 125454.2509765625}, {""fraction_total_self_sse"": 0.0799171240945655, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 172839, ""self_mse"": 0.307936015756535, ""self_sse"": 53223.35302734375}, {""fraction_total_self_sse"": 0.004355258494877453, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 171297, ""self_mse"": 0.016932713640057204, ""self_sse"": 2900.523048400879}, {""fraction_total_self_sse"": 0.0, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 0, ""self_mse"": 0.0, ""self_sse"": 0.0}]",,,0.08274765014648437,,1.0691319073480532,,,,,,,0.1693679392337799,665981.8359375
,,,,,,,,,,0.07034174014008293,601,,,,,,CONTINUOUS_KERNEL_MONTE_CARLO,,0.0692107713455118,4.565455369640266e-10,,,,0.07617947709851974,,6.88759765625,0.43047485798597335,,,,,,,,,"[256, 256]",,,,,,,,,,multiseed,,,0.024110560331756514,,"[{""fraction_total_self_sse"": 1.0000000181114037, ""region"": ""FOREGROUND"", ""rgb_scalars"": 1168599, ""self_mse"": 0.0692107713455118, ""self_sse"": 80879.63818359375}, {""fraction_total_self_sse"": 5.006740422434368e-06, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 75768, ""self_mse"": 5.34451676844542e-06, ""self_sse"": 0.4049433465115726}, {""fraction_total_self_sse"": 0.0014684815716407198, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 74547, ""self_mse"": 0.0015932265019716484, ""self_sse"": 118.77025604248047}, {""fraction_total_self_sse"": 0.04659017610387919, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 158613, ""self_mse"": 0.023757173232612307, ""self_sse"": 3768.196517944336}, {""fraction_total_self_sse"": 0.14003353475810193, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 322050, ""self_mse"": 0.0351680217968568, ""self_sse"": 11325.861419677734}, {""fraction_total_self_sse"": 0.8119028126865022, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 861996, ""self_mse"": 0.07617947709851974, ""self_sse"": 65666.40454101562}]",,,0.001070404052734375,,8.772924014069165e-09,,,,,,,0.0205687552690506,80879.63671875
,,,,,,,,,,3.654904525647875e-05,601,,,,,,LEGACY_GATED_NORMALIZED_SPLAT,,0.0005690300112844028,0.9575919439763961,,,,0.00023097958328694945,,6.888433837890625,0.4305271044373512,,,,,,,,,"[512, 512]",,,,,,,,,,multiseed,,,0.0017713357994545518,,"[{""fraction_total_self_sse"": 0.6706954048879198, ""region"": ""FOREGROUND"", ""rgb_scalars"": 4410918, ""self_mse"": 0.0005690300112844028, ""self_sse"": 2509.944719314575}, {""fraction_total_self_sse"": 0.44386829636256636, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 170724, ""self_mse"": 0.009729675906898966, ""self_sse"": 1661.089189529419}, {""fraction_total_self_sse"": 0.05387653963844357, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 175839, ""self_mse"": 0.0011466300375182713, ""self_sse"": 201.6222791671753}, {""fraction_total_self_sse"": 0.11582365926300787, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 415362, ""self_mse"": 0.001043540587552362, ""self_sse"": 433.44710552692413}, {""fraction_total_self_sse"": 0.17751004940445772, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 909387, ""self_mse"": 0.0007304879038676243, ""self_sse"": 664.2962034344673}, {""fraction_total_self_sse"": 0.20892139657583408, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 3384918, ""self_mse"": 0.00023097958328694945, ""self_sse"": 781.8469491004944}]",,,0.000688934326171875,,0.33071227353540633,,,,,,,0.0002379291500498463,3742.3019466400146
,,,,,,,,,,4.775956351129029e-05,601,,,,,,UNGATED_NORMALIZED_SPLAT,,0.0002415631701263401,0.80991873971215,,,,2.1198674722752112e-05,,6.888433837890625,0.4305271044373512,,,,,,,,,"[512, 512]",,,,,,,,,,multiseed,,,0.0008090612703145534,,"[{""fraction_total_self_sse"": 0.977435569335322, ""region"": ""FOREGROUND"", ""rgb_scalars"": 4490499, ""self_mse"": 0.0002415631701263401, ""self_sse"": 1084.7391738891602}, {""fraction_total_self_sse"": 0.426050923032598, ""region"": ""SILHOUETTE_0_1PX"", ""rgb_scalars"": 151569, ""self_mse"": 0.0031195238510542678, ""self_sse"": 472.82311058044434}, {""fraction_total_self_sse"": 0.15821596291616818, ""region"": ""SILHOUETTE_1_2PX"", ""rgb_scalars"": 149256, ""self_mse"": 0.0011764018138313611, ""self_sse"": 175.58502912521362}, {""fraction_total_self_sse"": 0.26405556262779367, ""region"": ""SILHOUETTE_2_4PX"", ""rgb_scalars"": 318489, ""self_mse"": 0.0009201064366315062, ""self_sse"": 293.0437788963318}, {""fraction_total_self_sse"": 0.0778836060501069, ""region"": ""SILHOUETTE_4_8PX"", ""rgb_scalars"": 651153, ""self_mse"": 0.00013273950409616479, ""self_sse"": 86.43372631072998}, {""fraction_total_self_sse"": 0.07379392818661738, ""region"": ""INTERIOR_GT_8PX"", ""rgb_scalars"": 3863217, ""self_mse"": 2.1198674722752112e-05, ""self_sse"": 81.89508056640625}]",,,0.0005277633666992187,,0.10827999301106653,,,,,,,7.055795952813545e-05,1109.7807445526123
