method,target_regime,target_seed,selection_seed,active_k,birth_count,image_loss,residual_norm,geometry_rms_error,optimizer_steps,last_step_relative_improvement,gradient_norm,cumulative_scoring_seconds,cumulative_optimization_seconds,total_runtime_seconds,peak_allocated_mib,peak_reserved_mib,best_remaining_candidate_score,last_predicted_quadratic,last_predicted_raw,last_realized_birth_gain,last_new_only_gain,responsive_candidate_fraction,zero_jacobian_candidate_fraction,median_affected_pixels,median_affected_views,no_birth_continuation_gain,root_failures
quadratic,sparse,17,0,64,32,3.798327378820144,2.756202960168262,0.0017570969879156736,36,0.02571661426333714,34.53404163780427,2.4470029764343053,4.03943660762161,10.456238710088655,221.19921875,248.0,0.28265577350860566,0.30446984117721093,8.447318922770155,0.10025842734979173,0.14712209713823965,0.9968750476837158,0.0031250002793967724,688.0,1.0,0.04126974805705874,0
quadratic,sparse,17,0,96,64,1.378352955915413,1.6603330725582823,0.0013535829343389247,68,0.015740426459112812,35.75043049232462,4.81148715224117,7.801069250097498,20.1867583792191,221.19921875,260.0,0.07102540668046432,0.06901609314451256,2.4677804922781763,0.022042826831988327,0.03467517306938417,0.9967672228813171,0.003232758492231369,692.0,1.0,0.011724689591666504,0
quadratic,sparse,17,0,128,96,0.6786801574492319,1.1650580736162743,0.0009631425743569496,100,0.026616655208733648,33.918793103853474,7.197565517155454,11.68775189598091,30.134006224106997,224.6552734375,272.0,0.0218996288862037,0.023616528549754184,3.0472329028695446,0.018558151672204537,0.011788151567869387,0.996651828289032,0.00334821455180645,693.0,1.0,0.005538423022316552,0
quadratic,sparse,17,0,192,160,0.4377488958184256,0.9356803896827437,0.0007717584187319959,164,0.0,30.999014972147748,11.93642282183282,19.833787897834554,50.33589620818384,228.33203125,272.0,0.0007660151865465407,0.0008065886531951131,0.6567140958174198,5.218048215738236e-15,3.3306690738754696e-16,0.9963942766189575,0.003605769481509924,690.0,1.0,0.0,0
quadratic,sparse,17,0,256,224,0.41861268808638624,0.915000205558869,0.0007493429697889243,228,0.0,30.627930687642255,16.64386928989552,28.712920936290175,71.15268141310662,242.21533203125,292.0,0.00013087166363298858,0.00013595166907480902,0.08421220197278334,0.0,5.551115123125783e-17,0.99609375,0.00390625,683.0,1.0,2.220446049250313e-15,0
raw,sparse,17,0,32,0,18.523056907647273,6.086551882247825,0.002966813197624922,4,1.4803559820967855e-09,0.015078642354232829,0.07446384709328413,0.41094799898564816,0.604852729011327,210.13916015625,230.0,2.9938847729906426,,,,,0.9969757795333862,0.0030241934582591057,694.0,1.0,2.9827873504473246e-10,0
raw,sparse,17,0,48,16,7.627680765261192,3.9058112512668073,0.002126189481573151,20,0.0627911647419296,40.078948487647004,1.2581666295882314,2.187470448669046,5.511704450938851,215.35888671875,254.0,1.052158537587303,1.0798566283649629,27.97698501961915,0.5110397400366926,0.5146079598338407,0.9969261884689331,0.003073770320042968,688.0,1.0,0.004421621857415126,0
raw,sparse,17,0,64,32,4.111786794928873,2.8676773859445466,0.0018512618520109684,36,0.04514341613931774,36.81395443464713,2.441002640640363,4.037082197144628,10.427905113901943,218.95263671875,254.0,0.32447138119338803,0.39611200665988,11.369812682611537,0.19439579251695083,0.1933669059859513,0.9968750476837158,0.0031250002793967724,686.0,1.0,0.04077733861781763,0
raw,sparse,17,0,96,64,1.880911996795857,1.9395422123768573,0.0015420318576903089,68,0.01353969300719928,36.97208630027712,4.818867580266669,7.870275028515607,20.235114543000236,224.3857421875,266.0,0.18041636628954116,0.003734174178358102,6.21547953994453,0.025816518748545736,3.9968028886505635e-15,0.9967672228813171,0.003232758492231369,685.0,1.0,0.003196749417010869,0
raw,sparse,17,0,128,96,0.9123216381138314,1.3507935727666396,0.0012717578483354705,100,0.004067037747611348,34.82030166148511,7.190001774113625,11.908131779637188,30.3520306549035,227.72314453125,266.0,0.06928325451720535,0.007994845879000578,2.900932277036052,0.003725598690675236,0.0,0.996651828289032,0.00334821455180645,684.0,1.0,0.00040696211901436463,0
raw,sparse,17,0,192,160,0.4805194207346257,0.9803258853408143,0.0008799009695162728,164,0.00229378849659601,31.692276389028137,11.931564002064988,20.671623184112832,51.15710150380619,237.72021484375,284.0,0.02003154823816863,0.0023034307074031504,0.9009702915934799,0.0011047439686780458,0.0,0.9963942766189575,0.003605769481509924,680.0,1.0,0.002748733507008938,0
raw,sparse,17,0,256,224,0.4376613456416982,0.9355868165399704,0.0008062930505397958,228,0.0,31.40365399684037,16.659914849093184,30.224638614570722,72.74603564082645,249.533203125,284.0,0.005641256122617707,0.0004888906102734242,0.2717799475333246,4.996003610813204e-16,4.440892098500626e-16,0.99609375,0.00390625,672.0,1.0,0.0,0
local_residual,sparse,17,0,32,0,18.523056907647295,6.086551882247829,0.002966813197624923,4,1.4803504199103212e-09,0.015078642351799341,0.07460005301982164,0.41786729195155203,0.6145429331809282,210.13916015625,230.0,2.9938847729906346,,,,,0.9969757795333862,0.0030241934582591057,694.0,1.0,2.9826097147633845e-10,0
local_residual,sparse,17,0,48,16,12.140840669542524,4.92764460356924,0.0024363498310407015,20,0.028794098349297324,54.10974567681033,1.2650485935155302,2.2641945455688983,5.697875163052231,218.47607421875,260.0,1.695848643081317,0.6962275277962852,48.46111450258161,0.3599489662159012,0.3475749639483574,0.9969261884689331,0.003073770320042968,688.0,1.0,0.0,0
local_residual,sparse,17,0,64,32,8.917509563680845,4.223152747339562,0.0021949371754994068,36,0.0008060258717898312,28.8513087399064,2.447119211545214,4.217063879594207,10.792877559084445,222.98095703125,272.0,1.0744415435395858,0.011079863012781226,8.313595663855953,0.007193541600898357,0.0,0.9968750476837158,0.0031250002793967724,685.0,1.0,0.0,0
local_residual,sparse,17,0,96,64,5.360959201892747,3.274434058548972,0.0019465863747944278,68,0.004685846616399084,36.07225416929277,4.808484533801675,8.436596480431035,21.07198639609851,231.9228515625,272.0,0.4407156410850456,0.013002223769416994,3.3211132782931436,0.025238898142296406,0.001298447355829957,0.9967672228813171,0.003232758492231369,678.0,1.0,0.00545243851413435,0
local_residual,sparse,17,0,128,96,4.317427858855899,2.9385125008602224,0.0019425167143801785,100,0.00854149355049625,36.6838076245991,7.17159747867845,13.002763752592728,31.78284885804169,240.62890625,272.0,0.32569492879508727,0.010803272889991052,3.239048930875367,0.03719498291784351,0.0,0.996651828289032,0.00334821455180645,672.0,1.0,0.008422736636769734,0
local_residual,sparse,17,0,192,160,2.046363533136249,2.023048953009417,0.0016094657372432858,164,0.010781031540898144,34.19859591571978,11.909678405383602,22.80483421892859,53.56178552797064,251.12548828125,292.0,0.1335573608726891,0.004556505727146742,1.4017569461878412,0.02230235215691989,1.3322676295501878e-15,0.9963942766189575,0.003605769481509924,664.0,1.0,0.010769700819845518,0
local_residual,sparse,17,0,256,224,0.8941658320698657,1.3372851842968019,0.001314144808446907,228,0.007379143354035596,32.31444098028338,16.65812011458911,33.3546365655493,76.23948791716248,265.86181640625,312.0,0.04829361330345009,0.0020934802752582506,0.9746811293871759,0.006647228710678577,2.220446049250313e-15,0.99609375,0.00390625,657.0,1.0,0.0027269017537636664,0
uniform,sparse,17,0,32,0,18.523056907647305,6.08655188224783,0.002966813197624923,4,1.4803517625070526e-09,0.015078642353389921,0.07644577883183956,0.4319271089043468,0.6285606229212135,210.13916015625,230.0,2.993884772990621,,,,,0.9969757795333862,0.0030241934582591057,694.0,1.0,2.9821833891219285e-10,0
uniform,sparse,17,0,48,16,16.778395514205876,5.792822371557042,0.002845443744702644,20,0.05348492234831951,82.09230021849035,1.2676892594899982,2.260005071759224,5.700896645896137,222.26611328125,248.0,2.5201589648152924,1.7327511178091595,82.09209322525098,0.948100249425643,0.8657765886797542,0.9969261884689331,0.003073770320042968,688.0,1.0,3.704103009027904e-05,0
uniform,sparse,17,0,64,32,15.994985706245322,5.6559677697535236,0.002701297645154435,36,0.0011524013180387225,15.137400504419873,2.4601861687842757,4.28646735008806,10.96936932997778,226.6689453125,266.0,2.5245685874535586,0.025453030737017508,14.920421376166367,0.018453908918841577,0.0,0.9968750476837158,0.0031250002793967724,685.0,1.0,2.448532995735775e-05,0
uniform,sparse,17,0,96,64,15.263967675840394,5.525209077644102,0.002659183721298601,68,0.00019694407721966063,5.692681252877135,4.826738406904042,8.753215145785362,21.67056839587167,237.98291015625,286.0,2.435038186575999,0.0011258017224002332,2.029676031949972,0.0030067401882973854,1.7763568394002505e-15,0.9967672228813171,0.003232758492231369,677.0,1.0,0.0004441512724557839,0
uniform,sparse,17,0,128,96,9.509572921080785,4.361094569275192,0.002334815999262223,100,0.0002687699503012362,25.22464754370174,7.198122614296153,13.622407525544986,32.79295619297773,251.38671875,286.0,1.7585237684763042,0.0034000267072406267,2.80335283891888,0.0025565745718019173,0.0,0.996651828289032,0.00334821455180645,670.0,1.0,3.552713678800501e-15,0
uniform,sparse,17,0,192,160,8.277418376172669,4.068763540972286,0.0021763960064386245,164,0.00013803053232717833,26.64813797007397,11.92764182575047,24.129385471809655,55.4155410239473,262.7763671875,298.0,1.7518516352893083,0.0007551269691236575,0.9432651556535042,0.001142694191447191,0.0,0.9963942766189575,0.003605769481509924,658.0,1.0,0.0006821873456246408,0
uniform,sparse,17,0,256,224,7.073239143957403,3.761180438095839,0.0019792649092474075,228,4.549145661109102e-05,28.472489610880682,16.652519746450707,35.36044785939157,78.72577768797055,274.7421875,318.0,1.0806849171086892,0.0016779279555072157,1.5431430276862592,0.00032178659015968947,0.0,0.99609375,0.00390625,647.0,1.0,0.0,0
random,sparse,17,101,32,0,18.523056907647273,6.086551882247825,0.0029668131976249208,4,1.4803527215047212e-09,0.015078642353504349,0.07378759002313018,0.41032697702758014,0.6030481238849461,210.13916015625,230.0,2.993884772990642,,,,,0.9969757795333862,0.0030241934582591057,694.0,1.0,2.9823254976690805e-10,0
random,sparse,17,101,48,16,18.478271373701773,6.079189316627962,0.0029648819830146306,20,9.065347273734221e-07,0.05577889231351579,1.2652404536493123,2.1732102213427424,5.449397774878889,213.56103515625,248.0,2.992994650610239,3.3783575769390226e-05,0.05305239201616982,1.6751209887644336e-05,3.552713678800501e-15,0.9969261884689331,0.003073770320042968,693.0,1.0,2.618549643784718e-07,0
random,sparse,17,101,64,32,17.65361663310881,5.941988999166662,0.0029044063261864255,36,7.481219325399932e-06,0.47471356433835793,2.4550258161034435,3.9835323519073427,10.41768672899343,215.50439453125,260.0,2.986494782445826,0.00024112833683260937,0.46541398104466636,0.0001320715659716143,0.0,0.9968750476837158,0.0031250002793967724,692.0,1.0,1.5366122340765287e-05,0
random,sparse,17,101,96,64,17.22194364665825,5.868891487607903,0.002878349334598769,68,3.3695625106784662e-06,2.2626517141525135,4.80444450257346,7.666341081960127,20.07613975298591,219.833984375,260.0,2.9808052457041176,2.2101651879374762e-08,0.0010353656783382973,5.8030611214121564e-05,0.0,0.9967672228813171,0.003232758492231369,692.0,1.0,3.267530135175889e-05,0
random,sparse,17,101,128,96,16.78586121522504,5.794111012955316,0.0028429313388652374,100,6.844744747528989e-05,5.1186404467161415,7.181492269970477,11.502581021748483,29.941595748998225,223.9130859375,260.0,2.980370255146602,2.7882615634698124e-06,0.009976488741860098,0.0011490280018833232,0.0,0.996651828289032,0.00334821455180645,693.0,1.0,0.0003746462843992049,0
random,sparse,17,101,192,160,15.552687865082879,5.577219354675389,0.002762321300927737,164,4.3902143384502175e-06,4.934775936026505,11.913829374592751,19.531126194167882,49.83671347890049,228.8427734375,272.0,2.0453167920337694,7.59272690768606e-05,0.08453758728696205,6.827993302849222e-05,0.0,0.9963942766189575,0.003605769481509924,698.0,1.0,5.190114338837759e-05,0
random,sparse,17,101,256,224,14.00242311240595,5.291960527518313,0.0026397334354956196,228,1.6369854975566018e-06,7.018248769449026,16.658586126053706,28.144543904345483,70.37124961591326,233.7900390625,272.0,2.000089264631415,1.6880538364910372e-05,0.0676590820912738,2.2921801086539517e-05,0.0,0.99609375,0.00390625,700.0,1.0,2.7082223995833488e-05,0
quadratic,distributed,5,0,32,0,16.77116660511936,5.791574329164629,0.002867686463696183,4,7.840184734588113e-09,0.030564432569677568,0.07459374191239476,0.4054338389541954,0.6000102940015495,210.71240234375,230.0,1.0756478127995572,,,,,0.9969757795333862,0.0030241934582591057,693.0,1.0,1.1905143537660479e-09,0
quadratic,distributed,5,0,48,16,12.98230348456207,5.095547759478282,0.0026419553404071596,20,0.009628993303995949,20.53166009128159,1.2603247200604528,2.201633824966848,5.506386082153767,216.802734375,254.0,0.24926928418095692,0.2514482299292033,20.52141772404604,0.12622190318386295,0.11981766618641032,0.9969261884689331,0.003073770320042968,688.0,1.0,4.199626136269785e-05,0
quadratic,distributed,5,0,64,32,11.207846165288306,4.73452134123151,0.0025155770770773165,36,0.007736107614901596,18.572780074194117,2.440878124907613,4.060239902231842,10.422855440992862,219.052734375,254.0,0.14347707856331188,0.15009808144103456,18.505742465943666,0.08738109360960777,0.07466515214732539,0.9968750476837158,0.0031250002793967724,686.0,1.0,8.433383203687583e-05,0
quadratic,distributed,5,0,96,64,8.881730535233286,4.214672118975161,0.002312178447915421,68,0.006415144816790419,6.867700991241519,4.810585018945858,8.029642346082255,20.516636566026136,226.7431640625,266.0,0.10342269749721407,0.10390422722385395,6.624055377052635,0.057345467083148804,0.051847808665121065,0.9967672228813171,0.003232758492231369,681.0,1.0,9.334505896774203e-05,0
quadratic,distributed,5,0,128,96,7.359463770780689,3.83652545170254,0.002177942410901029,100,0.0052244677044907695,17.95100011045433,7.1649464927613735,12.208885078318417,30.676406323211268,231.4130859375,266.0,0.07275013296868103,0.07419472704904487,17.860152784082096,0.038651212805858925,0.012913352723225024,0.996651828289032,0.00334821455180645,677.0,1.0,1.7763568394002505e-15,0
quadratic,distributed,5,0,192,160,5.263382346128241,3.244497602442708,0.001971754375736271,164,0.004554407145213625,3.5536355149612313,11.885728536173701,21.10918354592286,51.49305342021398,238.548828125,278.0,0.04615697600654327,0.04699967960457024,3.518136372397759,0.024081262037084272,0.023274955625168126,0.9963942766189575,0.003605769481509924,672.0,1.0,0.00020455586058876207,0
quadratic,distributed,5,0,256,224,3.82595428363969,2.766208337649097,0.00179322237781268,228,0.004141381627558596,3.0749309287396263,16.598227669252083,30.584759656339884,72.91041612019762,247.8212890625,278.0,0.031156416605296774,0.031154948011314184,2.850263251850043,0.015910628763787127,0.013959717986807618,0.99609375,0.00390625,665.0,1.0,0.00016146400116845427,0
raw,distributed,5,0,32,0,16.77116660511957,5.791574329164665,0.002867686463696184,4,7.840163551126502e-09,0.030564432569503888,0.07459539012052119,0.40309419413097203,0.5958946698810905,210.71240234375,230.0,1.0756478127996072,,,,,0.9969757795333862,0.0030241934582591057,693.0,1.0,1.1905925134669815e-09,0
raw,distributed,5,0,48,16,13.273642214616475,5.152405693385658,0.002672700937782498,20,0.016125735369393074,23.63169435352747,1.2649644310586154,2.219133786391467,5.554064017953351,220.1708984375,254.0,0.3627447852723532,0.31503687404296926,23.631102261793856,0.21755548390248158,0.15556463123429864,0.9969261884689331,0.003073770320042968,688.0,1.0,1.3076683826440672e-05,0
raw,distributed,5,0,64,32,11.666938181400315,4.8305151239594135,0.0025731607484417197,36,0.0035406374559904916,16.88633260779443,2.4474125292617828,4.178301520412788,10.672334785806015,226.1298828125,254.0,0.317034095463535,0.08100371922280118,16.8861102972048,0.04145517607093119,0.027712984366441873,0.9968750476837158,0.0031250002793967724,685.0,1.0,1.8171343132422635e-06,0
raw,distributed,5,0,96,64,9.50650009225926,4.360389911982473,0.002402225471258348,68,0.004621229824711507,10.378753980367275,4.804129996569827,8.438634988153353,21.073415256803855,235.46435546875,272.0,0.24510975764701418,0.06311174220069103,10.370237077817222,0.04413568288907754,0.029864768744332082,0.9967672228813171,0.003232758492231369,677.0,1.0,0.0003887669062070387,0
raw,distributed,5,0,128,96,7.781907304944927,3.9451000760297394,0.0022396467687631465,100,0.005872682455755875,7.710644777314827,7.166002601617947,12.994011474307626,31.72775685088709,243.0947265625,292.0,0.13552085009316434,0.08462935498525553,7.674079011726212,0.0459706414817731,0.038112477217271845,0.996651828289032,0.00334821455180645,671.0,1.0,9.928988837426544e-05,0
raw,distributed,5,0,192,160,5.630609990065885,3.3557741253147193,0.0020733117735492533,164,0.006014972328559513,5.420184989464337,11.883943584514782,22.714396947296336,53.379070984898135,256.08740234375,292.0,0.08046012861404381,0.06201668557284562,5.333008069059797,0.03407291089936848,0.028991330502925905,0.9963942766189575,0.003605769481509924,662.0,1.0,0.00017041221922742267,0
raw,distributed,5,0,256,224,4.058544696551487,2.849050612590618,0.0019028850129149924,228,0.0030378683960752364,4.527540609039671,16.610215767286718,33.06381668639369,75.68099941685796,266.19384765625,312.0,0.06473017091263086,0.021130924362494065,4.130577218997212,0.012366893663131151,0.008354357922606859,0.99609375,0.00390625,655.0,1.0,0.0005947372737011847,0
local_residual,distributed,5,0,32,0,16.771166605119525,5.791574329164657,0.002867686463696183,4,7.840168211488056e-09,0.030564432568432377,0.0740534698124975,0.4058941248804331,0.6009120910894126,210.71240234375,230.0,1.0756478127996087,,,,,0.9969757795333862,0.0030241934582591057,693.0,1.0,1.190670673167915e-09,0
local_residual,distributed,5,0,48,16,14.48328145500909,5.382059355861674,0.002744935841090457,20,0.0010730724874598026,9.604239377655942,1.2548912183847278,2.232967702904716,5.610260908026248,221.50439453125,266.0,0.5536465563006999,0.023496235467221113,9.588467591993162,0.01555830604767472,0.0,0.9969261884689331,0.003073770320042968,688.0,1.0,7.839039177781615e-06,0
local_residual,distributed,5,0,64,32,13.074929543648832,5.113693292259291,0.002650542267196477,36,0.01048578494912271,31.102207109269127,2.4504386975895613,4.254343942506239,10.818743229145184,227.82470703125,266.0,0.4895316020957762,0.2645610449488572,31.09985669709515,0.13855374418505662,0.12992798803047378,0.9968750476837158,0.0031250002793967724,685.0,1.0,2.3222691281077346e-05,0
local_residual,distributed,5,0,96,64,11.177517168114543,4.728111074861618,0.00249286113199272,68,0.001383332932839518,5.9929148826013865,4.802451175870374,8.6584561788477,21.386655561160296,239.974609375,266.0,0.32641522351366364,0.02363990713596274,5.889774195171773,0.01548364664434132,0.0029006042415566924,0.9967672228813171,0.003232758492231369,677.0,1.0,0.00012984024850837272,0
local_residual,distributed,5,0,128,96,9.703292071315264,4.405290471992798,0.00235857362563361,100,0.0007884389724012662,2.826592317928727,7.159833084326237,13.447912532137707,32.296229786006734,248.953125,296.0,0.23863899189457224,0.0030765142003888325,2.344711651660405,0.0076564903049476385,0.0,0.996651828289032,0.00334821455180645,670.0,1.0,0.0007523374625098,0
local_residual,distributed,5,0,192,160,7.716169108531371,3.92840148369063,0.002165915733266856,164,0.00045558605643550374,2.8747852706834447,11.87710152566433,23.860740433447063,54.72998496214859,265.7041015625,316.0,0.15158298918513483,0.00568684710496356,2.028250931471364,0.003516981342599479,0.0,0.9963942766189575,0.003605769481509924,656.0,1.0,7.409583206641202e-05,0
local_residual,distributed,5,0,256,224,6.043153607119713,3.476536669480048,0.00198238661861748,228,0.005604552583573172,8.461576590721622,16.592280391370878,35.06618441990577,78.04278016812168,276.3134765625,336.0,0.10187194434500475,0.05768873062772416,8.253255000817159,0.03406006357903735,0.02880404481676635,0.99609375,0.00390625,645.0,1.0,0.0006518104582333706,0
uniform,distributed,5,0,32,0,16.77116660511942,5.791574329164639,0.0028676864636961842,4,7.840170753503489e-09,0.03056443256943401,0.07344415900297463,0.41758485697209835,0.6110664929728955,210.71240234375,230.0,1.075647812799575,,,,,0.9969757795333862,0.0030241934582591057,693.0,1.0,1.190439746778793e-09,0
uniform,distributed,5,0,48,16,15.17650836450739,5.5093571974427995,0.002736392979354139,20,0.01219437608037116,36.502552889681226,1.2537507745437324,2.2170184266287833,5.610215032007545,220.52880859375,254.0,0.6515038236589381,0.3432165683193698,36.50210937941401,0.18735269986555103,0.16461383353506065,0.9969261884689331,0.003073770320042968,688.0,1.0,1.117374950254657e-05,0
uniform,distributed,5,0,64,32,14.115974075146786,5.313374459822455,0.0026367943329638666,36,0.002306035644087664,19.869774577560683,2.4353983965702355,4.2199559742584825,10.821996595943347,230.9140625,254.0,0.5935204727404166,0.04510101329017824,19.869625222922995,0.032627178805586965,2.6645352591003757e-14,0.9968750476837158,0.0031250002793967724,685.0,1.0,6.605156499972509e-06,0
uniform,distributed,5,0,96,64,13.030220354477658,5.104942772348708,0.0025271791084887883,68,0.0014596395776709761,7.208279760782534,4.801254948368296,8.675197093514726,21.499485082924366,238.1630859375,266.0,0.5853733903190287,0.013514959877987181,7.033859225633191,0.019047227422166912,0.0,0.9967672228813171,0.003232758492231369,676.0,1.0,0.0002424325304914987,0
uniform,distributed,5,0,128,96,11.097833953140045,4.711227855483121,0.002350100749245688,100,0.004475540934569086,12.25713115389122,7.163708063075319,13.523129620356485,32.56195151200518,250.94580078125,286.0,0.35545720494776784,0.06485009441644636,12.25180840004183,0.04989210429740609,0.026687089435935007,0.996651828289032,0.00334821455180645,670.0,1.0,0.00015704634559732256,0
uniform,distributed,5,0,192,160,9.614901793293681,4.385179994776425,0.0021658179684508633,164,0.0039634924890789795,7.783761277572725,11.876223851926625,24.000082522863522,55.078869472956285,262.93798828125,298.0,0.35509071475544096,0.05041543065708513,7.706361347346099,0.038260235195782144,0.024731827528816197,0.9963942766189575,0.003605769481509924,658.0,1.0,0.0004651814451275271,0
uniform,distributed,5,0,256,224,8.274788298178233,4.068117082429716,0.0020042682851750945,228,0.0011300210621627898,5.135191044467286,16.590460645966232,35.19769709696993,78.30758147290908,275.0615234375,318.0,0.2556978276534664,0.007295201852189392,3.212456000764701,0.009361263486793447,0.0,0.99609375,0.00390625,646.0,1.0,0.0016048805262425248,0
random,distributed,5,101,32,0,16.771166605119507,5.791574329164654,0.0028676864636961834,4,7.840167575984219e-09,0.030564432568470863,0.07437420194037259,0.40439801197499037,0.5992683279328048,210.71240234375,230.0,1.0756478127995814,,,,,0.9969757795333862,0.0030241934582591057,693.0,1.0,1.1906742258815939e-09,0
random,distributed,5,101,48,16,16.49148506282982,5.743080194952848,0.002846170268129511,20,0.0003459667045238008,0.9794585512295787,1.2542800523806363,2.153326012659818,5.394115932984278,213.29638671875,266.0,1.0768474790496412,0.011347445624790902,0.9746991901547658,0.005707479337697663,0.005353699381348775,0.9969261884689331,0.003073770320042968,693.0,1.0,5.778978863446582e-06,0
random,distributed,5,101,64,32,15.976905159397568,5.652770145583061,0.002807497971900192,36,0.0051988879094996,12.173281608801616,2.4353386617731303,3.9409835760015994,10.297854390926659,214.9580078125,266.0,1.0774452343428498,0.1650238478783406,12.16809382373889,0.08349622658730738,0.08170702653100292,0.9968750476837158,0.0031250002793967724,690.0,1.0,5.5933485528569804e-05,0
random,distributed,5,101,96,64,15.43850758858273,5.556709023978623,0.002771405880555721,68,0.0003941989010574062,0.8453597852364972,4.788590674754232,7.626496394863352,19.9324387118686,221.9873046875,266.0,1.1102947150801266,0.013353767318150942,0.8059265135465374,0.006088242703974345,0.006697591092969191,0.9967672228813171,0.003232758492231369,692.0,1.0,0.0007007790482607135,0
random,distributed,5,101,128,96,15.056480932792983,5.487527846451986,0.0027422306185001305,100,1.1302088153403144e-05,0.40824557415498025,7.156625685049221,11.442275498760864,29.75720850401558,224.50439453125,278.0,1.122025729721654,0.0005939403636558949,0.14562281517249587,0.0001701715980786389,8.757240446577441e-05,0.996651828289032,0.00334821455180645,693.0,1.0,9.446400147972156e-05,0
random,distributed,5,101,192,160,13.56439126425207,5.208529785698085,0.0026281490854027025,164,9.658667448035744e-05,1.5107703523534448,11.875867819413543,19.418355950620025,49.542279972927645,229.40185546875,278.0,0.9029440745917626,0.003145957022936145,0.5430245963407713,0.001310265997799931,0.001472595550124467,0.9963942766189575,0.003605769481509924,697.0,1.0,0.0006583744390322721,0
random,distributed,5,101,256,224,12.25480967000592,4.950719073024831,0.002534356322788724,228,0.0009135888639794927,2.8265263307798265,16.590165264206007,27.98696488258429,69.94293947191909,234.412109375,278.0,1.0349498689927632,0.020038254361919833,2.3366650728126563,0.01120609540867612,0.00986215858332784,0.99609375,0.00390625,698.0,1.0,0.0003630151379478974,0
quadratic,distributed,17,0,32,0,17.795993646249094,5.965902051869288,0.0028497361609112768,4,1.6944274241678171e-09,0.021148910670829944,0.07396218506619334,0.40697869495488703,0.5999525180086493,208.775390625,230.0,1.664369118149137,,,,,0.9969757795333862,0.0030241934582591057,693.0,1.0,1.9024781749976682e-10,0
quadratic,distributed,17,0,48,16,13.510700921462453,5.198211408063826,0.0026045163518769233,20,0.010351763297448299,16.085809440344278,1.2579952073283494,2.19854430295527,5.475576459895819,214.44482421875,242.0,0.2704986962371862,0.2713549648781271,15.19846886600132,0.14132251514699234,0.13280195327373256,0.9969261884689331,0.003073770320042968,690.0,1.0,0.0002953610627596248,0
quadratic,distributed,17,0,64,32,11.562631175755579,4.808873293351693,0.002484641545463468,36,0.008008797705014198,25.078483423377996,2.4349052575416863,4.071010560262948,10.439641245873645,222.76953125,254.0,0.1797202857892206,0.18490924070193943,24.937254879595987,0.09335039848144255,0.09242266073270144,0.9968750476837158,0.0031250002793967724,686.0,1.0,0.00012676270639744303,0
quadratic,distributed,17,0,96,64,9.171621295612159,4.282901188589846,0.002314769889522298,68,0.006168328926925256,7.487068623283734,4.780525276204571,8.014543413184583,20.390538905980065,226.27001953125,266.0,0.105462032593275,0.106662816963528,7.207427042072824,0.05692470726299881,0.053482273938660896,0.9967672228813171,0.003232758492231369,683.0,1.0,8.100403933397615e-05,0
quadratic,distributed,17,0,128,96,7.516627402392838,3.8772741461993214,0.0021573248170209977,100,0.0063102787855086225,7.621085331292504,7.144087796332315,12.184662527870387,30.577245184918866,229.74267578125,278.0,0.08268063139706,0.08545770044549689,7.40900664333117,0.04773322438911709,0.038861710903313806,0.996651828289032,0.00334821455180645,680.0,1.0,0.00012322423326605048,0
quadratic,distributed,17,0,192,160,5.149557711011238,3.209223492065094,0.0019341020149632065,164,0.005411200313570059,7.40088630379154,11.876485063461587,21.05802419432439,51.40264937793836,236.5185546875,278.0,0.050433020799335676,0.05075817502649544,7.299215368649142,0.028016893322503122,0.02529599282259909,0.9963942766189575,0.003605769481509924,670.0,1.0,0.0002467819265987714,0
quadratic,distributed,17,0,256,224,3.573830085275665,2.673510832323544,0.0017395344773159659,228,0.0061936570833437165,6.598950416329502,16.60085167735815,30.476665493566543,72.76929661701433,249.353515625,298.0,0.03411838058922377,0.03481912282898759,3.9910692313024336,0.022273029529450206,0.017044380954538862,0.99609375,0.00390625,664.0,1.0,0.0012207154369541229,0
raw,distributed,17,0,32,0,17.79599364624902,5.965902051869276,0.0028497361609112768,4,1.694431816150774e-09,0.021148910672860153,0.07330935285426676,0.4072060820180923,0.5997029559221119,208.775390625,230.0,1.6643691181490972,,,,,0.9969757795333862,0.0030241934582591057,693.0,1.0,1.9025137021344563e-10,0
raw,distributed,17,0,48,16,13.729702324814033,5.240172196562635,0.0026157688769173505,20,0.005675019519679218,22.942547981229595,1.2564678699709475,2.2361190910451114,5.556199054000899,219.09423828125,254.0,0.35772092905003255,0.15641114002586506,22.942236390331818,0.07836102906221676,0.077376740305521,0.9969261884689331,0.003073770320042968,688.0,1.0,7.991848658406298e-07,0
raw,distributed,17,0,64,32,12.044122048863175,4.907977597516756,0.0025099203842366925,36,0.010853719884197185,16.55608061106078,2.4339312338270247,4.173099429812282,10.601072523975745,221.6669921875,266.0,0.3569278120744556,0.2345230276583567,16.54748115520463,0.13215793214542337,0.11713235959316926,0.9968750476837158,0.0031250002793967724,684.0,1.0,7.20944181065164e-05,0
