metric,value
geodesic_mapping.step_sizes_by_latent_id[46],0.07861350651821299
geodesic_mapping.step_sizes_by_latent_id[47],0.08565800744560212
geodesic_mapping.step_sizes_by_latent_id[48],0.08752293828893201
geodesic_mapping.step_sizes_by_latent_id[49],0.07559973152844196
geodesic_mapping.step_sizes_by_latent_id[50],0.019013643724871812
geodesic_mapping.step_sizes_by_latent_id[51],0.10850773726544549
geodesic_mapping.step_sizes_by_latent_id[52],0.10404218412568547
geodesic_mapping.step_sizes_by_latent_id[53],0.05051335854737923
geodesic_mapping.step_sizes_by_latent_id[54],0.0593662476284494
geodesic_mapping.step_sizes_by_latent_id[55],0.09278334614893566
geodesic_mapping.step_sizes_by_latent_id[56],0.09582210268509185
geodesic_mapping.step_sizes_by_latent_id[57],0.0632108445707875
geodesic_mapping.step_sizes_by_latent_id[58],0.042198529142890864
geodesic_mapping.step_sizes_by_latent_id[59],0.10077581515739285
geodesic_mapping.step_sizes_by_latent_id[60],0.11111775813351468
geodesic_mapping.step_sizes_by_latent_id[61],0.028856166156324917
geodesic_mapping.step_sizes_by_latent_id[62],0.07031601628809475
geodesic_mapping.step_sizes_by_latent_id[63],0.08361428478737434
geodesic_mapping.step_sizes_by_latent_id[64],0.0696946827553015
geodesic_mapping.step_sizes_by_latent_id[65],0.08781738519867424
geodesic_mapping.step_sizes_by_latent_id[66],0.11070026557893413
geodesic_mapping.step_sizes_by_latent_id[67],0.02666820215418457
geodesic_mapping.step_sizes_by_latent_id[68],0.04196560739250106
geodesic_mapping.step_sizes_by_latent_id[69],0.1038468246541457
geodesic_mapping.step_sizes_by_latent_id[70],0.09485748411729465
geodesic_mapping.step_sizes_by_latent_id[71],0.06278798260032456
geodesic_mapping.step_sizes_by_latent_id[72],0.06697467493033629
geodesic_mapping.step_sizes_by_latent_id[73],0.08977589802436266
geodesic_mapping.step_sizes_by_latent_id[74],0.10119725865358585
geodesic_mapping.step_sizes_by_latent_id[75],0.05195518559926271
geodesic_mapping.step_sizes_by_latent_id[76],0.03680009577066384
geodesic_mapping.step_sizes_by_latent_id[77],0.10590111918520749
geodesic_mapping.step_sizes_by_latent_id[78],0.0840763977369959
geodesic_mapping.step_sizes_by_latent_id[79],0.07679096345060216
geodesic_mapping.step_sizes_by_latent_id[80],0.0774805752515722
geodesic_mapping.step_sizes_by_latent_id[81],0.0798027526940221
geodesic_mapping.step_sizes_by_latent_id[82],0.10823247589788729
geodesic_mapping.step_sizes_by_latent_id[83],0.0324571600972964
geodesic_mapping.step_sizes_by_latent_id[84],0.05294434410041677
geodesic_mapping.step_sizes_by_latent_id[85],0.09769670273258003
geodesic_mapping.step_sizes_by_latent_id[86],0.09252869215795347
geodesic_mapping.step_sizes_by_latent_id[87],0.06465837374907962
geodesic_mapping.step_sizes_by_latent_id[88],0.056943541356245554
geodesic_mapping.step_sizes_by_latent_id[89],0.0954208175282173
geodesic_mapping.step_sizes_by_latent_id[90],0.10238547566547662
geodesic_mapping.step_sizes_by_latent_id[91],0.047534527946336703
geodesic_mapping.step_sizes_by_latent_id[92],0.003776185104746584
geodesic_mapping.step_sizes_by_latent_id[93],0.11116389634338933
geodesic_mapping.step_sizes_by_latent_id[94],0.08606791143374158
geodesic_mapping.step_sizes_by_latent_id[95],0.07321266981414433
geodesic_mapping.step_sizes_by_latent_id[96],0.051204075855538746
geodesic_mapping.step_sizes_by_latent_id[97],0.08291987557612632
geodesic_mapping.step_sizes_by_latent_id[98],0.10400510867860976
geodesic_mapping.step_sizes_by_latent_id[99],0.07060774922150596
geodesic_mapping.step_sizes_by_latent_id[100],0.06563933994941777
geodesic_mapping.step_sizes_by_latent_id[101],0.10738236918970204
geodesic_mapping.step_sizes_by_latent_id[102],0.09560526574086972
geodesic_mapping.step_sizes_by_latent_id[103],0.01856726527549279
geodesic_mapping.step_sizes_by_latent_id[104],0.03089300630633522
geodesic_mapping.step_sizes_by_latent_id[105],0.0925724462385098
geodesic_mapping.step_sizes_by_latent_id[106],0.11173688822169493
geodesic_mapping.step_sizes_by_latent_id[107],0.057370050311461515
geodesic_mapping.step_sizes_by_latent_id[108],0.07487193700232249
geodesic_mapping.step_sizes_by_latent_id[109],0.10127720228991523
geodesic_mapping.step_sizes_by_latent_id[110],0.08856451182185231
geodesic_mapping.step_sizes_by_latent_id[111],0.0402301518760845
geodesic_mapping.step_sizes_by_latent_id[112],0.04681879593093958
geodesic_mapping.step_sizes_by_latent_id[113],0.08504705553379062
geodesic_mapping.step_sizes_by_latent_id[114],0.09833005337435906
geodesic_mapping.step_sizes_by_latent_id[115],0.07878055525753894
geodesic_mapping.step_sizes_by_latent_id[116],0.06228590733801072
geodesic_mapping.step_sizes_by_latent_id[117],0.10901606891070673
geodesic_mapping.step_sizes_by_latent_id[118],0.08942070533854656
geodesic_mapping.step_sizes_by_latent_id[119],0.039559937847678604
geodesic_mapping.step_sizes_by_latent_id[120],0.02231726352222597
geodesic_mapping.step_sizes_by_latent_id[121],0.09434242611243969
geodesic_mapping.step_sizes_by_latent_id[122],0.10659710617053504
geodesic_mapping.step_sizes_by_latent_id[123],0.06736703677643323
geodesic_mapping.step_sizes_by_latent_id[124],0.07178752389066062
geodesic_mapping.step_sizes_by_latent_id[125],0.10289427267443028
geodesic_mapping.step_sizes_by_latent_id[126],0.08198995453364157
geodesic_mapping.step_sizes_by_latent_id[127],0.05349480600781348
geodesic_mapping.step_sizes_by_latent_id[128],0.0967051485520689
geodesic_mapping.step_sizes_by_latent_id[129],0.05833686569742907
geodesic_mapping.step_sizes_by_latent_id[130],0.05495793457154482
geodesic_mapping.step_sizes_by_latent_id[131],0.09866550725156546
geodesic_mapping.step_sizes_by_latent_id[132],0.1101209312491351
geodesic_mapping.step_sizes_by_latent_id[133],0.025069031598641198
geodesic_mapping.step_sizes_by_latent_id[134],0.07620674343925893
geodesic_mapping.step_sizes_by_latent_id[135],0.0833533980073342
geodesic_mapping.step_sizes_by_latent_id[136],0.08442528537531724
geodesic_mapping.step_sizes_by_latent_id[137],0.07233339273528304
geodesic_mapping.step_sizes_by_latent_id[138],0.028198675982123462
geodesic_mapping.step_sizes_by_latent_id[139],0.1075379115565129
geodesic_mapping.step_sizes_by_latent_id[140],0.10340880618152365
geodesic_mapping.step_sizes_by_latent_id[141],0.04082116726158345
geodesic_mapping.step_sizes_by_latent_id[142],0.06613075720555715
geodesic_mapping.step_sizes_by_latent_id[143],0.08936604734244208
geodesic_mapping.step_sizes_by_latent_id[144],0.09183517286176235
geodesic_mapping.step_sizes_by_latent_id[145],0.06421694104316437
geodesic_mapping.step_sizes_by_latent_id[146],0.04592328482063011
geodesic_mapping.step_sizes_by_latent_id[147],0.10221722654414708
