N_A,N_B,Q_A,Q_B,W_A,W_B,category,common_support_mse,comparison_seed,comparison_seeds,comparisons,correlations,count_bins,distance_to_silhouette,emitters,epsilon,foreground_mse,foreground_sampling,foreground_writes_per_pixel,fraction_self_sse_from_support_switch_pixels,fraction_sse_from_support_switch,full_rerender_support_switch_scalar_fraction,independent_visibility_rate_difference,interior_mse,local_mc_sse,mc_self_mse_per_rgb_scalar,mc_self_rmse,mc_self_sse,near_final_support_threshold,parameter,pixel,pixels,reference_seed,regions,resolution,sample_a_rgb,sample_b_rgb,sample_realization_gradient,sample_sets,sampling_method,section,silhouette_0_8px_mse,silhouette_band_mse,silhouette_regions,spatial_rgb_gradient_norm,support_A,support_B,support_decomposition,support_switch_foreground_fraction,support_switch_fraction,support_switch_fraction_on_target_foreground,support_switch_mc_self_sse,support_switch_mse,support_switch_pixel_fraction,target_rgb,view,whole_image_mse,whole_image_sse,writes_per_pixel
,,,,,,,,,,,"{""delta_count"": {""all_pixels"": {""pearson"": 0.030261795967817307, ""spearman"": 0.8716210926909232, ""samples"": 1310720}, ""common_support"": {""pearson"": 0.004419428762048483, ""spearman"": 0.06313619853576881, ""samples"": 371159}}, ""delta_weight"": {""all_pixels"": {""pearson"": 0.010540474206209183, ""spearman"": 0.9547109295295219, ""samples"": 1310720}, ""common_support"": {""pearson"": 0.00608237087726593, ""spearman"": 0.057735896516301344, ""samples"": 371159}}, ""mean_count"": {""all_pixels"": {""pearson"": 0.01318837609142065, ""spearman"": 0.9610984112004451, ""samples"": 1310720}, ""common_support"": {""pearson"": -0.010213401168584824, ""spearman"": 0.25472214439643953, ""samples"": 371159}}, ""mean_weight"": {""all_pixels"": {""pearson"": -0.0026014898903667927, ""spearman"": 0.9576723985331229, ""samples"": 1310720}, ""common_support"": {""pearson"": -0.009833344258368015, ""spearman"": 0.1402188312340606, ""samples"": 371159}}}","[{""count_bin"": ""N=0"", ""pixels"": 926046, ""mean_mc_self_mse"": 0.0, ""median_mc_self_mse"": 0.0, ""p90_mc_self_mse"": 0.0, ""p95_mc_self_mse"": 0.0, ""mean_spatial_rgb_gradient"": 0.0004092130111530423, ""spatial_rgb_gradient_variance"": 0.00011065827857237309}, {""count_bin"": ""N=1"", ""pixels"": 1826, ""mean_mc_self_mse"": 0.0, ""median_mc_self_mse"": 0.0, ""p90_mc_self_mse"": 0.0, ""p95_mc_self_mse"": 0.0, ""mean_spatial_rgb_gradient"": 0.12101568281650543, ""spatial_rgb_gradient_variance"": 0.02160090021789074}, {""count_bin"": ""N=2-3"", ""pixels"": 2710, ""mean_mc_self_mse"": 6.195651076268405e-05, ""median_mc_self_mse"": 0.0, ""p90_mc_self_mse"": 0.0, ""p95_mc_self_mse"": 0.0, ""mean_spatial_rgb_gradient"": 0.22868068516254425, ""spatial_rgb_gradient_variance"": 0.026695862412452698}, {""count_bin"": ""N=4-7"", ""pixels"": 4533, ""mean_mc_self_mse"": 0.008093002252280712, ""median_mc_self_mse"": 0.0, ""p90_mc_self_mse"": 8.124428632072522e-07, ""p95_mc_self_mse"": 0.009046310558915138, ""mean_spatial_rgb_gradient"": 0.3608352541923523, ""spatial_rgb_gradient_variance"": 0.022338232025504112}, {""count_bin"": ""N=8-15"", ""pixels"": 83919, ""mean_mc_self_mse"": 0.0011998866684734821, ""median_mc_self_mse"": 1.5930497738736449e-06, ""p90_mc_self_mse"": 3.9712467696517706e-05, ""p95_mc_self_mse"": 0.0001708011404844001, ""mean_spatial_rgb_gradient"": 0.0540606863796711, ""spatial_rgb_gradient_variance"": 0.014131756499409676}, {""count_bin"": ""N=16-31"", ""pixels"": 218822, ""mean_mc_self_mse"": 0.00016608617443125695, ""median_mc_self_mse"": 3.727958301169565e-06, ""p90_mc_self_mse"": 8.09006451163441e-05, ""p95_mc_self_mse"": 0.00020039740775246173, ""mean_spatial_rgb_gradient"": 0.05118013918399811, ""spatial_rgb_gradient_variance"": 0.004849047400057316}, {""count_bin"": ""N=32-63"", ""pixels"": 64384, ""mean_mc_self_mse"": 0.00011842244566651061, ""median_mc_self_mse"": 1.2140431863372214e-05, ""p90_mc_self_mse"": 0.00020172452786937356, ""p95_mc_self_mse"": 0.0004208477330394089, ""mean_spatial_rgb_gradient"": 0.08677688986063004, ""spatial_rgb_gradient_variance"": 0.004166737664490938}, {""count_bin"": ""N>=64"", ""pixels"": 8480, ""mean_mc_self_mse"": 5.556178803090006e-05, ""median_mc_self_mse"": 9.387260433868505e-06, ""p90_mc_self_mse"": 0.00011173239181516692, ""p95_mc_self_mse"": 0.00021624875080306083, ""mean_spatial_rgb_gradient"": 0.07487443089485168, ""spatial_rgb_gradient_variance"": 0.00260145147331059}]",,65536,,,"{""target_foreground"": {""pixels"": 376883, ""coverage"": 0.9983045136023646, ""writes_per_pixel"": 23.835312285245024, ""zero_fraction"": 0.0016954863976353404, ""count_lt2_fraction"": 0.0025047561179464186, ""count_lt4_fraction"": 0.004407203296513772, ""median_of_view_medians"": 19.5, ""median_of_view_p90"": 42.5, ""median_of_view_p95"": 52.5}, ""predicted_foreground"": {""pixels"": 371712, ""coverage"": 1.0, ""writes_per_pixel"": 24.076322529269973, ""zero_fraction"": 0.0, ""count_lt2_fraction"": 0.0, ""count_lt4_fraction"": 1.8831783746556474e-05, ""median_of_view_medians"": 19.5, ""median_of_view_p90"": 43.0, ""median_of_view_p95"": 52.5}, ""union_foreground"": {""pixels"": 376967, ""coverage"": 0.9983048914095929, ""writes_per_pixel"": 23.83425604893797, ""zero_fraction"": 0.0016951085904071178, ""count_lt2_fraction"": 0.002504197980194553, ""count_lt4_fraction"": 0.004406221234219441, ""median_of_view_medians"": 19.5, ""median_of_view_p90"": 42.5, ""median_of_view_p95"": 52.5}, ""intersection_foreground"": {""pixels"": 371628, ""coverage"": 1.0, ""writes_per_pixel"": 24.077448416158095, ""zero_fraction"": 0.0, ""count_lt2_fraction"": 0.0, ""count_lt4_fraction"": 1.8836040341416687e-05, ""median_of_view_medians"": 19.5, ""median_of_view_p90"": 43.0, ""median_of_view_p95"": 52.5}, ""interior_foreground"": {""pixels"": 275744, ""coverage"": 1.0, ""writes_per_pixel"": 20.8654948067773, ""zero_fraction"": 0.0, ""count_lt2_fraction"": 0.0, ""count_lt4_fraction"": 0.0, ""median_of_view_medians"": 18.0, ""median_of_view_p90"": 32.5, ""median_of_view_p95"": 41.0}}",23.835312285245024,0.8136139095411601,,,0.0001129150390624667,,,0.00013884410643777559,0.011783212908106837,545.9572415703636,,,,1310720,,,"[256, 256]",,,,,,accumulation,,,"[{""region"": ""BACKGROUND"", ""pixels"": 826567, ""mean_contribution_count"": 0.0, ""support_switch_fraction"": 0.0, ""mc_self_mse_per_rgb_scalar"": 0.0, ""mc_self_sse"": 0.0, ""fraction_total_mc_self_sse"": 0.0, ""mean_rgb_intensity"": 0.0, ""mean_spatial_rgb_gradient"": 0.0}, {""region"": ""SILHOUETTE_0_1PX"", ""pixels"": 24805, ""mean_contribution_count"": 9.94497077202177, ""support_switch_fraction"": 0.03084055633944769, ""mc_self_mse_per_rgb_scalar"": 0.0035295553366836542, ""mc_self_sse"": 262.65186037931414, ""fraction_total_mc_self_sse"": 0.4810850381319894, ""mean_rgb_intensity"": 0.10105593342426394, ""mean_spatial_rgb_gradient"": 0.27189608184017544}, {""region"": ""SILHOUETTE_1_2PX"", ""pixels"": 24563, ""mean_contribution_count"": 14.350771485567725, ""support_switch_fraction"": 0.007653788218051541, ""mc_self_mse_per_rgb_scalar"": 0.0016870697787998105, ""mc_self_sse"": 124.31848492997923, ""fraction_total_mc_self_sse"": 0.22770736509034273, ""mean_rgb_intensity"": 0.16432180561130436, ""mean_spatial_rgb_gradient"": 0.09651239353122472}, {""region"": ""SILHOUETTE_2_4PX"", ""pixels"": 52438, ""mean_contribution_count"": 20.39124299172356, ""support_switch_fraction"": 0.0004004729394713757, ""mc_self_mse_per_rgb_scalar"": 0.00032034278526177416, ""mc_self_sse"": 50.39440492067074, ""fraction_total_mc_self_sse"": 0.09230467348636834, ""mean_rgb_intensity"": 0.21179596707324305, ""mean_spatial_rgb_gradient"": 0.06238402552843581}, {""region"": ""SILHOUETTE_4_8PX"", ""pixels"": 106603, ""mean_contribution_count"": 15.062596737427652, ""support_switch_fraction"": 9.380599045055018e-06, ""mc_self_mse_per_rgb_scalar"": 4.333328621054249e-05, ""mc_self_sse"": 13.858374929707383, ""fraction_total_mc_self_sse"": 0.025383626911598164, ""mean_rgb_intensity"": 0.2655278972877903, ""mean_spatial_rgb_gradient"": 0.030583963484823753}, {""region"": ""INTERIOR_GT_8PX"", ""pixels"": 275744, ""mean_contribution_count"": 20.8654948067773, ""support_switch_fraction"": 0.00015594174306603225, ""mc_self_mse_per_rgb_scalar"": 0.00011451940496824608, ""mc_self_sse"": 94.73411641069214, ""fraction_total_mc_self_sse"": 0.17351929637970137, ""mean_rgb_intensity"": 0.631899791733909, ""mean_spatial_rgb_gradient"": 0.03324352811161508}]",,,,"[{""class"": ""UNSUPPORTED_BOTH"", ""pixels"": 938543, ""total_pixel_fraction"": 0.7160514831542969, ""foreground_pixel_fraction"": 0.012765234834152775, ""mc_self_sse"": 0.0, ""mc_self_mse_per_rgb_scalar"": 0.0, ""fraction_total_mc_self_sse"": 0.0}, {""class"": ""COMMON_SUPPORT"", ""pixels"": 371159, ""total_pixel_fraction"": 0.2831718444824219, ""foreground_pixel_fraction"": 0.9846663288076141, ""mc_self_sse"": 101.7588358139925, ""mc_self_mse_per_rgb_scalar"": 9.138835899977503e-05, ""fraction_total_mc_self_sse"": 0.18638609045883991}, {""class"": ""SUPPORT_SWITCH_A_ONLY"", ""pixels"": 553, ""total_pixel_fraction"": 0.000421905517578125, ""foreground_pixel_fraction"": 0.0013903519129278847, ""mc_self_sse"": 257.0640088306627, ""mc_self_mse_per_rgb_scalar"": 0.1549511807297545, ""fraction_total_mc_self_sse"": 0.4708500762646849}, {""class"": ""SUPPORT_SWITCH_B_ONLY"", ""pixels"": 465, ""total_pixel_fraction"": 0.000354766845703125, ""foreground_pixel_fraction"": 0.001178084445305307, ""mc_self_sse"": 187.1343969257084, ""mc_self_mse_per_rgb_scalar"": 0.13414652109369776, ""fraction_total_mc_self_sse"": 0.34276383327647514}]",,,0.0025684363582331917,444.19840575637113,,0.00077667236328125,,,,,6.88759765625
,,,,,,,,,,,"{""delta_count"": {""all_pixels"": {""pearson"": 0.030580781400203705, ""spearman"": 0.8823029545651911, ""samples"": 1310720}, ""common_support"": {""pearson"": 0.021241532638669014, ""spearman"": 0.06558386735615894, ""samples"": 361865}}, ""delta_weight"": {""all_pixels"": {""pearson"": 0.04067119210958481, ""spearman"": 0.9630334852836919, ""samples"": 1310720}, ""common_support"": {""pearson"": 0.027997998520731926, ""spearman"": 0.081690662285848, ""samples"": 361865}}, ""mean_count"": {""all_pixels"": {""pearson"": 0.007332540117204189, ""spearman"": 0.9670543997001518, ""samples"": 1310720}, ""common_support"": {""pearson"": 0.028223427012562752, ""spearman"": 0.2330553862696813, ""samples"": 361865}}, ""mean_weight"": {""all_pixels"": {""pearson"": -0.0012628015829250216, ""spearman"": 0.962040581816377, ""samples"": 1310720}, ""common_support"": {""pearson"": 0.012977522797882557, ""spearman"": 0.05666138023184346, ""samples"": 361865}}}","[{""count_bin"": ""N=0"", ""pixels"": 3767841, ""mean_mc_self_mse"": 0.0, ""median_mc_self_mse"": 0.0, ""p90_mc_self_mse"": 0.0, ""p95_mc_self_mse"": 0.0, ""mean_spatial_rgb_gradient"": 0.00022351773804984987, ""spatial_rgb_gradient_variance"": 5.867378422408365e-05}, {""count_bin"": ""N=1"", ""pixels"": 3198, ""mean_mc_self_mse"": 0.0, ""median_mc_self_mse"": 0.0, ""p90_mc_self_mse"": 0.0, ""p95_mc_self_mse"": 0.0, ""mean_spatial_rgb_gradient"": 0.12611065804958344, ""spatial_rgb_gradient_variance"": 0.02015344798564911}, {""count_bin"": ""N=2-3"", ""pixels"": 4238, ""mean_mc_self_mse"": 0.00010886479867622256, ""median_mc_self_mse"": 0.0, ""p90_mc_self_mse"": 0.0, ""p95_mc_self_mse"": 0.0, ""mean_spatial_rgb_gradient"": 0.21869845688343048, ""spatial_rgb_gradient_variance"": 0.022189607843756676}, {""count_bin"": ""N=4-7"", ""pixels"": 7446, ""mean_mc_self_mse"": 0.011102152988314629, ""median_mc_self_mse"": 0.0, ""p90_mc_self_mse"": 1.2031194955852698e-06, ""p95_mc_self_mse"": 7.241842104122043e-05, ""mean_spatial_rgb_gradient"": 0.29274246096611023, ""spatial_rgb_gradient_variance"": 0.02503042109310627}, {""count_bin"": ""N=8-15"", ""pixels"": 367429, ""mean_mc_self_mse"": 0.002320714294910431, ""median_mc_self_mse"": 5.893440402360284e-07, ""p90_mc_self_mse"": 1.141235316026723e-05, ""p95_mc_self_mse"": 2.9809971238137223e-05, ""mean_spatial_rgb_gradient"": 0.026880867779254913, ""spatial_rgb_gradient_variance"": 0.006123656406998634}, {""count_bin"": ""N=16-31"", ""pixels"": 807179, ""mean_mc_self_mse"": 0.00017215668049175292, ""median_mc_self_mse"": 1.0172652764595114e-06, ""p90_mc_self_mse"": 2.371451409999281e-05, ""p95_mc_self_mse"": 5.919154500588775e-05, ""mean_spatial_rgb_gradient"": 0.028111254796385765, ""spatial_rgb_gradient_variance"": 0.002954743104055524}, {""count_bin"": ""N=32-63"", ""pixels"": 229267, ""mean_mc_self_mse"": 9.044951730174944e-05, ""median_mc_self_mse"": 3.3429237191739958e-06, ""p90_mc_self_mse"": 8.088548202067614e-05, ""p95_mc_self_mse"": 0.00020190661598462611, ""mean_spatial_rgb_gradient"": 0.06046736612915993, ""spatial_rgb_gradient_variance"": 0.004191516432911158}, {""count_bin"": ""N>=64"", ""pixels"": 56282, ""mean_mc_self_mse"": 4.502700539887883e-05, ""median_mc_self_mse"": 3.964204552175943e-06, ""p90_mc_self_mse"": 6.50554065941833e-05, ""p95_mc_self_mse"": 0.00014414470933843404, ""mean_spatial_rgb_gradient"": 0.061185989528894424, ""spatial_rgb_gradient_variance"": 0.002271384699270129}]",,262144,,,"{""target_foreground"": {""pixels"": 1470084, ""coverage"": 0.9946710528105877, ""writes_per_pixel"": 24.500717646066484, ""zero_fraction"": 0.005328947189412306, ""count_lt2_fraction"": 0.006078564218099102, ""count_lt4_fraction"": 0.007341077108518969, ""median_of_view_medians"": 19.5, ""median_of_view_p90"": 45.0, ""median_of_view_p95"": 58.5}, ""predicted_foreground"": {""pixels"": 1449268, ""coverage"": 1.0, ""writes_per_pixel"": 24.77990061189511, ""zero_fraction"": 0.0, ""count_lt2_fraction"": 0.0, ""count_lt4_fraction"": 5.520028041742452e-06, ""median_of_view_medians"": 20.0, ""median_of_view_p90"": 45.0, ""median_of_view_p95"": 59.0}, ""union_foreground"": {""pixels"": 1472086, ""coverage"": 0.9946783000449702, ""writes_per_pixel"": 24.49089455371493, ""zero_fraction"": 0.005321699955029801, ""count_lt2_fraction"": 0.00607029752337839, ""count_lt4_fraction"": 0.007331093427965485, ""median_of_view_medians"": 19.5, ""median_of_view_p90"": 45.0, ""median_of_view_p95"": 58.5}, ""intersection_foreground"": {""pixels"": 1447266, ""coverage"": 1.0, ""writes_per_pixel"": 24.79027835933408, ""zero_fraction"": 0.0, ""count_lt2_fraction"": 0.0, ""count_lt4_fraction"": 5.527663884869817e-06, ""median_of_view_medians"": 20.0, ""median_of_view_p90"": 45.0, ""median_of_view_p95"": 59.0}, ""interior_foreground"": {""pixels"": 1106801, ""coverage"": 1.0, ""writes_per_pixel"": 22.678485111596395, ""zero_fraction"": 0.0, ""count_lt2_fraction"": 0.0, ""count_lt4_fraction"": 1.807009570826192e-06, ""median_of_view_medians"": 20.0, ""median_of_view_p90"": 37.0, ""median_of_view_p95"": 47.0}}",24.500717646066484,0.9544764508624921,,,1.5258789062277955e-06,,,0.00020943798756856345,0.014471972483685955,3294.1747087904096,,,,5242880,,,"[512, 512]",,,,,,accumulation,,,"[{""region"": ""BACKGROUND"", ""pixels"": 3557397, ""mean_contribution_count"": 0.0, ""support_switch_fraction"": 0.0, ""mc_self_mse_per_rgb_scalar"": 0.0, ""mc_self_sse"": 0.0, ""fraction_total_mc_self_sse"": 0.0, ""mean_rgb_intensity"": 0.0, ""mean_spatial_rgb_gradient"": 0.0}, {""region"": ""SILHOUETTE_0_1PX"", ""pixels"": 58005, ""mean_contribution_count"": 10.56088268252737, ""support_switch_fraction"": 0.018653564347901042, ""mc_self_mse_per_rgb_scalar"": 0.0028697051884016872, ""mc_self_sse"": 499.3717483597196, ""fraction_total_mc_self_sse"": 0.15159236910755236, ""mean_rgb_intensity"": 0.1457313802630498, ""mean_spatial_rgb_gradient"": 0.17913482566943867}, {""region"": ""SILHOUETTE_1_2PX"", ""pixels"": 59982, ""mean_contribution_count"": 16.591160681537794, ""support_switch_fraction"": 0.006852055616685005, ""mc_self_mse_per_rgb_scalar"": 0.001311027486606803, ""mc_self_sse"": 235.9141521049478, ""fraction_total_mc_self_sse"": 0.07161555562776246, ""mean_rgb_intensity"": 0.22456119719623568, ""mean_spatial_rgb_gradient"": 0.08552371515723554}, {""region"": ""SILHOUETTE_2_4PX"", ""pixels"": 143660, ""mean_contribution_count"": 23.341076152025614, ""support_switch_fraction"": 0.004183488792983433, ""mc_self_mse_per_rgb_scalar"": 0.0014614233987884438, ""mc_self_sse"": 629.8442564098435, ""fraction_total_mc_self_sse"": 0.19119940868015362, ""mean_rgb_intensity"": 0.3100083572194385, ""mean_spatial_rgb_gradient"": 0.05061160008455707}, {""region"": ""SILHOUETTE_4_8PX"", ""pixels"": 317035, ""mean_contribution_count"": 19.094825492453516, ""support_switch_fraction"": 0.0019051524279653665, ""mc_self_mse_per_rgb_scalar"": 0.0010275139304761587, ""mc_self_sse"": 977.2736368455269, ""fraction_total_mc_self_sse"": 0.2966672150805179, ""mean_rgb_intensity"": 0.3767831710590905, ""mean_spatial_rgb_gradient"": 0.02745493356821294}, {""region"": ""INTERIOR_GT_8PX"", ""pixels"": 1106801, ""mean_contribution_count"": 22.678485111596395, ""support_switch_fraction"": 0.0005095766989729861, ""mc_self_mse_per_rgb_scalar"": 0.0002866431921276943, ""mc_self_sse"": 951.7709150703724, ""fraction_total_mc_self_sse"": 0.28892545150401383, ""mean_rgb_intensity"": 0.6179305409237975, ""mean_spatial_rgb_gradient"": 0.020537487616923245}]",,,,"[{""class"": ""UNSUPPORTED_BOTH"", ""pixels"": 3791857, ""total_pixel_fraction"": 0.7232393264770508, ""foreground_pixel_fraction"": 0.01437128762710158, ""mc_self_sse"": 0.0, ""mc_self_mse_per_rgb_scalar"": 0.0, ""fraction_total_mc_self_sse"": 0.0}, {""class"": ""COMMON_SUPPORT"", ""pixels"": 1447761, ""total_pixel_fraction"": 0.2761384963989258, ""foreground_pixel_fraction"": 0.9834866579052626, ""mc_self_sse"": 149.9625242231568, ""mc_self_mse_per_rgb_scalar"": 3.452745865815256e-05, ""fraction_total_mc_self_sse"": 0.04552354913750815}, {""class"": ""SUPPORT_SWITCH_A_ONLY"", ""pixels"": 1507, ""total_pixel_fraction"": 0.00028743743896484373, ""foreground_pixel_fraction"": 0.0009917800615475035, ""mc_self_sse"": 1387.3631907190058, ""mc_self_mse_per_rgb_scalar"": 0.3068708672238456, ""fraction_total_mc_self_sse"": 0.42115653034942785}, {""class"": ""SUPPORT_SWITCH_B_ONLY"", ""pixels"": 1755, ""total_pixel_fraction"": 0.00033473968505859375, ""foreground_pixel_fraction"": 0.0011502744060883595, ""mc_self_sse"": 1756.8489938482478, ""mc_self_mse_per_rgb_scalar"": 0.33368451924942977, ""fraction_total_mc_self_sse"": 0.5333199205130642}]",,,0.002142054467635863,3144.2121845672536,,0.0006221771240234375,,,,,6.888433837890625
