active_after,active_before,active_dofs,batch_size,best_remaining_quadratic,birth_round,candidate_jacobian_nnz,cg_failures,coupling_candidates_before_pruning,coupling_rejections,fixed_k,image_loss,joint_to_independent_ratio,line_search_failures,median_affected_pixels,median_affected_views,method,near_null_candidate_fraction,nonfinite_candidate_score_count,normal_consistency,normal_error,normalized_rgb_mse,optimization_seconds,optimizer_steps,pairwise_max,pairwise_mean,peak_allocated_mib,peak_reserved_mib,point_to_surface_mean,point_to_surface_p95,predicted_joint_gain,predicted_quadratic_gain,predicted_raw_alignment,realized_gain,regional_ear_p2s_mean,regional_head_p2s_mean,regional_leg_p2s_mean,regional_torso_p2s_mean,relative_realized_gain,responsive_candidate_fraction,rgb_mae,rgb_psnr,rho_off,root_failures,round_optimization_seconds,round_scoring_seconds,scoring_seconds,selected_ids,silhouette_f1,silhouette_iou,surface_rms,symmetric_chamfer,target_point_rms,top10_error_region_fraction,top25_error_region_fraction,total_seconds
1664,1536,1664,128,0.0037178095250400443,20,7382871,0,128,0,,902.155726225706,1.0106110196482352,3,265.0,4.0,observation_driven,0.0,0,0.9860239213787303,0.013976078621269705,0.0011471503273337122,14.038501954870299,25,0.4569822184475603,0.00027918966307736575,1517.4609375,2130.0,0.0020663405604944033,0.00527511032706154,0.44615052707149017,0.4414661213834601,675.5967923699056,0.0,0.002076739546855875,0.0013982931767607266,0.0038244263993991033,0.0013408351884965635,0.0,1.0,0.005155509398808242,29.403796666204165,0.10429981613637834,0,1.3315269469749182,0.34905487298965454,6.944227170897648,"[76, 2281, 398, 3754, 890, 41, 541, 701, 2467, 3798, 1020, 2019, 1907, 3232, 2104, 2111, 1612, 3204, 3490, 1874, 3460, 3928, 683, 1033, 2755, 1029, 819, 676, 3991, 3427, 3975, 1015, 748, 3321, 4041, 924, 3403, 3954, 2002, 2636, 703, 3704, 2250, 3088, 884, 1504, 3703, 2482, 3548, 2915, 1833, 2154, 2658, 109, 1357, 2563, 3212, 2316, 3865, 3005, 850, 2661, 813, 1530, 3520, 268, 2964, 2094, 128, 2835, 4052, 3188, 2288, 3901, 2579, 1841, 3036, 2663, 2906, 3279, 1674, 2302, 1282, 1261, 1604, 1861, 2351, 1904, 2304, 3487, 2027, 934, 969, 2212, 2891, 1935, 286, 4003, 2473, 2191, 108, 3774, 3827, 4053, 2765, 2186, 2684, 1281, 3831, 1111, 928, 1824, 233, 2523, 1182, 917, 442, 1010, 1397, 194, 2122, 1588, 2146, 1656, 2402, 174, 54, 3658]",0.9923804259144059,0.9848760366439819,0.005110308743782423,0.005054206040399583,0.0022154287261934337,0.046875,0.1953125,23.774841968202963
,,32,,,0,,0,,,,977.5290921939675,,0,,,uniform_matched,,,0.9855171562903475,0.014482843709652471,0.0012429925183537387,1.7552568390965462,5,,,929.77734375,1048.0,0.0025648637342422995,0.0076128570499629416,,,,,0.0031427122431406823,0.001765430330932337,0.004451397440551143,0.0016265074015595635,,,0.0059029978046145,29.055314853949326,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005477155371492723,0.005435596313979524,0.002966518906547417,,,1.8379859919659793
,,64,32,,1,,0,,,,971.2293947356933,,0,,,uniform_matched,,,0.985679662116814,0.014320337883185985,0.0012349820387976243,2.1621276300866157,1,,,946.4970703125,1180.0,0.002516375470146566,0.0074418606788713825,,,,6.299697458274181,0.003058520781063831,0.0017252327299841774,0.004367724795881427,0.0016051163261688293,,,0.005851067589949641,29.08339358604966,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005446238402304706,0.0053966716659156165,0.002897749686599203,,,2.365641637938097
,,96,32,,2,,0,,,,966.8090082559463,,0,,,uniform_matched,,,0.9857258881949069,0.014274111805093082,0.0012293612267251922,2.594593025976792,1,,,994.71142578125,1260.0,0.0024944071282377465,0.007274663191080423,,,,4.4203864797469805,0.00308086596792016,0.001684301719620277,0.004286524871056047,0.0016037430464791306,,,0.005811682304293311,29.10320488372179,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005435411726352445,0.005377530113925225,0.0028617089411411122,,,2.9184333980083466
,,128,32,,3,,0,,,,961.6950196721202,,0,,,uniform_matched,,,0.9857384476645614,0.014261552335438576,0.0012228584539694725,3.055688102962449,1,,,1044.2724609375,1350.0,0.002462198346831482,0.007088363644245859,,,,5.113988583826085,0.002908984517412956,0.0016538052536749883,0.004294135011350105,0.0015954529196786661,,,0.005772701072299891,29.12623809699275,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005399807491449045,0.005349610363807272,0.002794105362155267,,,3.5021181779447943
,,160,32,,4,,0,,,,960.8856058231964,,0,,,uniform_matched,,,0.9857631218512639,0.014236878148736087,0.0012218292310373898,3.5346115110442042,1,,,1068.7392578125,1444.0,0.0024554937246512956,0.007027772261358101,,,,0.8094138489237821,0.0028621771710467324,0.0016416480290269253,0.004320327802769352,0.001586244853676521,,,0.005765271302579865,29.129894890203612,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005398386228836094,0.005344925179101152,0.0027893503831183534,,,4.103795465780422
,,192,32,,5,,0,,,,959.5980322550902,,0,,,uniform_matched,,,0.9857793344299188,0.01422066557008117,0.0012201919965808743,4.028044663136825,1,,,1098.7861328125,1544.0,0.0024367734694344533,0.006984627446522291,,,,1.2875735681062679,0.0028236812663041512,0.0016429942618205275,0.004321403375819857,0.0015587870904061531,,,0.005744839231902951,29.135718279357977,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.0053920976117932595,0.005332587346557696,0.0027769558235317903,,,4.719450783915818
,,224,32,,6,,0,,,,954.924782078394,,0,,,uniform_matched,,,0.9858210262497331,0.014178973750266888,0.0012142496516906662,4.546569462167099,1,,,1119.0283203125,1650.0,0.0024093613552076476,0.006828556159498411,,,,4.673250176696229,0.0027716309112070774,0.0016316408655769844,0.00428101006335124,0.001541770990588777,,,0.005710736877155018,29.156920124329318,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.00536755270585326,0.005307774247906943,0.002725762542617905,,,5.363549388945103
,,256,32,,7,,0,,,,953.2359794051064,,0,,,uniform_matched,,,0.9858457752640168,0.014154224735983156,0.0012121022280440093,5.059775438159704,1,,,1149.88720703125,1760.0,0.002381139273755255,0.00672866565690125,,,,1.6888026732875687,0.002710087870772671,0.0016352144847408242,0.004232744778873496,0.0015263445614268187,,,0.005690386922451927,29.164607504641683,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005350921990190208,0.005287031081043217,0.0026918848330676187,,,5.997737627942115
,,320,64,,8,,0,,,,952.1599653876453,,0,,,uniform_matched,,,0.9858606939336079,0.014139306066392132,0.0012107340054672818,5.5980051890946925,1,,,1172.27392578125,1876.0,0.0023669360445196675,0.006670961579737022,,,,1.0760140174610342,0.0026782124202463283,0.0016355709297490946,0.0042113422145905145,0.0015177686109082442,,,0.005668998825895774,29.169512595378198,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005342802432355899,0.005276376926303367,0.002674055599935705,,,6.660429102834314
,,384,64,,9,,0,,,,950.4086210012655,,0,,,uniform_matched,,,0.9858429470191037,0.014157052980896312,0.0012085070559199847,6.147398384986445,1,,,1197.16455078125,1996.0,0.0023438365473684077,0.006532666354252583,,,,1.7513443863798557,0.002633298273458875,0.001595177621031803,0.0041786484451114825,0.0015107999340266502,,,0.005636775383844078,29.177508096020752,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.00532577072965089,0.005259387690805198,0.002640204285419348,,,7.339467889862135
,,448,64,,10,,0,,,,948.2756387907677,,0,,,uniform_matched,,,0.9858575630651305,0.014142436934869496,0.0012057948287846473,6.708781511988491,1,,,1221.53369140625,2120.0,0.0023245962624830665,0.006527178302079638,,,,2.132982210497744,0.00259192803761533,0.001581333877171501,0.004164310137587301,0.0014947783687489498,,,0.00560793896369291,29.187265829977086,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005311086116144536,0.005245692210371034,0.0026120995552386234,,,8.025482925819233
,,512,64,,11,,0,,,,946.2839800762158,,0,,,uniform_matched,,,0.9859013061455706,0.014098693854429412,0.0012032623037671608,7.295965953031555,1,,,1240.81005859375,2248.0,0.0022978635648740345,0.006413138920716739,,,,1.9916587145519316,0.0025416402412656754,0.001563504792975178,0.004123638611840554,0.0014803719314136923,,,0.005587000417549922,29.196396888188026,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005286272268457572,0.005226457835565064,0.0025650043615362546,,,8.738167208852246
,,640,128,,12,,0,,,,943.0940868929508,,0,,,uniform_matched,,,0.9859040794732985,0.0140959205267015,0.0011992061448325485,7.889997091842815,1,,,1263.91162109375,2380.0,0.0022660357971438765,0.006305939385693233,,,,3.189893183264985,0.0024998544053913396,0.0015312216115470386,0.004094747021575536,0.0014503447989396437,,,0.005537500173054246,29.2110615479284,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005264236440195048,0.005203454592494706,0.002526133402514244,,,9.45927500189282
,,768,128,,13,,0,,,,940.5023012043158,,0,,,uniform_matched,,,0.9859084986607529,0.014091501339247081,0.0011959105189060413,8.510382493725047,1,,,1288.2431640625,2516.0,0.002226989794067431,0.006183234886435032,,,,2.5917856886350137,0.0024398805087010125,0.0015080979596894448,0.00404989419352995,0.001416917620094346,,,0.0054882356576259825,29.223013141596063,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005239073180830391,0.005176091189636658,0.0024769028836241834,,,10.205892509780824
,,896,128,,14,,0,,,,937.6866778433441,,0,,,uniform_matched,,,0.9859233651272556,0.014076634872744354,0.001192330268660665,9.151483013760298,1,,,1310.59619140625,2658.0,0.002194359916358534,0.006053601278331674,,,,2.815623360971699,0.0023804962344492506,0.0014693995740725648,0.004021221600942906,0.0013923269644092447,,,0.005443382921676756,29.236034308459004,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005216020755388778,0.005152045385722928,0.0024312223328247394,,,10.973504542838782
,,1024,128,,15,,0,,,,931.4740001371056,,0,,,uniform_matched,,,0.9859468154597142,0.014053184540285812,0.001184430440441266,9.800284205703065,1,,,1337.6884765625,2804.0,0.002157671008631689,0.005891363779880802,,,,6.212677706238537,0.0022729576257362184,0.0014489082559402317,0.003985512356929331,0.0013736568144970987,,,0.005394245371105008,29.2649043955884,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005193625759018672,0.005125340860065664,0.0023864950534328334,,,11.74994567479007
,,1152,128,,16,,0,,,,927.6596585287009,,0,,,uniform_matched,,,0.9859462320088062,0.014053767991193844,0.001179580254273352,10.458197351545095,1,,,1352.3876953125,2952.0,0.0021352786083996397,0.00579895881226641,,,,3.814341608404675,0.0022214184840452936,0.0014437950002583527,0.003959051076999807,0.0013582824683777252,,,0.005360269775476786,29.28272505984515,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005175331694514355,0.005109182253609901,0.0023473806934951724,,,12.536430764012039
,,1280,128,,17,,0,,,,926.0575150375657,,0,,,uniform_matched,,,0.9859493953894549,0.014050604610545081,0.0011775430234750948,11.124216138618067,1,,,1368.07666015625,3104.0,0.002119924547901595,0.0057431299988189395,,,,1.6021434911351662,0.0022025382673189846,0.0014304414483861157,0.003946973924003321,0.0013418931787071554,,,0.005332835737794792,29.29023216244518,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.0051674814043601225,0.005098734061829114,0.002332076150629664,,,13.331229005008936
,,1408,128,,18,,0,,,,924.2789847918116,,0,,,uniform_matched,,,0.9859589175068142,0.014041082493185808,0.0011752815053199916,11.796841281466186,1,,,1380.37841796875,3258.0,0.002100782812160359,0.005680717083436263,,,,1.7785302457541547,0.002191268138296917,0.0014100175990068293,0.00391707207544435,0.0013260083407258775,,,0.005304455466768479,29.298580980182642,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005156866083417951,0.005085763655767801,0.002309038721725058,,,14.132703422801569
,,1536,128,,19,,0,,,,922.7680209399603,,0,,,uniform_matched,,,0.9859853224048192,0.014014677595180824,0.0011733602154286196,12.470531629398465,1,,,1398.32568359375,3414.0,0.002085172815505639,0.005632361367414728,,,,1.5109638518513293,0.0021918409936941188,0.0013843243920948968,0.0038923077017340513,0.0013123982474615335,,,0.005280888435181747,29.30568641288201,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005148174055161792,0.005074636678158462,0.0022918192903932963,,,14.932928592897952
,,1664,128,,20,,0,,,,921.5861839448023,,0,,,uniform_matched,,,0.9859744460498635,0.014025553950136493,0.0011718574319773386,13.15420979540795,1,,,1409.7265625,3572.0,0.0020736808472949643,0.005602680369065512,,,,1.181836995157937,0.002181106284791502,0.0013793114296726595,0.0038822417530561724,0.001298322058817304,,,0.005259843349200139,29.31125221314312,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005142695374854033,0.005067149478411564,0.002280619761319344,,,15.74164709285833
,,32,,,0,,0,,,,977.5290921939898,,0,,,random_matched,,,0.9855171562903475,0.014482843709652471,0.001242992518353767,1.721194501966238,5,,,1031.19677734375,1148.0,0.0025648637342422995,0.0076128570499629416,,,,,0.0031427122431406823,0.001765430330932337,0.004451397440551143,0.0016265074015595635,,,0.005902997804611958,29.055314853949227,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005477155371492723,0.005435596313979524,0.0029665189065191627,,,1.8020168030634522
,,64,32,,1,,0,,,,977.2875543061921,,0,,,random_matched,,,0.985505476671727,0.014494523328272946,0.0012426853870470581,2.080927815986797,1,,,1031.19677734375,1148.0,0.0025634299190987237,0.00761221718892871,,,,0.24153788779767638,0.0031418970531000116,0.0017666141256776535,0.004450734970435739,0.0016238311676773144,,,0.005899334658556848,29.056388085779563,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005477670125230272,0.005434705017698157,0.00296675614849419,,,2.281590730883181
,,96,32,,2,,0,,,,975.8278172173002,,0,,,random_matched,,,0.9855766611133919,0.014423338886608073,0.0012408292353532158,2.4429082649294287,1,,,1031.19677734375,1198.0,0.00254912072484956,0.0075343028734974945,,,,1.4597370888918704,0.0031216806942405257,0.0017477370779888802,0.004408464115713753,0.0016266923759214492,,,0.005883681781958282,29.062879826001556,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.00546247709038571,0.005422392193258187,0.0029362872832503755,,,2.764976331964135
,,128,32,,3,,0,,,,974.9026864339808,,0,,,random_matched,,,0.9855701122983556,0.01442988770164444,0.0012396528707300577,2.809845137875527,1,,,1031.19677734375,1198.0,0.002540336512167173,0.007490245584811558,,,,0.925130783319446,0.00309363149300252,0.0017473331004933,0.0043915796810783106,0.0016260451685027565,,,0.005874590207616621,29.06699909540965,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005454323870737345,0.005415503435789556,0.002920824784696569,,,3.2526615660171956
,,160,32,,4,,0,,,,974.1847613886398,,0,,,random_matched,,,0.9855842210668969,0.014415778933103085,0.0012387399818275958,3.1746628598775715,1,,,1031.19677734375,1250.0,0.002535883926140794,0.00749216429081097,,,,0.7179250453409622,0.0030757604699074787,0.001743553008818643,0.0043917417725005065,0.0016233640472038667,,,0.005868201030485113,29.07019844800987,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005451499763760716,0.005412298134425178,0.0029159298257682995,,,3.738334174035117
,,192,32,,5,,0,,,,973.4841661033305,,0,,,random_matched,,,0.9855902048037195,0.014409795196280495,0.001237849128854536,3.545522826956585,1,,,1031.19677734375,1304.0,0.0025313294188397924,0.007382282783198639,,,,0.7005952853093049,0.0030460147692150507,0.0017424529523101288,0.004377692170321311,0.0016307727701198042,,,0.005860508858259114,29.07332284636408,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005442459292417042,0.005407322655960273,0.0028988320888299383,,,4.229015897028148
,,224,32,,6,,0,,,,973.1035058625398,,0,,,random_matched,,,0.9855742786476583,0.014425721352341658,0.0012373650943279773,3.9184238500893116,1,,,1031.19677734375,1304.0,0.002526950087999377,0.007370702982343514,,,,0.3806602407906894,0.0030534588620090572,0.0017378629293779851,0.004381676342985951,0.001618448955838109,,,0.005854817135395464,29.075021394511115,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005442545635273025,0.005404929276735343,0.0028995723283715955,,,4.722395455930382
,,256,32,,7,,0,,,,972.6677426530122,,0,,,random_matched,,,0.9855707708584336,0.014429229141566413,0.0012368109927533622,4.294526555109769,1,,,1031.19677734375,1304.0,0.0025201374058475183,0.00734606003488689,,,,0.4357632095276358,0.0030354104825103642,0.00173392233574191,0.004370772875586725,0.0016165659179546744,,,0.005847635390613126,29.076966634072264,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.00543512017833177,0.005399222852927378,0.002885882050365383,,,5.219844406936318
,,320,64,,8,,0,,,,969.2053073011423,,0,,,random_matched,,,0.9855937348454983,0.014406265154501718,0.0012324082785303018,4.6778305671177804,1,,,1031.19677734375,1362.0,0.0025023109969841786,0.00728844218480059,,,,3.4624353518698854,0.0030231927286209982,0.0017199842189889976,0.004332881595317644,0.0016061303385610886,,,0.0058220714749141695,29.09245393032837,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.0054236964338566325,0.005386612730969649,0.0028642260780951953,,,5.723335112910718
,,384,64,,9,,0,,,,967.6150190884978,,0,,,random_matched,,,0.9856404975944171,0.014359502405582925,0.0012303861224981915,5.070301003055647,1,,,1031.19677734375,1424.0,0.0024850472059840976,0.007225495587042469,,,,1.5902882126445093,0.003001755223330342,0.0017137106439568085,0.004292618448343859,0.0015990804570902414,,,0.005804098463685633,29.099585759142688,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005412885309149357,0.005373191441769098,0.002832128449409006,,,6.235057229874656
,,448,64,,10,,0,,,,967.0889083185996,,0,,,random_matched,,,0.9856237507172331,0.014376249282766929,0.0012297171380597426,5.46725940797478,1,,,1031.19677734375,1488.0,0.002473535308189793,0.00720389366364857,,,,0.5261107698981959,0.00298473527966807,0.0016880790780773054,0.004288601862807785,0.0015890652340939154,,,0.005796111123937517,29.10194774338877,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.0054104313505805275,0.005366207198581866,0.0028265001460052105,,,6.752832730067894
,,512,64,,11,,0,,,,965.9273943874191,,0,,,random_matched,,,0.9856504634018357,0.014349536598164292,0.0012282401967206563,5.8725040790159255,1,,,1031.19677734375,1554.0,0.002457727971374049,0.007210288882703314,,,,1.1615139311804796,0.0029438919339810094,0.0016834318390723509,0.004273000276833858,0.0015783355435210118,,,0.005779623540473231,29.107166935290778,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005404361000818785,0.00535582449227004,0.0028159525210608473,,,7.27905723801814
,,640,128,,12,,0,,,,964.4955525183993,,0,,,random_matched,,,0.9856634631142025,0.014336536885797502,0.0012264195156331372,6.294294189894572,1,,,1049.28369140625,1624.0,0.00244399088963451,0.007201502340447318,,,,1.4318418690197632,0.002938434706601535,0.0016674448552067825,0.004272568880651422,0.0015557929336199837,,,0.005752885035839685,29.11360947305387,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005397868004964257,0.005346856270492208,0.0028007265141356636,,,7.823364896001294
,,768,128,,13,,0,,,,963.1740929618793,,0,,,random_matched,,,0.9856797039613395,0.014320296038660474,0.0012247391929141734,6.730511159868911,1,,,1071.1689453125,1696.0,0.002422409848252258,0.007096641285949372,,,,1.3214595565200398,0.0029300904459104425,0.0016644163994359747,0.004215394290838614,0.0015433583932748898,,,0.005736424719746146,29.119563840646894,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005383636578655001,0.005331375067415904,0.002773833104112167,,,8.379102143924683
,,896,128,,14,,0,,,,958.380783622911,,0,,,random_matched,,,0.9857489893805604,0.014251010619439564,0.0012186441849046212,7.183858067030087,1,,,1104.38134765625,1774.0,0.00239219236875994,0.006980760734038979,,,,4.793309338968243,0.002830351281444584,0.0016106562963362043,0.004197606941908856,0.0015348903657913919,,,0.005692418523067754,29.14123079524877,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005357004540137251,0.005306190447601906,0.0027183033746842836,,,8.952693555038422
,,1024,128,,15,,0,,,,956.0655534030074,,0,,,random_matched,,,0.9857711117880541,0.0142288882119459,0.0012157002174415681,7.650138198165223,1,,,1124.96728515625,1856.0,0.0023720266251445942,0.006801147949253274,,,,2.3152302199036967,0.0027819100701272047,0.001594631177112067,0.004188580945865042,0.0015170596485590986,,,0.0056633387732175355,29.15173505624139,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005339724965876053,0.005290306156720454,0.002678041092996711,,,9.539167673094198
,,1152,128,,16,,0,,,,954.9355983622012,,0,,,random_matched,,,0.9857764733758063,0.014223526624193683,0.001214263405306754,8.131759028183296,1,,,1147.080078125,1942.0,0.002364145977884827,0.006793120318766917,,,,1.1299550408061805,0.002785090115807511,0.0015821813659307054,0.004186308232616377,0.0015039623472567743,,,0.005645052165614043,29.156870932750497,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005335799429525192,0.005284453076646105,0.0026707852404861854,,,10.142234740080312
,,1280,128,,17,,0,,,,953.501576234023,,0,,,random_matched,,,0.9858026478222852,0.014197352177714784,0.0012124399518763517,8.705550019163638,1,,,1164.46728515625,2032.0,0.0023539312205175062,0.006745720742299589,,,,1.434022128178185,0.0027725484408814183,0.0015686362461661849,0.004178353742640377,0.0014941788997753377,,,0.005623836362187386,29.163397613562395,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005328487324985947,0.005276546320052394,0.0026565825642342836,,,10.837843824876472
,,1408,128,,18,,0,,,,952.6929286884882,,0,,,random_matched,,,0.9858122579021087,0.01418774209789131,0.0012114117033494164,9.45305753313005,1,,,1179.85205078125,2126.0,0.002348842021926266,0.0067244915099188216,,,,0.8086475455347681,0.0027622947299286234,0.0015644294545412113,0.004172367078053781,0.0014909679625653958,,,0.005613353069608525,29.1670823496897,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005324285834797173,0.005272541227149267,0.0026476884518789353,,,11.707565082004294
,,1536,128,,19,,0,,,,949.844634942232,,0,,,random_matched,,,0.9858292304118974,0.014170769588102594,0.0012077899105609028,10.148204916156828,1,,,1202.380859375,2224.0,0.002329478781459475,0.006642131961412259,,,,2.8482937462562177,0.0027018492628092276,0.00154592639578591,0.00415897332397069,0.0014814558166774308,,,0.005579772699651139,29.180086026512218,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005309131240382317,0.005257256330005645,0.0026139352705608996,,,12.526392977917567
,,1664,128,,20,,0,,,,948.4774387937779,,0,,,random_matched,,,0.9858513838195418,0.014148616180458151,0.0012060514307578759,10.926056476077065,1,,,1219.38427734375,2326.0,0.002321462287066709,0.00660710824753742,,,,1.367196148454127,0.0026803672705268396,0.0015382036268649349,0.00415165855288717,0.0014773000956069282,,,0.0055631279939121455,29.186341717828576,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.00530303075774013,0.005250888979722468,0.0026003898910716043,,,13.429644268937409
,,32,,,0,,0,,,,977.5290921939943,,0,,,raw_alignment_matched,,,0.9855171562903475,0.014482843709652471,0.001242992518353773,1.7286786020267755,5,,,1127.69140625,1280.0,0.0025648637342419968,0.0076128570499629416,,,,,0.003142712243138712,0.001765430330932337,0.004451397440551143,0.0016265074015595635,,,0.005902997804611372,29.055314853949206,,0,,,0.0,,0.9923804259144059,0.9848760366439819,0.005477155371492218,0.005435596313979373,0.0029665189065131888,,,1.8109103960450739
,,64,32,3.074731346511704,1,7384737,0,,,,954.5269066817664,,0,286.0,4.0,raw_alignment_matched,0.0,0,0.985782754949206,0.014217245050794025,0.0012137437269614745,2.0830645598471165,1,,,1609.22705078125,2462.0,0.002479144612358903,0.007290672771665767,,,,23.002185512227925,0.0027287525459730433,0.0017663204110625588,0.004356517721862113,0.0016283028628832198,,1.0,0.00574916760573441,29.158730016590624,,0,,,0.30431462288834155,,0.9923804259144059,0.9848760366439819,0.005405803902068833,0.005360441523463684,0.002813590319560469,,,2.580557993147522
,,96,32,1.4690402959119548,2,7375795,0,,,,943.3706095733985,,0,284.0,4.0,raw_alignment_matched,0.0,0,0.9858176272934076,0.014182372706592394,0.0011995577616035443,2.525561770889908,1,,,1610.58984375,2462.0,0.0024529070890648577,0.0070691227520960935,,,,11.15629710836788,0.0026247305523935272,0.0017664525104553713,0.004312958541579541,0.0016290056074670638,,1.0,0.005684426615580895,29.209788348643784,,0,,,0.6079883528873324,,0.9923804259144059,0.9848760366439819,0.005376833511970895,0.005336451924820766,0.0027568297173596657,,,3.4370888280682266
,,128,32,0.30329281870280045,3,7375681,0,,,,933.0397040334744,,0,282.0,4.0,raw_alignment_matched,0.0,0,0.9859120394079638,0.014087960592036208,0.0011864213358986847,2.900654133874923,1,,,1610.82080078125,2462.0,0.0023914504689452084,0.006549215361638375,,,,10.33090553992406,0.002461392058598236,0.0017541202043814743,0.004236250728681316,0.0015954226307145231,,1.0,0.005612060759719166,29.25761051814682,,0,,,0.9093755236826837,,0.9923804259144059,0.9848760366439819,0.005312856170132913,0.005285353702448544,0.0026352639501723957,,,4.225700413109735
,,160,32,0.37651557954735315,4,7374453,0,,,,928.4672536055946,,0,281.0,4.0,raw_alignment_matched,0.0,0,0.9859541516644666,0.01404584833553335,0.001180607164517205,3.2842622329480946,1,,,1610.82080078125,2462.0,0.0023701071139262736,0.006402429661007472,,,,4.572450427879858,0.002465302454259017,0.0017584771576944019,0.004187452619438522,0.0015734916188476162,,1.0,0.005592799090838065,29.278945855897973,,0,,,1.212994166649878,,0.9923804259144059,0.9848760366439819,0.005294477637346307,0.005269292718336255,0.0026005974777625865,,,5.023618889041245
,,192,32,0.20739780034834543,5,7376100,0,,,,925.2197348997246,,0,279.0,4.0,raw_alignment_matched,0.0,0,0.9859573159473679,0.014042684052632093,0.0011764777309414222,3.6768648319412023,1,,,1610.82080078125,2462.0,0.002328544855855991,0.0061830740310175845,,,,3.247518705869993,0.0023207072313296355,0.0016858888652322664,0.00415729230549869,0.0015667465841884296,,0.9999999403953552,0.005551102443837837,29.294162889901184,,0,,,1.5147649575956166,,0.9923804259144059,0.9848760366439819,0.005264668115158312,0.0052376307303452704,0.0025242938627071834,,,5.829044513171539
,,224,32,0.1215665849357622,6,7376769,0,,,,923.2318663023834,,0,277.0,4.0,raw_alignment_matched,0.0,0,0.9859706532592993,0.014029346740700666,0.0011739500253071893,4.083639458054677,1,,,1610.82080078125,2462.0,0.002297324599259342,0.00606647358715431,,,,1.987868597341162,0.002310319484016545,0.001664780972754106,0.004122713966462218,0.0015280582098969725,,0.9999999403953552,0.00551870907176633,29.303503904779078,,0,,,1.817461519734934,,0.9923804259144059,0.9848760366439819,0.005246673429673804,0.005215326699948649,0.0024877829424566665,,,6.647825391031802
,,256,32,0.17134714394318945,7,7376305,0,,,,921.5288982962859,,0,276.0,4.0,raw_alignment_matched,0.0,0,0.9859766500438756,0.01402334995612442,0.00117178458950842,4.492533806944266,1,,,1610.82080078125,2462.0,0.0022690373762329903,0.006001200625382438,,,,1.7029680060975352,0.002253666015268759,0.0016518483003051625,0.004077737290061665,0.0015134067204562794,,0.9999999403953552,0.0054854434428383255,29.311522178283017,,0,,,2.121512438636273,,0.9923804259144059,0.9848760366439819,0.005228400753880128,0.005195180897346141,0.002453815091857242,,,7.472360232146457
,,320,64,0.12193267801863965,8,7376134,0,,,,918.5275800712511,,0,274.0,4.0,raw_alignment_matched,0.0,0,0.9859873850407064,0.014012614959293623,0.0011679682160329833,4.917296502739191,1,,,1610.82080078125,2462.0,0.0022470247951181287,0.005957469759273245,,,,3.0013182250347654,0.002262415542389234,0.0016270780395508722,0.004038001734118044,0.0014912512692619251,,1.0,0.005443278311277865,29.325689755363808,,0,,,2.4239248647354543,,0.9923804259144059,0.9848760366439819,0.005217077259057978,0.005180329200569036,0.0024382776285361003,,,8.31315925810486
